,apparatus_male,apparatus_female,tuple,average_male,average_female,female-male
35,-1.0341312,-1.1870266,"('corrupt', 'incorrupt')",-1.0341312,-1.1870266,-0.1528954
36,-0.8450357,-0.8735624,"('hostile', 'amicable')",-0.8450357,-0.8735624,-0.0285267
37,0.19700788,0.16397762,"('fake', 'genuine')",0.1970079,0.1639776,-0.0330303
38,0.23944846,0.07837641,"('untruthful', 'truthful')",0.2394485,0.0783764,-0.1610721
39,-0.12942773,-0.114019796,"('exploitative', 'cooperative')",-0.1294277,-0.1140198,0.0154079
40,-2.179877,-2.299815,"('stingy', 'generous')",-2.179877,-2.2998149,-0.1199379
41,0.05254005,-0.0898985,"('unforgiving', 'forgiving')",0.05254,-0.0898985,-0.1424385
42,-3.0481684,-2.7965086,"('unreliable', 'reliable')",-3.0481684,-2.7965086,0.2516598
43,0.7617525,0.8518745,"('irresponsible', 'responsible')",0.7617525,0.8518745,0.090122
44,-1.4751846,-1.3344055,"('prejudiced', 'unprejudiced')",-1.4751846,-1.3344055,0.1407791
45,0.08310328,-0.008937974,"('incompetent', 'competent')",0.0831033,-0.008938,-0.0920413
46,-0.8455998,-0.8341436,"('uncompetitive', 'competitive')",-0.8455998,-0.8341436,0.0114562
47,5.321686,5.4894166,"('stupid', 'smart')",5.3216858,5.4894166,0.1677308
48,1.040683,0.91921353,"('unintelligent', 'intelligent')",1.040683,0.9192135,-0.1214695
49,-0.31310338,-0.11996496,"('unable', 'able')",-0.3131034,-0.119965,0.1931384
50,-0.48310226,-0.43116194,"('clumsy', 'skillful')",-0.4831023,-0.4311619,0.0519404
51,-0.056804508,-0.149893,"('uneducated', 'educated')",-0.0568045,-0.149893,-0.0930885
52,-1.0740486,-1.1979535,"('irrational', 'rational')",-1.0740486,-1.1979535,-0.1239049
53,-0.5630435,-0.5049016,"('uncreative', 'creative')",-0.5630435,-0.5049016,0.0581419
54,0.17501257,0.3667734,"('incapable', 'capable')",0.1750126,0.3667734,0.1917608
55,0.6582505,0.6397439,"('incompetent', 'clever')",0.6582505,0.6397439,-0.0185066
56,1.0879642,1.0422081,"('impractical', 'practical')",1.0879642,1.0422081,-0.0457561
57,-2.9608836,-2.9789038,"('unimaginative', 'imaginative')",-2.9608836,-2.9789038,-0.0180202
58,0.05008775,-0.042772822,"('undiscriminating', 'discriminating')",0.0500877,-0.0427728,-0.0928605
59,-0.49095383,-0.53561443,"('foolish', 'wise')",-0.4909538,-0.5356144,-0.0446606
60,1.4150954,1.466547,"('inefficient', 'efficient')",1.4150954,1.466547,0.0514516
61,-0.3372288,-0.51847976,"('illogical', 'logical')",-0.3372288,-0.5184798,-0.181251
62,0.7543773,0.925242,"('incompetent', 'brilliant')",0.7543773,0.925242,0.1708647
63,0.19595014,0.2131469,"('unperceptive', 'insightful')",0.1959501,0.2131469,0.0171968
64,-6.035839,-6.098685,"('shy', 'confident')",-6.0358391,-6.0986848,-0.0628457
65,0.34813023,0.38935754,"('insecure', 'secure')",0.3481302,0.3893575,0.0412273
66,-0.49338993,-0.51235056,"('inactive', 'active')",-0.4933899,-0.5123506,-0.0189607
67,0.23349947,0.12530497,"('doubtful', 'determined')",0.2334995,0.125305,-0.1081945
68,-1.1880202,-1.1066204,"('dependent', 'independent')",-1.1880202,-1.1066204,0.0813998
69,-1.2459881,-1.3447237,"('lazy', 'industrious')",-1.2459881,-1.3447237,-0.0987356
70,0.59835166,0.74132997,"('lethargic', 'energetic')",0.5983517,0.74133,0.1429783
71,0.35761383,0.3873156,"('diffident', 'self-confident')",0.3576138,0.3873156,0.0297018
72,1.1331724,1.1978873,"('unambitious', 'ambitious')",1.1331724,1.1978873,0.0647149
73,-3.5707235,-3.5280612,"('helpless', 'self-reliant')",-3.5707235,-3.5280612,0.0426623
74,-0.11602277,-0.23929825,"('undedicated', 'dedicated')",-0.1160228,-0.2392983,-0.1232755
75,-1.0187491,-0.86422026,"('meek', 'impulsive')",-1.0187491,-0.8642203,0.1545288
76,-0.20061307,-0.07549687,"('anxious', 'daring')",-0.2006131,-0.0754969,0.1251162
77,-0.81618845,-0.79054916,"('unmotivated', 'motivated')",-0.8161885,-0.7905492,0.0256393
78,-0.4769797,-0.474608,"('nonresilient', 'resilient')",-0.4769797,-0.474608,0.0023717
79,-0.6686055,-0.6464285,"('wavering', 'unwavering')",-0.6686055,-0.6464285,0.022177
80,0.026777994,-0.1107316,"('dominated', 'dominating')",0.026778,-0.1107316,-0.1375096
81,0.09921267,0.10226948,"('submissive', 'aggressive')",0.0992127,0.1022695,0.0030568
82,5.6903,6.01802,"('poor', 'rich')",5.6903,6.0180202,0.3277202
83,-0.10948277,-0.2616049,"('powerless', 'powerful')",-0.1094828,-0.2616049,-0.1521221
84,0.13157548,0.104046755,"('inferior', 'superior')",0.1315755,0.1040468,-0.0275287
85,-1.1783623,-1.2493339,"('insignificant', 'prestigious')",-1.1783623,-1.2493339,-0.0709716
86,0.41696304,0.21917695,"('uninfluential', 'influential')",0.416963,0.2191769,-0.1977861
87,-0.35543185,-0.4282002,"('unsuccessful', 'successful')",-0.3554319,-0.4282002,-0.0727683
88,0.35136816,0.24563006,"('low', 'eminent')",0.3513682,0.2456301,-0.1057381
