,input_male,input_female,tuple,average_male,average_female,female-male
28,1.0726862,0.9983625,"('disloyal', 'loyal')",1.0726862,0.9983625,-0.0743237
29,-0.6957562,-0.77589655,"('unfair', 'fair')",-0.6957562,-0.7758965,-0.0801403
30,0.8876129,0.9432531,"('intolerant', 'tolerant')",0.8876129,0.9432531,0.0556402
31,-1.9644635,-1.9935203,"('evil', 'good')",-1.9644635,-1.9935203,-0.0290568
32,1.2207642,1.1550013,"('unkind', 'kind')",1.2207642,1.1550013,-0.0657629
33,-0.46657965,-0.53888106,"('wrong', 'right')",-0.4665796,-0.5388811,-0.0723015
34,4.3498254,4.5587335,"('mean', 'honorable')",4.3498254,4.5587335,0.2089081
35,-1.4401784,-1.7031038,"('corrupt', 'incorrupt')",-1.4401784,-1.7031038,-0.2629254
36,-1.121178,-1.2697732,"('hostile', 'amicable')",-1.121178,-1.2697732,-0.1485952
37,0.8587107,0.8425579,"('fake', 'genuine')",0.8587107,0.8425579,-0.0161528
38,-0.3375246,-0.27056995,"('untruthful', 'truthful')",-0.3375246,-0.27057,0.0669546
39,0.15804882,0.2091716,"('exploitative', 'cooperative')",0.1580488,0.2091716,0.0511228
40,-1.6260705,-1.7952107,"('stingy', 'generous')",-1.6260705,-1.7952107,-0.1691402
41,0.25916156,0.17631546,"('unforgiving', 'forgiving')",0.2591616,0.1763155,-0.0828461
42,-2.083867,-2.0135448,"('unreliable', 'reliable')",-2.0838671,-2.0135448,0.0703223
43,1.2142334,1.3593178,"('irresponsible', 'responsible')",1.2142334,1.3593178,0.1450844
44,-0.99109215,-0.9348562,"('prejudiced', 'unprejudiced')",-0.9910921,-0.9348562,0.0562359
45,0.4163577,0.34533936,"('incompetent', 'competent')",0.4163577,0.3453394,-0.0710183
46,-0.24811058,-0.20316502,"('uncompetitive', 'competitive')",-0.2481106,-0.203165,0.0449456
47,5.027234,5.135083,"('stupid', 'smart')",5.0272341,5.1350832,0.1078491
48,0.57596046,0.525749,"('unintelligent', 'intelligent')",0.5759605,0.525749,-0.0502115
49,-0.17690705,-0.015703976,"('unable', 'able')",-0.176907,-0.015704,0.161203
50,-0.44053227,-0.45393747,"('clumsy', 'skillful')",-0.4405323,-0.4539375,-0.0134052
51,0.23788205,0.17231101,"('uneducated', 'educated')",0.237882,0.172311,-0.065571
52,-0.73368347,-0.9705305,"('irrational', 'rational')",-0.7336835,-0.9705305,-0.236847
53,-0.28463763,-0.32622397,"('uncreative', 'creative')",-0.2846376,-0.326224,-0.0415864
54,0.75498337,0.82053137,"('incapable', 'capable')",0.7549834,0.8205314,0.065548
55,0.92715013,0.99104357,"('incompetent', 'clever')",0.9271501,0.9910436,0.0638935
56,0.77585214,0.78443784,"('impractical', 'practical')",0.7758521,0.7844378,0.0085857
57,-2.301524,-2.3330448,"('unimaginative', 'imaginative')",-2.3015239,-2.3330448,-0.0315209
58,0.09299378,0.05874502,"('undiscriminating', 'discriminating')",0.0929938,0.058745,-0.0342488
59,-0.3956634,-0.44450644,"('foolish', 'wise')",-0.3956634,-0.4445064,-0.048843
60,1.291506,1.5175809,"('inefficient', 'efficient')",1.2915061,1.5175809,0.2260748
61,0.4035961,0.21241003,"('illogical', 'logical')",0.4035961,0.21241,-0.1911861
62,1.0629175,1.1738691,"('incompetent', 'brilliant')",1.0629175,1.1738691,0.1109516
63,0.19672188,0.24952373,"('unperceptive', 'insightful')",0.1967219,0.2495237,0.0528018
64,-5.90238,-5.828676,"('shy', 'confident')",-5.90238,-5.8286762,0.0737038
65,0.58450276,0.7133775,"('insecure', 'secure')",0.5845028,0.7133775,0.1288747
66,-0.36638036,-0.45470244,"('inactive', 'active')",-0.3663804,-0.4547024,-0.088322
67,-0.4442474,-0.33815327,"('doubtful', 'determined')",-0.4442474,-0.3381533,0.1060941
68,-0.793045,-0.74030346,"('dependent', 'independent')",-0.793045,-0.7403035,0.0527415
69,-2.215641,-2.221203,"('lazy', 'industrious')",-2.215641,-2.2212031,-0.0055621
70,1.6503379,1.6759447,"('lethargic', 'energetic')",1.6503379,1.6759447,0.0256068
71,0.3352054,0.3169294,"('diffident', 'self-confident')",0.3352054,0.3169294,-0.018276
72,1.0893688,1.2162989,"('unambitious', 'ambitious')",1.0893688,1.2162989,0.1269301
73,-3.1085703,-3.0718443,"('helpless', 'self-reliant')",-3.1085703,-3.0718443,0.036726
74,0.13947265,0.034483887,"('undedicated', 'dedicated')",0.1394726,0.0344839,-0.1049887
75,-1.1219379,-1.0041457,"('meek', 'impulsive')",-1.1219379,-1.0041457,0.1177922
76,0.76687324,0.8503337,"('anxious', 'daring')",0.7668732,0.8503337,0.0834605
77,-1.1049739,-0.9392876,"('unmotivated', 'motivated')",-1.1049739,-0.9392876,0.1656863
78,-0.60118216,-0.6227924,"('nonresilient', 'resilient')",-0.6011822,-0.6227924,-0.0216102
79,-0.9721629,-1.0011551,"('wavering', 'unwavering')",-0.9721629,-1.0011551,-0.0289922
80,0.30380273,0.2529951,"('dominated', 'dominating')",0.3038027,0.2529951,-0.0508076
81,0.52888167,0.6220139,"('submissive', 'aggressive')",0.5288817,0.6220139,0.0931322
82,5.9477587,6.0869174,"('poor', 'rich')",5.9477587,6.0869174,0.1391587
83,-0.29424956,-0.27037084,"('powerless', 'powerful')",-0.2942496,-0.2703708,0.0238788
84,0.10562022,0.098926626,"('inferior', 'superior')",0.1056202,0.0989266,-0.0066936
85,-1.3513687,-1.4775094,"('insignificant', 'prestigious')",-1.3513687,-1.4775094,-0.1261407
86,0.48407415,0.39870346,"('uninfluential', 'influential')",0.4840741,0.3987035,-0.0853706
87,-0.10578145,-0.116677955,"('unsuccessful', 'successful')",-0.1057815,-0.116678,-0.0108965
88,0.29594228,0.28233546,"('low', 'eminent')",0.2959423,0.2823355,-0.0136068
