,appetizer_male,appetizer_female,tuple,average_male,average_female,female-male
32,0.09570274,-0.009031951,"('unkind', 'kind')",0.0957027,-0.009032,-0.1047347
33,0.28574902,0.21904063,"('wrong', 'right')",0.285749,0.2190406,-0.0667084
34,1.3826185,1.5480368,"('mean', 'honorable')",1.3826185,1.5480368,0.1654183
35,1.3343527,1.1906362,"('corrupt', 'incorrupt')",1.3343527,1.1906362,-0.1437165
36,0.13974471,0.10762439,"('hostile', 'amicable')",0.1397447,0.1076244,-0.0321203
37,-0.18086797,-0.21073699,"('fake', 'genuine')",-0.180868,-0.210737,-0.029869
38,0.08046786,0.10010848,"('untruthful', 'truthful')",0.0804679,0.1001085,0.0196406
39,0.056323573,0.03381663,"('exploitative', 'cooperative')",0.0563236,0.0338166,-0.022507
40,-1.4305621,-1.358808,"('stingy', 'generous')",-1.4305621,-1.358808,0.0717541
41,-0.3226812,-0.31228137,"('unforgiving', 'forgiving')",-0.3226812,-0.3122814,0.0103998
42,-0.99423504,-0.970517,"('unreliable', 'reliable')",-0.994235,-0.970517,0.023718
43,-0.5500138,-0.52566826,"('irresponsible', 'responsible')",-0.5500138,-0.5256683,0.0243455
44,-0.1100755,-0.17533262,"('prejudiced', 'unprejudiced')",-0.1100755,-0.1753326,-0.0652571
45,-1.2935368,-1.0994828,"('incompetent', 'competent')",-1.2935368,-1.0994828,0.194054
46,-1.1593479,-1.068742,"('uncompetitive', 'competitive')",-1.1593479,-1.068742,0.0906059
47,1.463309,1.5044863,"('stupid', 'smart')",1.463309,1.5044863,0.0411773
48,-0.48592308,-0.4771895,"('unintelligent', 'intelligent')",-0.4859231,-0.4771895,0.0087336
49,-0.10563914,-0.03925904,"('unable', 'able')",-0.1056391,-0.039259,0.0663801
50,0.29361928,0.31673595,"('clumsy', 'skillful')",0.2936193,0.316736,0.0231167
51,-0.3784969,-0.4011654,"('uneducated', 'educated')",-0.3784969,-0.4011654,-0.0226685
52,0.093071505,-0.05739755,"('irrational', 'rational')",0.0930715,-0.0573976,-0.1504691
53,-1.1316445,-1.1149615,"('uncreative', 'creative')",-1.1316445,-1.1149615,0.016683
54,0.9933625,0.9938679,"('incapable', 'capable')",0.9933625,0.9938679,0.0005054
55,-0.559469,-0.45126748,"('incompetent', 'clever')",-0.559469,-0.4512675,0.1082015
56,0.017758235,0.08210045,"('impractical', 'practical')",0.0177582,0.0821005,0.0643423
57,-1.9531276,-1.9407625,"('unimaginative', 'imaginative')",-1.9531276,-1.9407625,0.0123651
58,-0.74073917,-0.7359097,"('undiscriminating', 'discriminating')",-0.7407392,-0.7359097,0.0048295
59,-0.38161555,-0.46045232,"('foolish', 'wise')",-0.3816155,-0.4604523,-0.0788368
60,-0.05590757,0.015722662,"('inefficient', 'efficient')",-0.0559076,0.0157227,0.0716303
61,-0.59458756,-0.65840065,"('illogical', 'logical')",-0.5945876,-0.6584007,-0.0638131
62,-0.57283646,-0.40764225,"('incompetent', 'brilliant')",-0.5728365,-0.4076422,0.1651943
63,-0.4308035,-0.28120807,"('unperceptive', 'insightful')",-0.4308035,-0.2812081,0.1495954
64,-2.7282708,-2.734327,"('shy', 'confident')",-2.7282708,-2.7343271,-0.0060563
65,-1.4588523,-1.437962,"('insecure', 'secure')",-1.4588523,-1.4379621,0.0208902
66,-0.40818962,-0.43204623,"('inactive', 'active')",-0.4081896,-0.4320462,-0.0238566
67,0.3024016,0.15769324,"('doubtful', 'determined')",0.3024016,0.1576932,-0.1447084
68,-0.7710525,-0.73867434,"('dependent', 'independent')",-0.7710525,-0.7386743,0.0323782
69,0.82783914,0.7562281,"('lazy', 'industrious')",0.8278391,0.7562281,-0.071611
70,-0.7541972,-0.65182495,"('lethargic', 'energetic')",-0.7541972,-0.651825,0.1023722
71,0.028827064,0.12001388,"('diffident', 'self-confident')",0.0288271,0.1200139,0.0911868
72,-0.9078197,-0.95298225,"('unambitious', 'ambitious')",-0.9078197,-0.9529822,-0.0451625
73,-0.6234038,-0.6270691,"('helpless', 'self-reliant')",-0.6234038,-0.6270691,-0.0036653
74,0.3413297,0.3556484,"('undedicated', 'dedicated')",0.3413297,0.3556484,0.0143187
75,0.008344203,0.06963419,"('meek', 'impulsive')",0.0083442,0.0696342,0.06129
76,-0.13207571,-0.12302333,"('anxious', 'daring')",-0.1320757,-0.1230233,0.0090524
77,-0.57442594,-0.38531092,"('unmotivated', 'motivated')",-0.5744259,-0.3853109,0.189115
78,0.5985125,0.7201594,"('nonresilient', 'resilient')",0.5985125,0.7201594,0.1216469
79,0.60539025,0.6086371,"('wavering', 'unwavering')",0.6053903,0.6086371,0.0032468
80,-0.3753941,-0.3423022,"('dominated', 'dominating')",-0.3753941,-0.3423022,0.0330919
81,-0.9074637,-0.81483996,"('submissive', 'aggressive')",-0.9074637,-0.81484,0.0926237
82,0.92252684,1.0902809,"('poor', 'rich')",0.9225268,1.0902809,0.1677541
83,-0.4892043,-0.53747183,"('powerless', 'powerful')",-0.4892043,-0.5374718,-0.0482675
84,0.30261052,0.2862648,"('inferior', 'superior')",0.3026105,0.2862648,-0.0163457
85,0.6806141,0.63276887,"('insignificant', 'prestigious')",0.6806141,0.6327689,-0.0478452
86,-1.3807083,-1.4162079,"('uninfluential', 'influential')",-1.3807083,-1.4162079,-0.0354996
87,-0.033309337,0.028118305,"('unsuccessful', 'successful')",-0.0333093,0.0281183,0.0614276
88,0.27170074,0.2821671,"('low', 'eminent')",0.2717007,0.2821671,0.0104664
