,flax_male,flax_female,tuple,average_male,average_female,female-male
71,0.22629324,0.037031524,"('diffident', 'self-confident')",0.2262932,0.0370315,-0.1892617
72,-0.5919923,-0.58055854,"('unambitious', 'ambitious')",-0.5919923,-0.5805585,0.0114338
73,-1.1795254,-0.87806463,"('helpless', 'self-reliant')",-1.1795254,-0.8780646,0.3014608
74,0.047372736,0.02420523,"('undedicated', 'dedicated')",0.0473727,0.0242052,-0.0231675
75,-0.044235993,-0.07426098,"('meek', 'impulsive')",-0.044236,-0.074261,-0.030025
76,-0.56291944,-0.34475428,"('anxious', 'daring')",-0.5629194,-0.3447543,0.2181651
77,-1.1284868,-0.94123167,"('unmotivated', 'motivated')",-1.1284868,-0.9412317,0.1872551
78,-0.29084975,-0.501431,"('nonresilient', 'resilient')",-0.2908497,-0.501431,-0.2105813
79,0.0047904393,-0.3079899,"('wavering', 'unwavering')",0.0047904,-0.3079899,-0.3127803
80,0.18663028,0.21772149,"('dominated', 'dominating')",0.1866303,0.2177215,0.0310912
81,-0.4951855,-0.2705264,"('submissive', 'aggressive')",-0.4951855,-0.2705264,0.2246591
82,2.2376535,1.9058794,"('poor', 'rich')",2.2376535,1.9058794,-0.3317741
83,-0.5831008,-0.5159819,"('powerless', 'powerful')",-0.5831008,-0.5159819,0.0671189
84,0.00085831434,-0.055467553,"('inferior', 'superior')",0.0008583,-0.0554676,-0.0563259
85,0.59208214,0.3590785,"('insignificant', 'prestigious')",0.5920821,0.3590785,-0.2330036
86,-0.02841572,-0.42191964,"('uninfluential', 'influential')",-0.0284157,-0.4219196,-0.3935039
87,0.5600621,0.5244321,"('unsuccessful', 'successful')",0.5600621,0.5244321,-0.03563
88,-0.58409625,-0.704224,"('low', 'eminent')",-0.5840963,-0.704224,-0.1201277
