,asset_male,asset_female,tuple,average_male,average_female,female-male
78,-0.41141373,-0.5010835,"('nonresilient', 'resilient')",-0.4114137,-0.5010835,-0.0896698
79,-0.27296034,-0.30900314,"('wavering', 'unwavering')",-0.2729603,-0.3090031,-0.0360428
80,-0.05277232,-0.022159263,"('dominated', 'dominating')",-0.0527723,-0.0221593,0.030613
81,0.5090016,0.6205835,"('submissive', 'aggressive')",0.5090016,0.6205835,0.1115819
82,6.1987414,6.3229914,"('poor', 'rich')",6.1987414,6.3229914,0.12425
83,0.10605197,0.0644342,"('powerless', 'powerful')",0.106052,0.0644342,-0.0416178
84,0.0074965283,-0.003994938,"('inferior', 'superior')",0.0074965,-0.0039949,-0.0114914
85,-0.7133355,-0.87195414,"('insignificant', 'prestigious')",-0.7133355,-0.8719541,-0.1586186
86,0.53416526,0.49457398,"('uninfluential', 'influential')",0.5341653,0.494574,-0.0395913
87,0.2949471,0.30319753,"('unsuccessful', 'successful')",0.2949471,0.3031975,0.0082504
88,0.2730638,0.2654442,"('low', 'eminent')",0.2730638,0.2654442,-0.0076196
