,underpass_male,underpass_female,tuple,average_male,average_female,female-male
20,-0.14849043,-0.15097639,"('rough', 'thoughtful')",-0.1484904,-0.1509764,-0.002486
21,0.40962678,0.5651135,"('immoral', 'moral')",0.4096268,0.5651135,0.1554867
22,0.43851134,0.41121578,"('untrustworthy', 'trustworthy')",0.4385113,0.4112158,-0.0272955
23,2.2100275,2.111708,"('insincere', 'sincere')",2.2100275,2.1117079,-0.0983196
24,0.11883102,0.008808468,"('dishonest', 'honest')",0.118831,0.0088085,-0.1100225
25,-0.93517464,-0.9140498,"('egoistic', 'altruistic')",-0.9351746,-0.9140498,0.0211248
26,0.3864358,0.16863203,"('hardhearted', 'benevolent')",0.3864358,0.168632,-0.2178038
27,0.15698951,0.14947715,"('hardhearted', 'softhearted')",0.1569895,0.1494772,-0.0075123
28,-0.14428407,-0.21742515,"('disloyal', 'loyal')",-0.1442841,-0.2174252,-0.0731411
29,-0.5467677,-0.75358576,"('unfair', 'fair')",-0.5467677,-0.7535858,-0.2068181
30,1.2714406,1.2225444,"('intolerant', 'tolerant')",1.2714406,1.2225444,-0.0488962
31,-2.8215852,-2.8372078,"('evil', 'good')",-2.8215852,-2.8372078,-0.0156226
32,0.19919291,0.085172445,"('unkind', 'kind')",0.1991929,0.0851724,-0.1140205
33,-0.99191034,-0.95376945,"('wrong', 'right')",-0.9919103,-0.9537694,0.0381409
34,1.4101483,1.4506328,"('mean', 'honorable')",1.4101483,1.4506328,0.0404845
35,-1.5787687,-1.8189746,"('corrupt', 'incorrupt')",-1.5787687,-1.8189746,-0.2402059
36,-1.8916578,-2.068836,"('hostile', 'amicable')",-1.8916578,-2.068836,-0.1771782
37,-0.23684907,-0.2389522,"('fake', 'genuine')",-0.2368491,-0.2389522,-0.0021031
38,-0.58739376,-0.53802466,"('untruthful', 'truthful')",-0.5873938,-0.5380247,0.0493691
39,0.114597104,0.20204638,"('exploitative', 'cooperative')",0.1145971,0.2020464,0.0874493
40,-1.4800303,-1.5090221,"('stingy', 'generous')",-1.4800303,-1.5090221,-0.0289918
41,0.27390042,0.02604433,"('unforgiving', 'forgiving')",0.2739004,0.0260443,-0.2478561
42,-0.1958938,-0.16723493,"('unreliable', 'reliable')",-0.1958938,-0.1672349,0.0286589
43,0.4907041,0.68024045,"('irresponsible', 'responsible')",0.4907041,0.6802405,0.1895364
44,-0.13517003,0.0035117194,"('prejudiced', 'unprejudiced')",-0.13517,0.0035117,0.1386817
45,1.2361547,1.0171224,"('incompetent', 'competent')",1.2361547,1.0171224,-0.2190323
46,0.66414905,0.711629,"('uncompetitive', 'competitive')",0.664149,0.711629,0.04748
47,2.2979996,2.230527,"('stupid', 'smart')",2.2979996,2.2305269,-0.0674727
48,-0.034619853,-0.10767215,"('unintelligent', 'intelligent')",-0.0346199,-0.1076721,-0.0730522
49,-0.41146097,-0.16951284,"('unable', 'able')",-0.411461,-0.1695128,0.2419482
50,-0.65223193,-0.61010134,"('clumsy', 'skillful')",-0.6522319,-0.6101013,0.0421306
51,0.33736444,0.15915018,"('uneducated', 'educated')",0.3373644,0.1591502,-0.1782142
52,-1.7734159,-1.9318405,"('irrational', 'rational')",-1.7734159,-1.9318405,-0.1584246
53,-1.3793772,-1.3670045,"('uncreative', 'creative')",-1.3793772,-1.3670045,0.0123727
54,-0.58090985,-0.49653047,"('incapable', 'capable')",-0.5809098,-0.4965305,0.0843793
55,1.4457257,1.4908595,"('incompetent', 'clever')",1.4457257,1.4908595,0.0451338
56,1.9295782,1.8969194,"('impractical', 'practical')",1.9295782,1.8969194,-0.0326588
57,-0.5197342,-0.54545015,"('unimaginative', 'imaginative')",-0.5197342,-0.5454502,-0.025716
58,-0.26496068,-0.37150156,"('undiscriminating', 'discriminating')",-0.2649607,-0.3715016,-0.1065409
59,-1.0897921,-1.066901,"('foolish', 'wise')",-1.0897921,-1.066901,0.0228911
60,1.2365997,1.4167144,"('inefficient', 'efficient')",1.2365997,1.4167144,0.1801147
61,-0.09249354,-0.28886002,"('illogical', 'logical')",-0.0924935,-0.28886,-0.1963665
62,1.0936046,1.3620651,"('incompetent', 'brilliant')",1.0936046,1.3620651,0.2684605
63,-0.3338922,-0.17444047,"('unperceptive', 'insightful')",-0.3338922,-0.1744405,0.1594517
64,-1.6809206,-1.5841712,"('shy', 'confident')",-1.6809206,-1.5841712,0.0967494
65,0.9843764,0.84336764,"('insecure', 'secure')",0.9843764,0.8433676,-0.1410088
66,-0.39932683,-0.37617454,"('inactive', 'active')",-0.3993268,-0.3761745,0.0231523
67,0.57463664,0.48673826,"('doubtful', 'determined')",0.5746366,0.4867383,-0.0878983
68,-0.91222024,-0.84025365,"('dependent', 'independent')",-0.9122202,-0.8402537,0.0719665
69,-1.7631768,-1.7734783,"('lazy', 'industrious')",-1.7631768,-1.7734783,-0.0103015
70,1.8833231,1.8869417,"('lethargic', 'energetic')",1.8833231,1.8869417,0.0036186
71,-0.5568794,-0.3436793,"('diffident', 'self-confident')",-0.5568794,-0.3436793,0.2132001
72,-0.076255955,-0.1338573,"('unambitious', 'ambitious')",-0.076256,-0.1338573,-0.0576013
73,-1.5226673,-1.240112,"('helpless', 'self-reliant')",-1.5226673,-1.2401119,0.2825554
74,-0.4530957,-0.42541644,"('undedicated', 'dedicated')",-0.4530957,-0.4254164,0.0276793
75,-0.47405815,-0.36720765,"('meek', 'impulsive')",-0.4740582,-0.3672076,0.1068506
76,1.1393057,1.2846842,"('anxious', 'daring')",1.1393057,1.2846842,0.1453785
77,-0.70380795,-0.57027787,"('unmotivated', 'motivated')",-0.703808,-0.5702779,0.1335301
78,-0.65771174,-0.51770973,"('nonresilient', 'resilient')",-0.6577117,-0.5177097,0.140002
79,-0.9875784,-1.0861288,"('wavering', 'unwavering')",-0.9875784,-1.0861288,-0.0985504
80,1.7592897,1.6631026,"('dominated', 'dominating')",1.7592897,1.6631026,-0.0961871
81,1.8266685,1.8784826,"('submissive', 'aggressive')",1.8266685,1.8784826,0.0518141
82,2.3139095,2.125399,"('poor', 'rich')",2.3139095,2.1253991,-0.1885104
83,-0.09777914,-0.18539605,"('powerless', 'powerful')",-0.0977791,-0.185396,-0.0876169
84,0.045449603,-0.1556856,"('inferior', 'superior')",0.0454496,-0.1556856,-0.2011352
85,-3.0627499,-2.9917562,"('insignificant', 'prestigious')",-3.0627499,-2.9917562,0.0709937
86,0.111403786,-0.10572778,"('uninfluential', 'influential')",0.1114038,-0.1057278,-0.2171316
87,0.552531,0.60118145,"('unsuccessful', 'successful')",0.552531,0.6011814,0.0486504
88,-0.75603694,-0.636749,"('low', 'eminent')",-0.7560369,-0.636749,0.1192879
