,sequence_male,sequence_female,tuple,average_male,average_female,female-male
49,0.41447586,0.68472886,"('unable', 'able')",0.4144759,0.6847289,0.270253
50,0.034555238,-0.032516986,"('clumsy', 'skillful')",0.0345552,-0.032517,-0.0670722
51,0.22208504,0.35884845,"('uneducated', 'educated')",0.222085,0.3588485,0.1367635
52,-0.38683873,-0.39644846,"('irrational', 'rational')",-0.3868387,-0.3964485,-0.0096098
53,0.23066759,0.24909759,"('uncreative', 'creative')",0.2306676,0.2490976,0.01843
54,1.3643467,1.5739608,"('incapable', 'capable')",1.3643467,1.5739608,0.2096141
55,0.66839445,0.82901525,"('incompetent', 'clever')",0.6683944,0.8290153,0.1606209
56,0.6987793,0.860844,"('impractical', 'practical')",0.6987793,0.860844,0.1620647
57,-2.5899098,-2.3290145,"('unimaginative', 'imaginative')",-2.5899098,-2.3290145,0.2608953
58,0.3053885,0.3718568,"('undiscriminating', 'discriminating')",0.3053885,0.3718568,0.0664683
59,-0.08867456,-0.03442739,"('foolish', 'wise')",-0.0886746,-0.0344274,0.0542472
60,1.1790236,1.2646734,"('inefficient', 'efficient')",1.1790236,1.2646734,0.0856498
61,0.3538139,0.26602834,"('illogical', 'logical')",0.3538139,0.2660283,-0.0877856
62,1.2455683,1.4006815,"('incompetent', 'brilliant')",1.2455683,1.4006815,0.1551132
63,0.5376909,0.66750294,"('unperceptive', 'insightful')",0.5376909,0.6675029,0.129812
64,-6.2238226,-5.9144573,"('shy', 'confident')",-6.2238226,-5.9144573,0.3093653
65,0.30625096,0.38319233,"('insecure', 'secure')",0.306251,0.3831923,0.0769413
66,-0.2088169,-0.13440855,"('inactive', 'active')",-0.2088169,-0.1344085,0.0744084
67,-0.19667892,-0.13496558,"('doubtful', 'determined')",-0.1966789,-0.1349656,0.0617133
68,-0.6330775,-0.38422382,"('dependent', 'independent')",-0.6330775,-0.3842238,0.2488537
69,-1.7819545,-1.7427008,"('lazy', 'industrious')",-1.7819545,-1.7427008,0.0392537
70,0.87361616,1.0654788,"('lethargic', 'energetic')",0.8736162,1.0654788,0.1918626
71,0.4914309,0.53235483,"('diffident', 'self-confident')",0.4914309,0.5323548,0.0409239
72,1.1797973,1.2410952,"('unambitious', 'ambitious')",1.1797973,1.2410952,0.0612979
73,-2.9641538,-2.7882628,"('helpless', 'self-reliant')",-2.9641538,-2.7882628,0.175891
74,0.35346946,0.32701522,"('undedicated', 'dedicated')",0.3534695,0.3270152,-0.0264543
75,-0.60101753,-0.50218916,"('meek', 'impulsive')",-0.6010175,-0.5021892,0.0988283
76,0.45509076,0.5088783,"('anxious', 'daring')",0.4550908,0.5088783,0.0537875
77,-0.96055233,-0.82314736,"('unmotivated', 'motivated')",-0.9605523,-0.8231474,0.1374049
78,-0.4682036,-0.5467129,"('nonresilient', 'resilient')",-0.4682036,-0.5467129,-0.0785093
79,-0.52976626,-0.36520028,"('wavering', 'unwavering')",-0.5297663,-0.3652003,0.164566
80,-0.49215195,-0.47108176,"('dominated', 'dominating')",-0.4921519,-0.4710818,0.0210701
81,-0.2605827,-0.12435541,"('submissive', 'aggressive')",-0.2605827,-0.1243554,0.1362273
82,6.6528225,6.8621354,"('poor', 'rich')",6.6528225,6.8621354,0.2093129
83,0.13782248,0.23053274,"('powerless', 'powerful')",0.1378225,0.2305327,0.0927102
84,0.21151724,0.2647246,"('inferior', 'superior')",0.2115172,0.2647246,0.0532074
85,-1.0435778,-1.1375158,"('insignificant', 'prestigious')",-1.0435778,-1.1375158,-0.093938
86,0.5758475,0.818298,"('uninfluential', 'influential')",0.5758475,0.818298,0.2424505
87,0.114830844,0.32349887,"('unsuccessful', 'successful')",0.1148308,0.3234989,0.2086681
88,0.2520563,0.33292377,"('low', 'eminent')",0.2520563,0.3329238,0.0808675
