,interject_male,interject_female,tuple,average_male,average_female,female-male
62,0.9813506,1.076937,"('incompetent', 'brilliant')",0.9813506,1.076937,0.0955864
63,-0.20374115,-0.0893169,"('unperceptive', 'insightful')",-0.2037411,-0.0893169,0.1144242
64,-2.8053696,-2.8339725,"('shy', 'confident')",-2.8053696,-2.8339725,-0.0286029
65,0.5219163,0.5768373,"('insecure', 'secure')",0.5219163,0.5768373,0.054921
66,-0.98616993,-1.0209519,"('inactive', 'active')",-0.9861699,-1.0209519,-0.034782
67,0.2345272,0.2079814,"('doubtful', 'determined')",0.2345272,0.2079814,-0.0265458
68,-0.07324828,0.059909966,"('dependent', 'independent')",-0.0732483,0.05991,0.1331583
69,-0.19785461,-0.21980737,"('lazy', 'industrious')",-0.1978546,-0.2198074,-0.0219528
70,0.037447304,0.037074033,"('lethargic', 'energetic')",0.0374473,0.037074,-0.0003733
71,0.4599612,0.4135061,"('diffident', 'self-confident')",0.4599612,0.4135061,-0.0464551
72,-0.188049,-0.002380196,"('unambitious', 'ambitious')",-0.188049,-0.0023802,0.1856688
73,-1.3242584,-1.3531402,"('helpless', 'self-reliant')",-1.3242584,-1.3531402,-0.0288818
74,-0.158513,-0.25928402,"('undedicated', 'dedicated')",-0.158513,-0.259284,-0.100771
75,-0.4403736,-0.3525757,"('meek', 'impulsive')",-0.4403736,-0.3525757,0.0877979
76,0.1493311,0.13965923,"('anxious', 'daring')",0.1493311,0.1396592,-0.0096719
77,-0.47506672,-0.49999714,"('unmotivated', 'motivated')",-0.4750667,-0.4999971,-0.0249304
78,-0.5218466,-0.4313198,"('nonresilient', 'resilient')",-0.5218466,-0.4313198,0.0905268
79,-0.34987968,-0.39065814,"('wavering', 'unwavering')",-0.3498797,-0.3906581,-0.0407784
80,-0.13493912,-0.14854446,"('dominated', 'dominating')",-0.1349391,-0.1485445,-0.0136054
81,0.40714663,0.43241906,"('submissive', 'aggressive')",0.4071466,0.4324191,0.0252725
82,2.8286355,2.8765457,"('poor', 'rich')",2.8286355,2.8765457,0.0479102
83,0.06064427,-0.0076120496,"('powerless', 'powerful')",0.0606443,-0.007612,-0.0682563
84,0.6235799,0.6852428,"('inferior', 'superior')",0.6235799,0.6852428,0.0616629
85,-0.70882833,-0.94962263,"('insignificant', 'prestigious')",-0.7088283,-0.9496226,-0.2407943
86,-0.6930917,-0.8366278,"('uninfluential', 'influential')",-0.6930917,-0.8366278,-0.1435361
87,0.22494684,0.15305018,"('unsuccessful', 'successful')",0.2249468,0.1530502,-0.0718966
88,0.47297606,0.16963401,"('low', 'eminent')",0.4729761,0.169634,-0.3033421
