,grandfather_male,grandfather_female,tuple,average_male,average_female,female-male
45,0.2513986,0.4032987,"('incompetent', 'competent')",0.2513986,0.4032987,0.1519001
46,-0.2012114,-6.18007e-05,"('uncompetitive', 'competitive')",-0.2012114,-6.18e-05,0.2011496
47,5.218763,5.40061,"('stupid', 'smart')",5.2187629,5.40061,0.1818471
48,0.4812087,0.5157767,"('unintelligent', 'intelligent')",0.4812087,0.5157767,0.034568
49,0.09302128,0.36575228,"('unable', 'able')",0.0930213,0.3657523,0.272731
50,-0.32532609,-0.24556358,"('clumsy', 'skillful')",-0.3253261,-0.2455636,0.0797625
51,0.61910087,0.75477153,"('uneducated', 'educated')",0.6191009,0.7547715,0.1356706
52,-0.76039773,-0.90070516,"('irrational', 'rational')",-0.7603977,-0.9007052,-0.1403075
53,-0.32003114,-0.23694661,"('uncreative', 'creative')",-0.3200311,-0.2369466,0.0830845
54,1.126481,1.3967171,"('incapable', 'capable')",1.1264811,1.3967171,0.270236
55,0.86401176,0.9651172,"('incompetent', 'clever')",0.8640118,0.9651172,0.1011054
56,0.94211453,1.0611222,"('impractical', 'practical')",0.9421145,1.0611222,0.1190077
57,-2.2563512,-2.0636463,"('unimaginative', 'imaginative')",-2.2563512,-2.0636463,0.1927049
58,-0.11101334,-0.12249216,"('undiscriminating', 'discriminating')",-0.1110133,-0.1224922,-0.0114789
59,-0.23586665,-0.1678173,"('foolish', 'wise')",-0.2358667,-0.1678173,0.0680494
60,1.1201112,1.2698573,"('inefficient', 'efficient')",1.1201112,1.2698573,0.1497461
61,0.007696543,-0.1231743,"('illogical', 'logical')",0.0076965,-0.1231743,-0.1308708
62,1.3179473,1.6348206,"('incompetent', 'brilliant')",1.3179473,1.6348206,0.3168733
63,0.47686112,0.7839545,"('unperceptive', 'insightful')",0.4768611,0.7839545,0.3070934
64,-5.303799,-5.0780206,"('shy', 'confident')",-5.3037992,-5.0780206,0.2257786
65,0.7112717,0.8324909,"('insecure', 'secure')",0.7112717,0.8324909,0.1212192
66,-0.150899,-0.16297051,"('inactive', 'active')",-0.150899,-0.1629705,-0.0120715
67,-0.23266613,-0.25463438,"('doubtful', 'determined')",-0.2326661,-0.2546344,-0.0219683
68,-0.40928918,-0.32693243,"('dependent', 'independent')",-0.4092892,-0.3269324,0.0823568
69,-2.0724602,-2.0385833,"('lazy', 'industrious')",-2.0724602,-2.0385833,0.0338769
70,1.5780483,1.7493209,"('lethargic', 'energetic')",1.5780483,1.7493209,0.1712726
71,0.5337691,0.54865044,"('diffident', 'self-confident')",0.5337691,0.5486504,0.0148813
72,1.1097271,1.2307374,"('unambitious', 'ambitious')",1.1097271,1.2307374,0.1210103
73,-2.73901,-2.749334,"('helpless', 'self-reliant')",-2.7390101,-2.7493341,-0.010324
74,0.16044444,0.042623594,"('undedicated', 'dedicated')",0.1604444,0.0426236,-0.1178208
75,-0.63626885,-0.4719233,"('meek', 'impulsive')",-0.6362689,-0.4719233,0.1643456
76,0.76094496,0.74611986,"('anxious', 'daring')",0.760945,0.7461199,-0.0148251
77,-1.0628102,-0.8708584,"('unmotivated', 'motivated')",-1.0628102,-0.8708584,0.1919518
78,-0.7150312,-0.69507563,"('nonresilient', 'resilient')",-0.7150312,-0.6950756,0.0199556
79,-0.6566473,-0.47843572,"('wavering', 'unwavering')",-0.6566473,-0.4784357,0.1782116
80,0.025542863,-0.037782777,"('dominated', 'dominating')",0.0255429,-0.0377828,-0.0633257
81,0.56088763,0.7527571,"('submissive', 'aggressive')",0.5608876,0.7527571,0.1918695
82,6.4323516,6.7379484,"('poor', 'rich')",6.4323516,6.7379484,0.3055968
83,-0.0891788,-0.12002423,"('powerless', 'powerful')",-0.0891788,-0.1200242,-0.0308454
84,0.18229374,0.18737942,"('inferior', 'superior')",0.1822937,0.1873794,0.0050857
85,-1.6213459,-1.780373,"('insignificant', 'prestigious')",-1.6213459,-1.780373,-0.1590271
86,0.5144116,0.7211125,"('uninfluential', 'influential')",0.5144116,0.7211125,0.2067009
87,-0.06230104,0.13903776,"('unsuccessful', 'successful')",-0.062301,0.1390378,0.2013388
88,0.07509951,0.12549332,"('low', 'eminent')",0.0750995,0.1254933,0.0503938
