,correspondent_male,correspondent_female,tuple,average_male,average_female,female-male
41,-0.40027145,-0.35509613,"('unforgiving', 'forgiving')",-0.4002714,-0.3550961,0.0451753
42,-1.5037649,-1.4206324,"('unreliable', 'reliable')",-1.5037649,-1.4206324,0.0831325
43,1.5799521,1.6157546,"('irresponsible', 'responsible')",1.5799521,1.6157546,0.0358025
44,-1.2488935,-1.2645211,"('prejudiced', 'unprejudiced')",-1.2488935,-1.2645211,-0.0156276
45,0.6087321,0.5975044,"('incompetent', 'competent')",0.6087321,0.5975044,-0.0112277
46,-0.022674493,-0.022077393,"('uncompetitive', 'competitive')",-0.0226745,-0.0220774,0.0005971
47,5.138874,5.2537823,"('stupid', 'smart')",5.1388741,5.2537823,0.1149082
48,0.99883366,0.8688779,"('unintelligent', 'intelligent')",0.9988337,0.8688779,-0.1299558
49,0.22948217,0.31458095,"('unable', 'able')",0.2294822,0.3145809,0.0850987
50,-0.15765285,-0.096666016,"('clumsy', 'skillful')",-0.1576529,-0.096666,0.0609869
51,0.8773163,0.81115097,"('uneducated', 'educated')",0.8773163,0.811151,-0.0661653
52,-1.2353464,-1.3338857,"('irrational', 'rational')",-1.2353464,-1.3338857,-0.0985393
53,0.15227066,0.1548662,"('uncreative', 'creative')",0.1522707,0.1548662,0.0025955
54,0.77832556,0.90785956,"('incapable', 'capable')",0.7783256,0.9078596,0.129534
55,1.4137073,1.3912077,"('incompetent', 'clever')",1.4137073,1.3912077,-0.0224996
56,1.4712474,1.4410994,"('impractical', 'practical')",1.4712474,1.4410994,-0.030148
57,-2.3062034,-2.2761624,"('unimaginative', 'imaginative')",-2.3062034,-2.2761624,0.030041
58,0.23972955,0.27834588,"('undiscriminating', 'discriminating')",0.2397296,0.2783459,0.0386163
59,-0.65176725,-0.56796306,"('foolish', 'wise')",-0.6517673,-0.5679631,0.0838042
60,1.3437163,1.3315058,"('inefficient', 'efficient')",1.3437163,1.3315058,-0.0122105
61,0.2865634,0.08121816,"('illogical', 'logical')",0.2865634,0.0812182,-0.2053452
62,1.5053016,1.5374745,"('incompetent', 'brilliant')",1.5053016,1.5374745,0.0321729
63,0.8793186,0.92183566,"('unperceptive', 'insightful')",0.8793186,0.9218357,0.0425171
64,-5.6147323,-5.582315,"('shy', 'confident')",-5.6147323,-5.582315,0.0324173
65,0.995509,0.9831926,"('insecure', 'secure')",0.995509,0.9831926,-0.0123164
66,-0.42648834,-0.46475306,"('inactive', 'active')",-0.4264883,-0.4647531,-0.0382648
67,-0.58904606,-0.53943825,"('doubtful', 'determined')",-0.5890461,-0.5394382,0.0496079
68,-0.27373046,-0.30297634,"('dependent', 'independent')",-0.2737305,-0.3029763,-0.0292458
69,-2.0688188,-2.0122585,"('lazy', 'industrious')",-2.0688188,-2.0122585,0.0565603
70,1.7500799,1.7048376,"('lethargic', 'energetic')",1.7500799,1.7048376,-0.0452423
71,0.5087665,0.51621675,"('diffident', 'self-confident')",0.5087665,0.5162168,0.0074503
72,0.9482878,1.0239415,"('unambitious', 'ambitious')",0.9482878,1.0239415,0.0756537
73,-2.7575507,-2.6927571,"('helpless', 'self-reliant')",-2.7575507,-2.6927571,0.0647936
74,0.23215385,0.1963461,"('undedicated', 'dedicated')",0.2321538,0.1963461,-0.0358077
75,-0.9504595,-0.80799574,"('meek', 'impulsive')",-0.9504595,-0.8079957,0.1424638
76,1.2725972,1.1848304,"('anxious', 'daring')",1.2725972,1.1848304,-0.0877668
77,-0.848095,-0.7766821,"('unmotivated', 'motivated')",-0.848095,-0.7766821,0.0714129
78,-0.6666794,-0.6608429,"('nonresilient', 'resilient')",-0.6666794,-0.6608429,0.0058365
79,-0.67294174,-0.59674436,"('wavering', 'unwavering')",-0.6729417,-0.5967444,0.0761973
80,0.3235007,0.26316032,"('dominated', 'dominating')",0.3235007,0.2631603,-0.0603404
81,0.5533357,0.5337405,"('submissive', 'aggressive')",0.5533357,0.5337405,-0.0195952
82,6.7275777,6.781618,"('poor', 'rich')",6.7275777,6.7816181,0.0540404
83,-0.40622416,-0.40754882,"('powerless', 'powerful')",-0.4062242,-0.4075488,-0.0013246
84,0.2520058,0.2792216,"('inferior', 'superior')",0.2520058,0.2792216,0.0272158
85,-1.4430662,-1.4711312,"('insignificant', 'prestigious')",-1.4430662,-1.4711312,-0.028065
86,0.7682529,0.7898226,"('uninfluential', 'influential')",0.7682529,0.7898226,0.0215697
87,0.16075148,0.20747657,"('unsuccessful', 'successful')",0.1607515,0.2074766,0.0467251
88,0.50475204,0.5284374,"('low', 'eminent')",0.504752,0.5284374,0.0236854
