,great-grandfather_male,great-grandfather_female,tuple,average_male,average_female,female-male
59,-0.10823805,0.18289156,"('foolish', 'wise')",-0.108238,0.1828916,0.2911296
60,-1.4483937,-1.5006373,"('inefficient', 'efficient')",-1.4483937,-1.5006373,-0.0522436
61,-1.694982,-1.701659,"('illogical', 'logical')",-1.6949821,-1.701659,-0.0066769
62,-0.78703797,-0.47658867,"('incompetent', 'brilliant')",-0.787038,-0.4765887,0.3104493
63,-0.9025605,-1.1041075,"('unperceptive', 'insightful')",-0.9025605,-1.1041075,-0.201547
64,-0.953354,-0.93293256,"('shy', 'confident')",-0.953354,-0.9329326,0.0204214
65,-0.12355323,-0.46044052,"('insecure', 'secure')",-0.1235532,-0.4604405,-0.3368873
66,1.6264948,1.226444,"('inactive', 'active')",1.6264948,1.226444,-0.4000508
67,-0.6096273,-0.74238646,"('doubtful', 'determined')",-0.6096273,-0.7423865,-0.1327592
68,-1.7675683,-1.9368031,"('dependent', 'independent')",-1.7675683,-1.9368031,-0.1692348
69,-0.60911244,-0.24403471,"('lazy', 'industrious')",-0.6091124,-0.2440347,0.3650777
70,-0.26021498,-0.4721027,"('lethargic', 'energetic')",-0.260215,-0.4721027,-0.2118877
71,0.19016474,0.0636327,"('diffident', 'self-confident')",0.1901647,0.0636327,-0.126532
72,0.63711655,0.6833452,"('unambitious', 'ambitious')",0.6371166,0.6833452,0.0462286
73,1.7353039,1.900881,"('helpless', 'self-reliant')",1.7353039,1.9008811,0.1655772
74,0.23646148,0.1207751,"('undedicated', 'dedicated')",0.2364615,0.1207751,-0.1156864
75,0.8385079,1.0377164,"('meek', 'impulsive')",0.8385079,1.0377164,0.1992085
76,-0.6355571,-0.74434537,"('anxious', 'daring')",-0.6355571,-0.7443454,-0.1087883
77,-1.204544,-1.1957157,"('unmotivated', 'motivated')",-1.2045439,-1.1957157,0.0088282
78,-0.6311921,-0.76013017,"('nonresilient', 'resilient')",-0.6311921,-0.7601302,-0.1289381
79,1.4228516,1.2678887,"('wavering', 'unwavering')",1.4228516,1.2678887,-0.1549629
80,0.15412652,-0.04852127,"('dominated', 'dominating')",0.1541265,-0.0485213,-0.2026478
81,-1.5529566,-1.7626705,"('submissive', 'aggressive')",-1.5529566,-1.7626705,-0.2097139
82,2.4871454,2.3681848,"('poor', 'rich')",2.4871454,2.3681848,-0.1189606
83,-0.09814596,-0.32251024,"('powerless', 'powerful')",-0.098146,-0.3225102,-0.2243642
84,0.43306714,0.22765782,"('inferior', 'superior')",0.4330671,0.2276578,-0.2054093
85,1.4747043,1.3709555,"('insignificant', 'prestigious')",1.4747043,1.3709555,-0.1037488
86,-0.305737,-0.5872989,"('uninfluential', 'influential')",-0.305737,-0.5872989,-0.2815619
87,-0.39906287,-0.501289,"('unsuccessful', 'successful')",-0.3990629,-0.501289,-0.1022261
88,0.37785992,0.14359319,"('low', 'eminent')",0.3778599,0.1435932,-0.2342667
