,applause_male,applause_female,tuple,average_male,average_female,female-male
48,0.16733673,0.19628072,"('unintelligent', 'intelligent')",0.1673367,0.1962807,0.028944
49,-0.14602378,-0.07836242,"('unable', 'able')",-0.1460238,-0.0783624,0.0676614
50,-0.5166982,-0.6124008,"('clumsy', 'skillful')",-0.5166982,-0.6124008,-0.0957026
51,0.5341253,0.51170444,"('uneducated', 'educated')",0.5341253,0.5117044,-0.0224209
52,-0.5841127,-0.75258493,"('irrational', 'rational')",-0.5841127,-0.7525849,-0.1684722
53,-0.2676067,-0.36006865,"('uncreative', 'creative')",-0.2676067,-0.3600686,-0.0924619
54,0.8241384,0.8619322,"('incapable', 'capable')",0.8241384,0.8619322,0.0377938
55,0.87634003,0.9505679,"('incompetent', 'clever')",0.87634,0.9505679,0.0742279
56,0.55044353,0.61878186,"('impractical', 'practical')",0.5504435,0.6187819,0.0683384
57,-2.3945749,-2.393608,"('unimaginative', 'imaginative')",-2.3945749,-2.3936081,0.0009668
58,0.07116232,0.031337902,"('undiscriminating', 'discriminating')",0.0711623,0.0313379,-0.0398244
59,-0.21080652,-0.2705249,"('foolish', 'wise')",-0.2108065,-0.2705249,-0.0597184
60,0.40877897,0.6761992,"('inefficient', 'efficient')",0.408779,0.6761992,0.2674202
61,0.048945997,-0.059964493,"('illogical', 'logical')",0.048946,-0.0599645,-0.1089105
62,0.4051777,0.54354537,"('incompetent', 'brilliant')",0.4051777,0.5435454,0.1383677
63,-0.15299016,-0.08198313,"('unperceptive', 'insightful')",-0.1529902,-0.0819831,0.0710071
64,-5.8496914,-5.780972,"('shy', 'confident')",-5.8496914,-5.780972,0.0687194
65,0.5933357,0.74425536,"('insecure', 'secure')",0.5933357,0.7442554,0.1509197
66,0.041022774,-0.10180631,"('inactive', 'active')",0.0410228,-0.1018063,-0.1428291
67,-0.52864695,-0.45313463,"('doubtful', 'determined')",-0.5286469,-0.4531346,0.0755123
68,-0.66158366,-0.67180085,"('dependent', 'independent')",-0.6615837,-0.6718009,-0.0102172
69,-2.0849333,-2.1380453,"('lazy', 'industrious')",-2.0849333,-2.1380453,-0.053112
70,1.6065722,1.6152527,"('lethargic', 'energetic')",1.6065722,1.6152527,0.0086805
71,0.7284672,0.6925698,"('diffident', 'self-confident')",0.7284672,0.6925698,-0.0358974
72,0.7161811,0.84719217,"('unambitious', 'ambitious')",0.7161811,0.8471922,0.1310111
73,-2.953989,-2.9760048,"('helpless', 'self-reliant')",-2.953989,-2.9760048,-0.0220158
74,0.18505546,0.046933368,"('undedicated', 'dedicated')",0.1850555,0.0469334,-0.1381221
75,-0.7098431,-0.6726828,"('meek', 'impulsive')",-0.7098431,-0.6726828,0.0371603
76,0.8633969,0.90727687,"('anxious', 'daring')",0.8633969,0.9072769,0.04388
77,-1.6404209,-1.4191214,"('unmotivated', 'motivated')",-1.6404209,-1.4191214,0.2212995
78,-0.7750027,-0.80747724,"('nonresilient', 'resilient')",-0.7750027,-0.8074772,-0.0324745
79,-0.37152734,-0.44945517,"('wavering', 'unwavering')",-0.3715273,-0.4494552,-0.0779279
80,-0.15870105,-0.18285246,"('dominated', 'dominating')",-0.158701,-0.1828525,-0.0241515
81,0.1916377,0.36659634,"('submissive', 'aggressive')",0.1916377,0.3665963,0.1749586
82,5.959546,6.071552,"('poor', 'rich')",5.9595461,6.0715518,0.1120057
83,-0.2076713,-0.16940065,"('powerless', 'powerful')",-0.2076713,-0.1694006,0.0382707
84,0.53167045,0.5247767,"('inferior', 'superior')",0.5316705,0.5247767,-0.0068938
85,-0.82344854,-0.9941694,"('insignificant', 'prestigious')",-0.8234485,-0.9941694,-0.1707209
86,0.29328674,0.28964356,"('uninfluential', 'influential')",0.2932867,0.2896436,-0.0036431
87,-0.80494,-0.7249178,"('unsuccessful', 'successful')",-0.80494,-0.7249178,0.0800222
88,0.09119722,0.07771231,"('low', 'eminent')",0.0911972,0.0777123,-0.0134849
