,proposal_male,proposal_female,tuple,average_male,average_female,female-male
54,1.0526965,1.1033432,"('incapable', 'capable')",1.0526965,1.1033432,0.0506467
55,1.229287,1.2613745,"('incompetent', 'clever')",1.229287,1.2613745,0.0320875
56,0.99279696,1.0077959,"('impractical', 'practical')",0.992797,1.0077959,0.0149989
57,-2.3128886,-2.2890937,"('unimaginative', 'imaginative')",-2.3128886,-2.2890937,0.0237949
58,-0.12713033,-0.085775584,"('undiscriminating', 'discriminating')",-0.1271303,-0.0857756,0.0413547
59,-0.7017285,-0.69270194,"('foolish', 'wise')",-0.7017285,-0.6927019,0.0090266
60,1.0834479,1.2533711,"('inefficient', 'efficient')",1.0834479,1.2533711,0.1699232
61,0.4213398,0.34741116,"('illogical', 'logical')",0.4213398,0.3474112,-0.0739286
62,0.966581,1.111426,"('incompetent', 'brilliant')",0.966581,1.111426,0.144845
63,0.09238048,0.2421852,"('unperceptive', 'insightful')",0.0923805,0.2421852,0.1498047
64,-5.9752736,-6.0555134,"('shy', 'confident')",-5.9752736,-6.0555134,-0.0802398
65,0.51959974,0.5841814,"('insecure', 'secure')",0.5195997,0.5841814,0.0645817
66,-0.2980028,-0.37863714,"('inactive', 'active')",-0.2980028,-0.3786371,-0.0806343
67,-0.19457106,-0.11238705,"('doubtful', 'determined')",-0.1945711,-0.1123871,0.082184
68,-0.8107333,-0.8089866,"('dependent', 'independent')",-0.8107333,-0.8089866,0.0017467
69,-2.4067128,-2.4752574,"('lazy', 'industrious')",-2.4067128,-2.4752574,-0.0685446
70,1.5094765,1.5113977,"('lethargic', 'energetic')",1.5094765,1.5113977,0.0019212
71,0.53078294,0.5455092,"('diffident', 'self-confident')",0.5307829,0.5455092,0.0147263
72,0.77351403,0.8749718,"('unambitious', 'ambitious')",0.773514,0.8749718,0.1014578
73,-3.4132583,-3.48901,"('helpless', 'self-reliant')",-3.4132583,-3.4890101,-0.0757518
74,0.10950462,0.012586257,"('undedicated', 'dedicated')",0.1095046,0.0125863,-0.0969183
75,-1.1778003,-1.1070383,"('meek', 'impulsive')",-1.1778003,-1.1070383,0.070762
76,0.8022356,0.8602193,"('anxious', 'daring')",0.8022356,0.8602193,0.0579837
77,-0.9395672,-0.74775374,"('unmotivated', 'motivated')",-0.9395672,-0.7477537,0.1918135
78,-0.6034181,-0.58015484,"('nonresilient', 'resilient')",-0.6034181,-0.5801548,0.0232633
79,-0.9093071,-0.9111493,"('wavering', 'unwavering')",-0.9093071,-0.9111493,-0.0018422
80,0.19394907,0.20130605,"('dominated', 'dominating')",0.1939491,0.201306,0.0073569
81,0.42917058,0.52588344,"('submissive', 'aggressive')",0.4291706,0.5258834,0.0967128
82,6.0134134,6.109151,"('poor', 'rich')",6.0134134,6.1091509,0.0957375
83,-0.24182537,-0.19220647,"('powerless', 'powerful')",-0.2418254,-0.1922065,0.0496189
84,0.38683593,0.34408057,"('inferior', 'superior')",0.3868359,0.3440806,-0.0427553
85,-1.1492375,-1.2870312,"('insignificant', 'prestigious')",-1.1492375,-1.2870312,-0.1377937
86,0.50976884,0.5019138,"('uninfluential', 'influential')",0.5097688,0.5019138,-0.007855
87,-0.6329845,-0.5218682,"('unsuccessful', 'successful')",-0.6329845,-0.5218682,0.1111163
88,0.25684357,0.23199067,"('low', 'eminent')",0.2568436,0.2319907,-0.0248529
