,childhood_male,childhood_female,tuple,average_male,average_female,female-male
22,-0.9322015,-0.92241126,"('untrustworthy', 'trustworthy')",-0.9322015,-0.9224113,0.0097902
23,6.461487,6.4839,"('insincere', 'sincere')",6.4614868,6.4839001,0.0224133
24,1.331241,1.3788494,"('dishonest', 'honest')",1.331241,1.3788494,0.0476084
25,0.40757817,0.34238294,"('egoistic', 'altruistic')",0.4075782,0.3423829,-0.0651953
26,0.24643055,0.09346046,"('hardhearted', 'benevolent')",0.2464305,0.0934605,-0.15297
27,1.5438452,1.4671081,"('hardhearted', 'softhearted')",1.5438452,1.4671081,-0.0767371
28,1.301519,1.3114308,"('disloyal', 'loyal')",1.301519,1.3114308,0.0099118
29,-0.58039284,-0.7668607,"('unfair', 'fair')",-0.5803928,-0.7668607,-0.1864679
30,0.8415984,0.81406146,"('intolerant', 'tolerant')",0.8415984,0.8140615,-0.0275369
31,-1.6635958,-1.6534611,"('evil', 'good')",-1.6635958,-1.6534611,0.0101347
32,1.285374,1.150124,"('unkind', 'kind')",1.285374,1.150124,-0.13525
33,-0.3347207,-0.2592653,"('wrong', 'right')",-0.3347207,-0.2592653,0.0754554
34,4.686139,4.8858457,"('mean', 'honorable')",4.6861391,4.8858457,0.1997066
35,-0.94876033,-1.0949098,"('corrupt', 'incorrupt')",-0.9487603,-1.0949098,-0.1461495
36,-0.6518962,-0.7840392,"('hostile', 'amicable')",-0.6518962,-0.7840392,-0.132143
37,0.9707765,0.9677944,"('fake', 'genuine')",0.9707765,0.9677944,-0.0029821
38,0.15366395,0.17383322,"('untruthful', 'truthful')",0.1536639,0.1738332,0.0201693
39,-0.11749553,-0.13256326,"('exploitative', 'cooperative')",-0.1174955,-0.1325633,-0.0150678
40,-2.1373415,-2.2266495,"('stingy', 'generous')",-2.1373415,-2.2266495,-0.089308
41,-0.04840102,-0.055666365,"('unforgiving', 'forgiving')",-0.048401,-0.0556664,-0.0072654
42,-2.5861642,-2.6137373,"('unreliable', 'reliable')",-2.5861642,-2.6137373,-0.0275731
43,1.032579,1.1433567,"('irresponsible', 'responsible')",1.0325789,1.1433567,0.1107778
44,-1.0750123,-1.0961502,"('prejudiced', 'unprejudiced')",-1.0750123,-1.0961502,-0.0211379
45,0.047752652,0.054613374,"('incompetent', 'competent')",0.0477527,0.0546134,0.0068607
46,-0.926397,-0.89343095,"('uncompetitive', 'competitive')",-0.926397,-0.8934309,0.0329661
47,5.32244,5.5625267,"('stupid', 'smart')",5.3224401,5.5625267,0.2400866
48,0.3573542,0.3564058,"('unintelligent', 'intelligent')",0.3573542,0.3564058,-0.0009484
49,-0.13362603,0.033747584,"('unable', 'able')",-0.133626,0.0337476,0.1673736
50,-0.068315655,-0.11765455,"('clumsy', 'skillful')",-0.0683157,-0.1176545,-0.0493388
51,0.30804056,0.18821579,"('uneducated', 'educated')",0.3080406,0.1882158,-0.1198248
52,-0.40923816,-0.5260028,"('irrational', 'rational')",-0.4092382,-0.5260028,-0.1167646
53,-0.079509504,0.0029653553,"('uncreative', 'creative')",-0.0795095,0.0029654,0.0824749
54,1.3658892,1.4646626,"('incapable', 'capable')",1.3658892,1.4646626,0.0987734
55,0.52798414,0.5618384,"('incompetent', 'clever')",0.5279841,0.5618384,0.0338543
56,0.62370646,0.54098415,"('impractical', 'practical')",0.6237065,0.5409842,-0.0827223
57,-2.9256763,-2.9403532,"('unimaginative', 'imaginative')",-2.9256763,-2.9403532,-0.0146769
58,-0.18108258,-0.22301021,"('undiscriminating', 'discriminating')",-0.1810826,-0.2230102,-0.0419276
59,0.09763624,0.13450515,"('foolish', 'wise')",0.0976362,0.1345052,0.036869
60,0.5326828,0.6289917,"('inefficient', 'efficient')",0.5326828,0.6289917,0.0963089
61,0.037581354,-0.116650954,"('illogical', 'logical')",0.0375814,-0.116651,-0.1542324
62,0.86955464,0.9825066,"('incompetent', 'brilliant')",0.8695546,0.9825066,0.112952
63,0.14660712,0.17810985,"('unperceptive', 'insightful')",0.1466071,0.1781099,0.0315028
64,-6.436611,-6.4143577,"('shy', 'confident')",-6.4366112,-6.4143577,0.0222535
65,-0.14037253,-0.18380596,"('insecure', 'secure')",-0.1403725,-0.183806,-0.0434335
66,-0.11176306,-0.2129222,"('inactive', 'active')",-0.1117631,-0.2129222,-0.1011591
67,-0.104424834,-0.11486904,"('doubtful', 'determined')",-0.1044248,-0.114869,-0.0104442
68,-0.6952044,-0.697064,"('dependent', 'independent')",-0.6952044,-0.697064,-0.0018596
69,-2.00283,-1.9737371,"('lazy', 'industrious')",-2.00283,-1.9737371,0.0290929
70,0.9145581,0.88608295,"('lethargic', 'energetic')",0.9145581,0.8860829,-0.0284752
71,0.52800524,0.4914975,"('diffident', 'self-confident')",0.5280052,0.4914975,-0.0365077
72,0.6762842,0.77461296,"('unambitious', 'ambitious')",0.6762842,0.774613,0.0983288
73,-3.0548377,-3.073326,"('helpless', 'self-reliant')",-3.0548377,-3.0733261,-0.0184884
74,0.08480403,-0.06219197,"('undedicated', 'dedicated')",0.084804,-0.062192,-0.146996
75,-0.65590125,-0.512273,"('meek', 'impulsive')",-0.6559013,-0.512273,0.1436283
76,0.45166105,0.37464628,"('anxious', 'daring')",0.4516611,0.3746463,-0.0770148
77,-1.2674228,-1.0809089,"('unmotivated', 'motivated')",-1.2674228,-1.0809089,0.1865139
78,-0.6778229,-0.6569363,"('nonresilient', 'resilient')",-0.6778229,-0.6569363,0.0208866
79,-0.17321476,-0.09432792,"('wavering', 'unwavering')",-0.1732148,-0.0943279,0.0788869
80,-0.47038502,-0.5976265,"('dominated', 'dominating')",-0.470385,-0.5976265,-0.1272415
81,0.01358667,0.04410311,"('submissive', 'aggressive')",0.0135867,0.0441031,0.0305164
82,6.6345415,6.761932,"('poor', 'rich')",6.6345415,6.7619319,0.1273904
83,-0.40828547,-0.39132318,"('powerless', 'powerful')",-0.4082855,-0.3913232,0.0169623
84,0.12029751,0.12413429,"('inferior', 'superior')",0.1202975,0.1241343,0.0038368
85,-0.781408,-0.8741926,"('insignificant', 'prestigious')",-0.781408,-0.8741926,-0.0927846
86,0.26180485,0.312804,"('uninfluential', 'influential')",0.2618048,0.312804,0.0509992
87,-0.20274383,-0.20449087,"('unsuccessful', 'successful')",-0.2027438,-0.2044909,-0.0017471
88,0.39125562,0.2689928,"('low', 'eminent')",0.3912556,0.2689928,-0.1222628
