,conference_male,conference_female,tuple,average_male,average_female,female-male
31,-1.290175,-1.1527268,"('evil', 'good')",-1.290175,-1.1527268,0.1374482
32,1.0983716,0.8437809,"('unkind', 'kind')",1.0983716,0.8437809,-0.2545907
33,0.12957245,0.2025173,"('wrong', 'right')",0.1295725,0.2025173,0.0729448
34,4.6582603,4.972673,"('mean', 'honorable')",4.6582603,4.9726729,0.3144126
35,-1.2323412,-1.3130419,"('corrupt', 'incorrupt')",-1.2323412,-1.3130419,-0.0807007
36,-0.99501115,-0.9587455,"('hostile', 'amicable')",-0.9950112,-0.9587455,0.0362657
37,0.70382196,0.66300344,"('fake', 'genuine')",0.703822,0.6630034,-0.0408186
38,0.1528086,0.3123764,"('untruthful', 'truthful')",0.1528086,0.3123764,0.1595678
39,1.1972438,1.226503,"('exploitative', 'cooperative')",1.1972438,1.226503,0.0292592
40,-1.1821635,-1.1755867,"('stingy', 'generous')",-1.1821635,-1.1755867,0.0065768
41,0.6068946,0.4352762,"('unforgiving', 'forgiving')",0.6068946,0.4352762,-0.1716184
42,-2.4851387,-2.474754,"('unreliable', 'reliable')",-2.4851387,-2.4747541,0.0103846
43,1.3328846,1.3190362,"('irresponsible', 'responsible')",1.3328846,1.3190362,-0.0138484
44,-1.5870832,-1.7333874,"('prejudiced', 'unprejudiced')",-1.5870832,-1.7333874,-0.1463042
45,0.7392444,0.6595739,"('incompetent', 'competent')",0.7392444,0.6595739,-0.0796705
46,-0.37424386,-0.39092028,"('uncompetitive', 'competitive')",-0.3742439,-0.3909203,-0.0166764
47,5.1009684,5.1937976,"('stupid', 'smart')",5.1009684,5.1937976,0.0928292
48,0.86512524,0.7472269,"('unintelligent', 'intelligent')",0.8651252,0.7472269,-0.1178983
49,0.42743647,0.46386507,"('unable', 'able')",0.4274365,0.4638651,0.0364286
50,-0.6112211,-0.5946229,"('clumsy', 'skillful')",-0.6112211,-0.5946229,0.0165982
51,0.62387,0.54732424,"('uneducated', 'educated')",0.62387,0.5473242,-0.0765458
52,0.16570045,0.21495393,"('irrational', 'rational')",0.1657005,0.2149539,0.0492534
53,0.29579473,0.34564438,"('uncreative', 'creative')",0.2957947,0.3456444,0.0498497
54,1.2960036,1.5840867,"('incapable', 'capable')",1.2960036,1.5840867,0.2880831
55,1.2093655,1.0727198,"('incompetent', 'clever')",1.2093655,1.0727198,-0.1366457
56,0.8077072,0.8263024,"('impractical', 'practical')",0.8077072,0.8263024,0.0185952
57,-2.0374057,-2.0693226,"('unimaginative', 'imaginative')",-2.0374057,-2.0693226,-0.0319169
58,0.5680716,0.5489353,"('undiscriminating', 'discriminating')",0.5680716,0.5489353,-0.0191363
59,0.06775203,0.14781547,"('foolish', 'wise')",0.067752,0.1478155,0.0800635
60,0.9278148,0.82950115,"('inefficient', 'efficient')",0.9278148,0.8295012,-0.0983136
61,1.277037,1.0637448,"('illogical', 'logical')",1.277037,1.0637448,-0.2132922
62,1.5204663,1.6450672,"('incompetent', 'brilliant')",1.5204663,1.6450672,0.1246009
63,1.400575,1.5111704,"('unperceptive', 'insightful')",1.400575,1.5111704,0.1105954
64,-5.5456624,-5.55802,"('shy', 'confident')",-5.5456624,-5.5580201,-0.0123577
65,0.8525157,0.7984814,"('insecure', 'secure')",0.8525157,0.7984814,-0.0540343
66,-0.3245068,-0.35888767,"('inactive', 'active')",-0.3245068,-0.3588877,-0.0343809
67,-0.4142876,-0.6152548,"('doubtful', 'determined')",-0.4142876,-0.6152548,-0.2009672
68,-0.4699753,-0.37456694,"('dependent', 'independent')",-0.4699753,-0.3745669,0.0954084
69,-1.6932721,-1.5765408,"('lazy', 'industrious')",-1.6932721,-1.5765408,0.1167313
70,1.183387,1.1456631,"('lethargic', 'energetic')",1.183387,1.1456631,-0.0377239
71,0.22264591,0.37037516,"('diffident', 'self-confident')",0.2226459,0.3703752,0.1477293
72,0.766537,0.8126263,"('unambitious', 'ambitious')",0.766537,0.8126263,0.0460893
73,-2.790333,-2.6085165,"('helpless', 'self-reliant')",-2.790333,-2.6085165,0.1818165
74,0.28980938,0.14525563,"('undedicated', 'dedicated')",0.2898094,0.1452556,-0.1445538
75,-0.9758516,-0.86816436,"('meek', 'impulsive')",-0.9758516,-0.8681644,0.1076872
76,0.062836185,-0.24864145,"('anxious', 'daring')",0.0628362,-0.2486414,-0.3114776
77,-1.0452826,-0.7613979,"('unmotivated', 'motivated')",-1.0452826,-0.7613979,0.2838847
78,-0.8795906,-0.71152014,"('nonresilient', 'resilient')",-0.8795906,-0.7115201,0.1680705
79,-0.8589629,-0.8474896,"('wavering', 'unwavering')",-0.8589629,-0.8474896,0.0114733
80,0.41752988,0.3402576,"('dominated', 'dominating')",0.4175299,0.3402576,-0.0772723
81,0.20191652,0.056139335,"('submissive', 'aggressive')",0.2019165,0.0561393,-0.1457772
82,5.765563,5.9626126,"('poor', 'rich')",5.765563,5.9626126,0.1970496
83,-0.18491,-0.20258443,"('powerless', 'powerful')",-0.18491,-0.2025844,-0.0176744
84,0.18039158,0.123336494,"('inferior', 'superior')",0.1803916,0.1233365,-0.0570551
85,-0.76193035,-0.69509506,"('insignificant', 'prestigious')",-0.7619303,-0.6950951,0.0668352
86,1.0385821,0.9217593,"('uninfluential', 'influential')",1.0385821,0.9217593,-0.1168228
87,0.84888214,0.91094106,"('unsuccessful', 'successful')",0.8488821,0.9109411,0.062059
88,0.516093,0.43786305,"('low', 'eminent')",0.516093,0.4378631,-0.0782299
