,typewriter_male,typewriter_female,tuple,average_male,average_female,female-male
20,0.42390755,0.5201363,"('rough', 'thoughtful')",0.4239075,0.5201363,0.0962288
21,-0.4958432,-0.3030015,"('immoral', 'moral')",-0.4958432,-0.3030015,0.1928417
22,-0.60554016,-0.56738746,"('untrustworthy', 'trustworthy')",-0.6055402,-0.5673875,0.0381527
23,3.2305434,3.32236,"('insincere', 'sincere')",3.2305434,3.32236,0.0918166
24,0.774297,0.76320374,"('dishonest', 'honest')",0.774297,0.7632037,-0.0110933
25,0.80844927,0.76951873,"('egoistic', 'altruistic')",0.8084493,0.7695187,-0.0389306
26,1.6138101,1.3903695,"('hardhearted', 'benevolent')",1.6138101,1.3903695,-0.2234406
27,0.5588705,0.4195153,"('hardhearted', 'softhearted')",0.5588705,0.4195153,-0.1393552
28,0.4835535,0.36414325,"('disloyal', 'loyal')",0.4835535,0.3641433,-0.1194102
29,-0.34099916,-0.5061701,"('unfair', 'fair')",-0.3409992,-0.5061701,-0.1651709
30,0.27890664,0.20712015,"('intolerant', 'tolerant')",0.2789066,0.2071202,-0.0717864
31,-0.83456105,-1.0094192,"('evil', 'good')",-0.834561,-1.0094192,-0.1748582
32,0.66853565,0.66807705,"('unkind', 'kind')",0.6685356,0.6680771,-0.0004585
33,0.2366076,0.17853618,"('wrong', 'right')",0.2366076,0.1785362,-0.0580714
34,1.9294931,2.0186756,"('mean', 'honorable')",1.9294931,2.0186756,0.0891825
35,0.2674732,0.038604204,"('corrupt', 'incorrupt')",0.2674732,0.0386042,-0.228869
36,-0.310447,-0.6027984,"('hostile', 'amicable')",-0.310447,-0.6027984,-0.2923514
37,-0.15877962,-0.09322496,"('fake', 'genuine')",-0.1587796,-0.093225,0.0655546
38,-0.0772502,-0.13939491,"('untruthful', 'truthful')",-0.0772502,-0.1393949,-0.0621447
39,0.14000723,0.19605358,"('exploitative', 'cooperative')",0.1400072,0.1960536,0.0560464
40,-0.6274934,-0.7276054,"('stingy', 'generous')",-0.6274934,-0.7276054,-0.100112
41,-0.006842967,-0.15295851,"('unforgiving', 'forgiving')",-0.006843,-0.1529585,-0.1461155
42,-1.8630364,-1.6926551,"('unreliable', 'reliable')",-1.8630364,-1.6926551,0.1703813
43,-0.0521512,0.0048244987,"('irresponsible', 'responsible')",-0.0521512,0.0048245,0.0569757
44,-1.2612337,-1.161811,"('prejudiced', 'unprejudiced')",-1.2612337,-1.161811,0.0994227
45,-0.0758581,-0.085525185,"('incompetent', 'competent')",-0.0758581,-0.0855252,-0.0096671
46,-0.9827667,-0.8748207,"('uncompetitive', 'competitive')",-0.9827667,-0.8748207,0.107946
47,3.0517533,3.1553774,"('stupid', 'smart')",3.0517533,3.1553774,0.1036241
48,0.44051236,0.4072645,"('unintelligent', 'intelligent')",0.4405124,0.4072645,-0.0332479
49,-1.0949894,-0.9615528,"('unable', 'able')",-1.0949894,-0.9615528,0.1334366
50,-0.5322814,-0.4600187,"('clumsy', 'skillful')",-0.5322814,-0.4600187,0.0722627
51,0.17579961,0.20263028,"('uneducated', 'educated')",0.1757996,0.2026303,0.0268307
52,-0.1193827,-0.34295863,"('irrational', 'rational')",-0.1193827,-0.3429586,-0.2235759
53,0.49474448,0.5006393,"('uncreative', 'creative')",0.4947445,0.5006393,0.0058948
54,0.44127882,0.48342758,"('incapable', 'capable')",0.4412788,0.4834276,0.0421488
55,0.067817256,0.21460575,"('incompetent', 'clever')",0.0678173,0.2146057,0.1467884
56,0.48390928,0.5815251,"('impractical', 'practical')",0.4839093,0.5815251,0.0976158
57,-1.432059,-1.413506,"('unimaginative', 'imaginative')",-1.432059,-1.413506,0.018553
58,0.10673021,0.090505555,"('undiscriminating', 'discriminating')",0.1067302,0.0905056,-0.0162246
59,-0.0059183277,-0.08846787,"('foolish', 'wise')",-0.0059183,-0.0884679,-0.0825496
60,-0.06241247,0.21829683,"('inefficient', 'efficient')",-0.0624125,0.2182968,0.2807093
61,0.4136769,0.27259958,"('illogical', 'logical')",0.4136769,0.2725996,-0.1410773
62,0.22501892,0.43780705,"('incompetent', 'brilliant')",0.2250189,0.4378071,0.2127882
63,-0.49946398,-0.38955867,"('unperceptive', 'insightful')",-0.499464,-0.3895587,0.1099053
64,-3.6280143,-3.492731,"('shy', 'confident')",-3.6280143,-3.4927311,0.1352832
65,-0.19345218,-0.11234306,"('insecure', 'secure')",-0.1934522,-0.1123431,0.0811091
66,-0.15340677,-0.26779604,"('inactive', 'active')",-0.1534068,-0.267796,-0.1143892
67,0.06969572,0.021472404,"('doubtful', 'determined')",0.0696957,0.0214724,-0.0482233
68,-1.1504837,-1.1733038,"('dependent', 'independent')",-1.1504837,-1.1733038,-0.0228201
69,-0.29444802,-0.40774578,"('lazy', 'industrious')",-0.294448,-0.4077458,-0.1132978
70,-0.09774886,-0.0124997385,"('lethargic', 'energetic')",-0.0977489,-0.0124997,0.0852492
71,0.24114904,0.28004834,"('diffident', 'self-confident')",0.241149,0.2800483,0.0388993
72,0.33741492,0.4615384,"('unambitious', 'ambitious')",0.3374149,0.4615384,0.1241235
73,-1.2331129,-1.1089458,"('helpless', 'self-reliant')",-1.2331129,-1.1089458,0.1241671
74,0.25075442,0.32623762,"('undedicated', 'dedicated')",0.2507544,0.3262376,0.0754832
75,-0.10150592,-0.123724654,"('meek', 'impulsive')",-0.1015059,-0.1237247,-0.0222188
76,-0.07628179,0.08820777,"('anxious', 'daring')",-0.0762818,0.0882078,0.1644896
77,-1.0498825,-0.87504184,"('unmotivated', 'motivated')",-1.0498825,-0.8750418,0.1748407
78,-0.1270744,-0.022016115,"('nonresilient', 'resilient')",-0.1270744,-0.0220161,0.1050583
79,-0.26831436,-0.4236275,"('wavering', 'unwavering')",-0.2683144,-0.4236275,-0.1553131
80,0.26028177,0.3688076,"('dominated', 'dominating')",0.2602818,0.3688076,0.1085258
81,-0.31652766,-0.19552997,"('submissive', 'aggressive')",-0.3165277,-0.19553,0.1209977
82,2.9076307,3.0086875,"('poor', 'rich')",2.9076307,3.0086875,0.1010568
83,0.07600187,0.04381585,"('powerless', 'powerful')",0.0760019,0.0438159,-0.032186
84,0.047980703,0.0037156949,"('inferior', 'superior')",0.0479807,0.0037157,-0.044265
85,-0.51176536,-0.6647307,"('insignificant', 'prestigious')",-0.5117654,-0.6647307,-0.1529653
86,0.6634094,0.54383624,"('uninfluential', 'influential')",0.6634094,0.5438362,-0.1195732
87,0.2972472,0.4203831,"('unsuccessful', 'successful')",0.2972472,0.4203831,0.1231359
88,-0.19054234,-0.20090102,"('low', 'eminent')",-0.1905423,-0.200901,-0.0103587
