,villa_male,villa_female,tuple,average_male,average_female,female-male
29,-0.65329397,-0.75742674,"('unfair', 'fair')",-0.653294,-0.7574267,-0.1041327
30,1.1223022,1.1297579,"('intolerant', 'tolerant')",1.1223022,1.1297579,0.0074557
31,-1.2753706,-1.1697749,"('evil', 'good')",-1.2753706,-1.1697749,0.1055957
32,0.8023936,0.74335736,"('unkind', 'kind')",0.8023936,0.7433574,-0.0590362
33,-0.74494666,-0.71019727,"('wrong', 'right')",-0.7449467,-0.7101973,0.0347494
34,4.805196,4.9666085,"('mean', 'honorable')",4.8051958,4.9666085,0.1614127
35,-0.47527614,-0.62586814,"('corrupt', 'incorrupt')",-0.4752761,-0.6258681,-0.150592
36,-0.63753957,-0.6264428,"('hostile', 'amicable')",-0.6375396,-0.6264428,0.0110968
37,0.6798615,0.61136377,"('fake', 'genuine')",0.6798615,0.6113638,-0.0684977
38,-0.30756688,-0.22760634,"('untruthful', 'truthful')",-0.3075669,-0.2276063,0.0799606
39,0.47686607,0.5085594,"('exploitative', 'cooperative')",0.4768661,0.5085594,0.0316933
40,-1.5824478,-1.7902024,"('stingy', 'generous')",-1.5824478,-1.7902024,-0.2077546
41,0.032606754,0.065774485,"('unforgiving', 'forgiving')",0.0326068,0.0657745,0.0331677
42,-2.7600825,-2.8652194,"('unreliable', 'reliable')",-2.7600825,-2.8652194,-0.1051369
43,0.8412785,0.86392516,"('irresponsible', 'responsible')",0.8412785,0.8639252,0.0226467
44,-1.0244615,-1.0631069,"('prejudiced', 'unprejudiced')",-1.0244615,-1.0631069,-0.0386454
45,-0.076861575,-0.1257733,"('incompetent', 'competent')",-0.0768616,-0.1257733,-0.0489117
46,-0.8221012,-0.93082285,"('uncompetitive', 'competitive')",-0.8221012,-0.9308228,-0.1087216
47,5.2494903,5.4344196,"('stupid', 'smart')",5.2494903,5.4344196,0.1849293
48,0.5383952,0.5495672,"('unintelligent', 'intelligent')",0.5383952,0.5495672,0.011172
49,0.06463014,0.11401522,"('unable', 'able')",0.0646301,0.1140152,0.0493851
50,-0.7501735,-0.75469184,"('clumsy', 'skillful')",-0.7501735,-0.7546918,-0.0045183
51,0.32349008,0.16110907,"('uneducated', 'educated')",0.3234901,0.1611091,-0.162381
52,-0.13278174,-0.18910062,"('irrational', 'rational')",-0.1327817,-0.1891006,-0.0563189
53,-0.07448172,-0.08204228,"('uncreative', 'creative')",-0.0744817,-0.0820423,-0.0075606
54,1.202825,1.245882,"('incapable', 'capable')",1.202825,1.245882,0.043057
55,0.61645234,0.5787568,"('incompetent', 'clever')",0.6164523,0.5787568,-0.0376955
56,0.4768378,0.43204576,"('impractical', 'practical')",0.4768378,0.4320458,-0.044792
57,-2.7897925,-2.855188,"('unimaginative', 'imaginative')",-2.7897925,-2.8551879,-0.0653954
58,-0.114766784,-0.108812824,"('undiscriminating', 'discriminating')",-0.1147668,-0.1088128,0.005954
59,-0.14481184,-0.051743772,"('foolish', 'wise')",-0.1448118,-0.0517438,0.093068
60,0.21400458,0.2591843,"('inefficient', 'efficient')",0.2140046,0.2591843,0.0451797
61,0.42963144,0.3529272,"('illogical', 'logical')",0.4296314,0.3529272,-0.0767042
62,0.43003586,0.4597837,"('incompetent', 'brilliant')",0.4300359,0.4597837,0.0297478
63,-0.35061562,-0.2886526,"('unperceptive', 'insightful')",-0.3506156,-0.2886526,0.061963
64,-6.3516927,-6.4641404,"('shy', 'confident')",-6.3516927,-6.4641404,-0.1124477
65,-0.14264677,-0.06194944,"('insecure', 'secure')",-0.1426468,-0.0619494,0.0806974
66,-0.011808507,-0.09454862,"('inactive', 'active')",-0.0118085,-0.0945486,-0.0827401
67,-0.17135337,-0.06482127,"('doubtful', 'determined')",-0.1713534,-0.0648213,0.1065321
68,-0.7926777,-0.8480317,"('dependent', 'independent')",-0.7926777,-0.8480317,-0.055354
69,-1.848299,-1.8569045,"('lazy', 'industrious')",-1.848299,-1.8569045,-0.0086055
70,0.9929405,0.82894254,"('lethargic', 'energetic')",0.9929405,0.8289425,-0.163998
71,1.0563973,1.0783652,"('diffident', 'self-confident')",1.0563973,1.0783652,0.0219679
72,0.47364154,0.5792519,"('unambitious', 'ambitious')",0.4736415,0.5792519,0.1056104
73,-3.0607593,-3.0831232,"('helpless', 'self-reliant')",-3.0607593,-3.0831232,-0.0223639
74,-0.13053331,-0.2820665,"('undedicated', 'dedicated')",-0.1305333,-0.2820665,-0.1515332
75,-0.85204166,-0.82013124,"('meek', 'impulsive')",-0.8520417,-0.8201312,0.0319105
76,0.34090585,0.26321018,"('anxious', 'daring')",0.3409058,0.2632102,-0.0776956
77,-1.3748478,-1.2041345,"('unmotivated', 'motivated')",-1.3748478,-1.2041345,0.1707133
78,-0.78446484,-0.76817507,"('nonresilient', 'resilient')",-0.7844648,-0.7681751,0.0162897
79,-0.28839478,-0.23115431,"('wavering', 'unwavering')",-0.2883948,-0.2311543,0.0572405
80,-0.39098692,-0.51206946,"('dominated', 'dominating')",-0.3909869,-0.5120695,-0.1210826
81,-0.4620333,-0.47217673,"('submissive', 'aggressive')",-0.4620333,-0.4721767,-0.0101434
82,6.0912914,6.172214,"('poor', 'rich')",6.0912914,6.172214,0.0809226
83,-0.2668568,-0.22759716,"('powerless', 'powerful')",-0.2668568,-0.2275972,0.0392596
84,0.34969676,0.37149483,"('inferior', 'superior')",0.3496968,0.3714948,0.021798
85,-0.19028376,-0.15179399,"('insignificant', 'prestigious')",-0.1902838,-0.151794,0.0384898
86,0.20311117,0.0666877,"('uninfluential', 'influential')",0.2031112,0.0666877,-0.1364235
87,-0.34840718,-0.28513804,"('unsuccessful', 'successful')",-0.3484072,-0.285138,0.0632692
88,0.18342462,0.09498504,"('low', 'eminent')",0.1834246,0.094985,-0.0884396
