,bellows_male,bellows_female,tuple,average_male,average_female,female-male
25,0.9215677,0.81696045,"('egoistic', 'altruistic')",0.9215677,0.8169605,-0.1046072
26,2.1724193,2.0816755,"('hardhearted', 'benevolent')",2.1724193,2.0816755,-0.0907438
27,0.69302684,0.51653945,"('hardhearted', 'softhearted')",0.6930268,0.5165395,-0.1764873
28,0.42999074,0.3793182,"('disloyal', 'loyal')",0.4299907,0.3793182,-0.0506725
29,-0.21842188,-0.32418585,"('unfair', 'fair')",-0.2184219,-0.3241858,-0.1057639
30,-0.13007018,-0.048374683,"('intolerant', 'tolerant')",-0.1300702,-0.0483747,0.0816955
31,-0.11194553,-0.21305507,"('evil', 'good')",-0.1119455,-0.2130551,-0.1011096
32,0.9824422,0.9172883,"('unkind', 'kind')",0.9824422,0.9172883,-0.0651539
33,0.4563198,0.38235486,"('wrong', 'right')",0.4563198,0.3823549,-0.0739649
34,2.2106307,2.2752984,"('mean', 'honorable')",2.2106307,2.2752984,0.0646677
35,0.86668,0.61776257,"('corrupt', 'incorrupt')",0.86668,0.6177626,-0.2489174
36,0.90655285,0.7107072,"('hostile', 'amicable')",0.9065529,0.7107072,-0.1958457
37,0.3427081,0.41172522,"('fake', 'genuine')",0.3427081,0.4117252,0.0690171
38,-0.06355822,-0.103123344,"('untruthful', 'truthful')",-0.0635582,-0.1031233,-0.0395651
39,0.3507098,0.40586096,"('exploitative', 'cooperative')",0.3507098,0.405861,0.0551512
40,-0.8910704,-0.8784384,"('stingy', 'generous')",-0.8910704,-0.8784384,0.012632
41,0.7203727,0.7948289,"('unforgiving', 'forgiving')",0.7203727,0.7948289,0.0744562
42,-1.8325471,-1.632931,"('unreliable', 'reliable')",-1.8325471,-1.632931,0.1996161
43,-0.9671122,-0.88509023,"('irresponsible', 'responsible')",-0.9671122,-0.8850902,0.082022
44,-1.2242942,-1.1513354,"('prejudiced', 'unprejudiced')",-1.2242942,-1.1513354,0.0729588
45,-0.24512005,-0.17713425,"('incompetent', 'competent')",-0.24512,-0.1771342,0.0679858
46,-1.5017434,-1.4704078,"('uncompetitive', 'competitive')",-1.5017434,-1.4704078,0.0313356
47,2.5940874,2.612486,"('stupid', 'smart')",2.5940874,2.6124859,0.0183985
48,-0.9149802,-0.89564043,"('unintelligent', 'intelligent')",-0.9149802,-0.8956404,0.0193398
49,-0.58848035,-0.5356822,"('unable', 'able')",-0.5884804,-0.5356822,0.0527982
50,0.085551426,0.03683252,"('clumsy', 'skillful')",0.0855514,0.0368325,-0.0487189
51,-0.58546567,-0.55440515,"('uneducated', 'educated')",-0.5854657,-0.5544052,0.0310605
52,0.19449478,-0.026131712,"('irrational', 'rational')",0.1944948,-0.0261317,-0.2206265
53,0.045921147,-0.03982418,"('uncreative', 'creative')",0.0459211,-0.0398242,-0.0857453
54,0.89038604,0.73693705,"('incapable', 'capable')",0.890386,0.736937,-0.153449
55,-0.88432044,-0.72975135,"('incompetent', 'clever')",-0.8843204,-0.7297513,0.1545691
56,-0.13239583,-0.060666714,"('impractical', 'practical')",-0.1323958,-0.0606667,0.0717291
57,-1.6945856,-1.6747375,"('unimaginative', 'imaginative')",-1.6945856,-1.6747375,0.0198481
58,0.70086914,0.70370114,"('undiscriminating', 'discriminating')",0.7008691,0.7037011,0.002832
59,0.3664261,0.23779741,"('foolish', 'wise')",0.3664261,0.2377974,-0.1286287
60,-0.80908775,-0.51566637,"('inefficient', 'efficient')",-0.8090878,-0.5156664,0.2934214
61,0.19982378,0.08299572,"('illogical', 'logical')",0.1998238,0.0829957,-0.1168281
62,-0.55140007,-0.38537008,"('incompetent', 'brilliant')",-0.5514001,-0.3853701,0.16603
63,-0.7390725,-0.63810676,"('unperceptive', 'insightful')",-0.7390725,-0.6381068,0.1009657
64,-3.7243636,-3.6575162,"('shy', 'confident')",-3.7243636,-3.6575162,0.0668474
65,-0.6385664,-0.53656787,"('insecure', 'secure')",-0.6385664,-0.5365679,0.1019985
66,0.25881815,0.23500162,"('inactive', 'active')",0.2588181,0.2350016,-0.0238165
67,-0.34511828,-0.23263954,"('doubtful', 'determined')",-0.3451183,-0.2326395,0.1124788
68,-1.7399235,-1.7444537,"('dependent', 'independent')",-1.7399235,-1.7444537,-0.0045302
69,0.76957685,0.73282623,"('lazy', 'industrious')",0.7695768,0.7328262,-0.0367506
70,-0.8424777,-0.7885428,"('lethargic', 'energetic')",-0.8424777,-0.7885428,0.0539349
71,0.9334061,0.8117202,"('diffident', 'self-confident')",0.9334061,0.8117202,-0.1216859
72,0.36434644,0.37398243,"('unambitious', 'ambitious')",0.3643464,0.3739824,0.009636
73,-1.504487,-1.5423511,"('helpless', 'self-reliant')",-1.504487,-1.5423511,-0.0378641
74,0.48678046,0.5826322,"('undedicated', 'dedicated')",0.4867805,0.5826322,0.0958517
75,-0.15692414,-0.21845208,"('meek', 'impulsive')",-0.1569241,-0.2184521,-0.061528
76,-0.91731703,-0.7448094,"('anxious', 'daring')",-0.917317,-0.7448094,0.1725076
77,-1.4750398,-1.3380244,"('unmotivated', 'motivated')",-1.4750398,-1.3380244,0.1370154
78,-0.2889139,-0.28205103,"('nonresilient', 'resilient')",-0.2889139,-0.282051,0.0068629
79,0.8700493,0.7612456,"('wavering', 'unwavering')",0.8700493,0.7612456,-0.1088037
80,-0.15209392,-0.113157675,"('dominated', 'dominating')",-0.1520939,-0.1131577,0.0389362
81,-1.1068733,-0.9669982,"('submissive', 'aggressive')",-1.1068733,-0.9669982,0.1398751
82,2.6681685,2.6719651,"('poor', 'rich')",2.6681685,2.6719651,0.0037966
83,-0.6978638,-0.71590495,"('powerless', 'powerful')",-0.6978638,-0.715905,-0.0180412
84,0.1628778,0.13939512,"('inferior', 'superior')",0.1628778,0.1393951,-0.0234827
85,1.0076977,0.9005597,"('insignificant', 'prestigious')",1.0076977,0.9005597,-0.107138
86,-0.04018104,-0.19827133,"('uninfluential', 'influential')",-0.040181,-0.1982713,-0.1580903
87,0.27612412,0.26468435,"('unsuccessful', 'successful')",0.2761241,0.2646843,-0.0114398
88,-0.33408028,-0.33731,"('low', 'eminent')",-0.3340803,-0.33731,-0.0032297
