,backdrop_male,backdrop_female,tuple,average_male,average_female,female-male
69,-1.8808337,-1.9100893,"('lazy', 'industrious')",-1.8808337,-1.9100893,-0.0292556
70,1.8699281,1.8737131,"('lethargic', 'energetic')",1.8699281,1.8737131,0.003785
71,0.6793614,0.6655135,"('diffident', 'self-confident')",0.6793614,0.6655135,-0.0138479
72,1.0013666,1.1745512,"('unambitious', 'ambitious')",1.0013666,1.1745512,0.1731846
73,-2.8118255,-2.7951193,"('helpless', 'self-reliant')",-2.8118255,-2.7951193,0.0167062
74,0.25559133,0.16509116,"('undedicated', 'dedicated')",0.2555913,0.1650912,-0.0905001
75,-0.71998924,-0.5828254,"('meek', 'impulsive')",-0.7199892,-0.5828254,0.1371638
76,1.1149032,1.1051445,"('anxious', 'daring')",1.1149032,1.1051445,-0.0097587
77,-0.90579,-0.8308046,"('unmotivated', 'motivated')",-0.90579,-0.8308046,0.0749854
78,-0.37305933,-0.39536637,"('nonresilient', 'resilient')",-0.3730593,-0.3953664,-0.0223071
79,-0.21061687,-0.188185,"('wavering', 'unwavering')",-0.2106169,-0.188185,0.0224319
80,0.09873388,0.09501256,"('dominated', 'dominating')",0.0987339,0.0950126,-0.0037213
81,0.5765415,0.6571391,"('submissive', 'aggressive')",0.5765415,0.6571391,0.0805976
82,6.9247103,7.0839453,"('poor', 'rich')",6.9247103,7.0839453,0.159235
83,-0.35978818,-0.29723987,"('powerless', 'powerful')",-0.3597882,-0.2972399,0.0625483
84,-0.1885424,-0.15280615,"('inferior', 'superior')",-0.1885424,-0.1528061,0.0357363
85,-1.2678628,-1.4234842,"('insignificant', 'prestigious')",-1.2678628,-1.4234842,-0.1556214
86,0.7532461,0.87642264,"('uninfluential', 'influential')",0.7532461,0.8764226,0.1231765
87,0.27180237,0.3783669,"('unsuccessful', 'successful')",0.2718024,0.3783669,0.1065645
88,0.5704043,0.5178855,"('low', 'eminent')",0.5704043,0.5178855,-0.0525188
