,result_male,result_female,tuple,average_male,average_female,female-male
47,5.3891063,5.47738,"('stupid', 'smart')",5.3891063,5.4773798,0.0882735
48,1.0736835,0.9533532,"('unintelligent', 'intelligent')",1.0736835,0.9533532,-0.1203303
49,-0.73358166,-0.51338613,"('unable', 'able')",-0.7335817,-0.5133861,0.2201956
50,-0.12141292,-0.17481047,"('clumsy', 'skillful')",-0.1214129,-0.1748105,-0.0533976
51,0.6637012,0.6071972,"('uneducated', 'educated')",0.6637012,0.6071972,-0.056504
52,-0.8287588,-0.78048205,"('irrational', 'rational')",-0.8287588,-0.7804821,0.0482767
53,0.090563685,0.050309945,"('uncreative', 'creative')",0.0905637,0.0503099,-0.0402538
54,0.6664297,0.80563307,"('incapable', 'capable')",0.6664297,0.8056331,0.1392034
55,1.3121967,1.2383707,"('incompetent', 'clever')",1.3121967,1.2383707,-0.073826
56,0.856293,0.8566826,"('impractical', 'practical')",0.856293,0.8566826,0.0003896
57,-2.3996112,-2.4318855,"('unimaginative', 'imaginative')",-2.3996112,-2.4318855,-0.0322743
58,0.045059443,-0.11275432,"('undiscriminating', 'discriminating')",0.0450594,-0.1127543,-0.1578137
59,-0.56487626,-0.3850062,"('foolish', 'wise')",-0.5648763,-0.3850062,0.1798701
60,0.9504844,0.95023453,"('inefficient', 'efficient')",0.9504844,0.9502345,-0.0002499
61,0.51774883,0.33678567,"('illogical', 'logical')",0.5177488,0.3367857,-0.1809631
62,1.3711963,1.404296,"('incompetent', 'brilliant')",1.3711963,1.404296,0.0330997
63,0.78467447,0.74915326,"('unperceptive', 'insightful')",0.7846745,0.7491533,-0.0355212
64,-5.347993,-5.2164207,"('shy', 'confident')",-5.3479929,-5.2164207,0.1315722
65,1.7560817,1.6190852,"('insecure', 'secure')",1.7560817,1.6190852,-0.1369965
66,-0.27281836,-0.30877447,"('inactive', 'active')",-0.2728184,-0.3087745,-0.0359561
67,-0.8646725,-0.7625955,"('doubtful', 'determined')",-0.8646725,-0.7625955,0.102077
68,-0.6495159,-0.5683045,"('dependent', 'independent')",-0.6495159,-0.5683045,0.0812114
69,-2.280031,-2.0748856,"('lazy', 'industrious')",-2.280031,-2.0748856,0.2051454
70,1.6414466,1.5050862,"('lethargic', 'energetic')",1.6414466,1.5050862,-0.1363604
71,-0.29424086,-0.09792386,"('diffident', 'self-confident')",-0.2942409,-0.0979239,0.196317
72,1.025084,1.0856895,"('unambitious', 'ambitious')",1.025084,1.0856895,0.0606055
73,-3.3888404,-3.1766899,"('helpless', 'self-reliant')",-3.3888404,-3.1766899,0.2121505
74,0.05356134,-0.07544986,"('undedicated', 'dedicated')",0.0535613,-0.0754499,-0.1290112
75,-0.96215427,-0.7920964,"('meek', 'impulsive')",-0.9621543,-0.7920964,0.1700579
76,1.3872188,1.25887,"('anxious', 'daring')",1.3872188,1.25887,-0.1283488
77,-0.9596441,-0.9325013,"('unmotivated', 'motivated')",-0.9596441,-0.9325013,0.0271428
78,-0.64343995,-0.72962433,"('nonresilient', 'resilient')",-0.6434399,-0.7296243,-0.0861844
79,-0.19145846,-0.28766915,"('wavering', 'unwavering')",-0.1914585,-0.2876692,-0.0962107
80,0.7002584,0.54173857,"('dominated', 'dominating')",0.7002584,0.5417386,-0.1585198
81,0.9180391,0.8751264,"('submissive', 'aggressive')",0.9180391,0.8751264,-0.0429127
82,5.774323,5.8954,"('poor', 'rich')",5.774323,5.8954,0.121077
83,-0.60698813,-0.53367287,"('powerless', 'powerful')",-0.6069881,-0.5336729,0.0733152
84,-0.06275954,-0.049086947,"('inferior', 'superior')",-0.0627595,-0.0490869,0.0136726
85,-1.8615983,-1.81137,"('insignificant', 'prestigious')",-1.8615983,-1.81137,0.0502283
86,0.63432264,0.5313275,"('uninfluential', 'influential')",0.6343226,0.5313275,-0.1029951
87,-0.2993487,-0.20279677,"('unsuccessful', 'successful')",-0.2993487,-0.2027968,0.0965519
88,-0.045656875,-0.046603017,"('low', 'eminent')",-0.0456569,-0.046603,-0.0009461
