,mention_male,mention_female,tuple,average_male,average_female,female-male
53,-0.16580787,-0.18354435,"('uncreative', 'creative')",-0.1658079,-0.1835444,-0.0177365
54,0.75263864,0.99146473,"('incapable', 'capable')",0.7526386,0.9914647,0.2388261
55,1.0224887,1.2917992,"('incompetent', 'clever')",1.0224887,1.2917992,0.2693105
56,0.5423491,0.7659876,"('impractical', 'practical')",0.5423491,0.7659876,0.2236385
57,-1.3571616,-1.6958108,"('unimaginative', 'imaginative')",-1.3571616,-1.6958108,-0.3386492
58,0.4617437,0.36690778,"('undiscriminating', 'discriminating')",0.4617437,0.3669078,-0.0948359
59,-0.1436746,0.007258501,"('foolish', 'wise')",-0.1436746,0.0072585,0.1509331
60,0.45373908,0.81368643,"('inefficient', 'efficient')",0.4537391,0.8136864,0.3599473
61,0.3603489,0.31057215,"('illogical', 'logical')",0.3603489,0.3105721,-0.0497768
62,0.6608448,1.1540895,"('incompetent', 'brilliant')",0.6608448,1.1540895,0.4932447
63,0.1839606,0.5154294,"('unperceptive', 'insightful')",0.1839606,0.5154294,0.3314688
64,-5.54872,-5.3931594,"('shy', 'confident')",-5.5487199,-5.3931594,0.1555605
65,0.7239061,1.077123,"('insecure', 'secure')",0.7239061,1.077123,0.3532169
66,-0.11848356,-0.42326364,"('inactive', 'active')",-0.1184836,-0.4232636,-0.30478
67,-0.64085436,-0.78259945,"('doubtful', 'determined')",-0.6408544,-0.7825994,-0.141745
68,-0.934643,-0.5159311,"('dependent', 'independent')",-0.934643,-0.5159311,0.4187119
69,-2.025284,-2.0308144,"('lazy', 'industrious')",-2.0252841,-2.0308144,-0.0055303
70,1.9280286,1.8809068,"('lethargic', 'energetic')",1.9280286,1.8809068,-0.0471218
71,0.22414756,0.3984686,"('diffident', 'self-confident')",0.2241476,0.3984686,0.174321
72,0.878952,1.2676864,"('unambitious', 'ambitious')",0.878952,1.2676864,0.3887344
73,-2.5494843,-2.3892188,"('helpless', 'self-reliant')",-2.5494843,-2.3892188,0.1602655
74,0.42081296,0.30990338,"('undedicated', 'dedicated')",0.420813,0.3099034,-0.1109096
75,-0.6376076,-0.7907336,"('meek', 'impulsive')",-0.6376076,-0.7907336,-0.153126
76,0.6367186,0.65926975,"('anxious', 'daring')",0.6367186,0.6592698,0.0225512
77,-1.3886082,-1.2907116,"('unmotivated', 'motivated')",-1.3886082,-1.2907116,0.0978966
78,-1.1227592,-1.045267,"('nonresilient', 'resilient')",-1.1227592,-1.045267,0.0774922
79,-0.16387172,-0.25038052,"('wavering', 'unwavering')",-0.1638717,-0.2503805,-0.0865088
80,0.3818308,0.26924807,"('dominated', 'dominating')",0.3818308,0.2692481,-0.1125827
81,0.3010996,0.28580147,"('submissive', 'aggressive')",0.3010996,0.2858015,-0.0152981
82,5.880315,6.2027626,"('poor', 'rich')",5.8803148,6.2027626,0.3224478
83,-0.32895207,-0.30002183,"('powerless', 'powerful')",-0.3289521,-0.3000218,0.0289303
84,0.23249389,0.23599808,"('inferior', 'superior')",0.2324939,0.2359981,0.0035042
85,-1.2995819,-1.5249472,"('insignificant', 'prestigious')",-1.2995819,-1.5249472,-0.2253653
86,0.9046481,0.8851633,"('uninfluential', 'influential')",0.9046481,0.8851633,-0.0194848
87,-0.08620964,0.31240785,"('unsuccessful', 'successful')",-0.0862096,0.3124079,0.3986175
88,0.118221946,0.09323261,"('low', 'eminent')",0.1182219,0.0932326,-0.0249893
