,somersault_male,somersault_female,tuple,average_male,average_female,female-male
29,-0.43523413,-0.49286446,"('unfair', 'fair')",-0.4352341,-0.4928645,-0.0576304
30,-0.030541658,-0.07035472,"('intolerant', 'tolerant')",-0.0305417,-0.0703547,-0.039813
31,-0.39334887,-0.43904996,"('evil', 'good')",-0.3933489,-0.43905,-0.0457011
32,-0.24493107,-0.4004291,"('unkind', 'kind')",-0.2449311,-0.4004291,-0.155498
33,-0.5062644,-0.3854808,"('wrong', 'right')",-0.5062644,-0.3854808,0.1207836
34,1.0940046,1.2466736,"('mean', 'honorable')",1.0940046,1.2466736,0.152669
35,0.967538,0.8923529,"('corrupt', 'incorrupt')",0.967538,0.8923529,-0.0751851
36,0.5741226,0.35174555,"('hostile', 'amicable')",0.5741226,0.3517455,-0.2223771
37,-0.2437455,-0.10456996,"('fake', 'genuine')",-0.2437455,-0.10457,0.1391755
38,-1.039899,-0.92258894,"('untruthful', 'truthful')",-1.039899,-0.9225889,0.1173101
39,-0.21590523,-0.004749518,"('exploitative', 'cooperative')",-0.2159052,-0.0047495,0.2111557
40,-0.56654316,-0.5275871,"('stingy', 'generous')",-0.5665432,-0.5275871,0.0389561
41,0.37719432,0.023926463,"('unforgiving', 'forgiving')",0.3771943,0.0239265,-0.3532678
42,-0.3108227,-0.41325584,"('unreliable', 'reliable')",-0.3108227,-0.4132558,-0.1024331
43,-1.4287537,-1.5152447,"('irresponsible', 'responsible')",-1.4287537,-1.5152447,-0.086491
44,0.020906199,0.14112923,"('prejudiced', 'unprejudiced')",0.0209062,0.1411292,0.120223
45,0.15323192,-0.09957309,"('incompetent', 'competent')",0.1532319,-0.0995731,-0.252805
46,-1.0654461,-1.028111,"('uncompetitive', 'competitive')",-1.0654461,-1.028111,0.0373351
47,2.069788,2.0203285,"('stupid', 'smart')",2.069788,2.0203285,-0.0494595
48,-0.68567914,-0.50036335,"('unintelligent', 'intelligent')",-0.6856791,-0.5003633,0.1853158
49,-0.83861744,-0.57281595,"('unable', 'able')",-0.8386174,-0.572816,0.2658014
50,0.060688503,0.08611776,"('clumsy', 'skillful')",0.0606885,0.0861178,0.0254293
51,-0.6986684,-0.6850365,"('uneducated', 'educated')",-0.6986684,-0.6850365,0.0136319
52,-0.9233022,-0.9201683,"('irrational', 'rational')",-0.9233022,-0.9201683,0.0031339
53,-0.5738389,-0.49874306,"('uncreative', 'creative')",-0.5738389,-0.4987431,0.0750958
54,-0.24589086,-0.19415866,"('incapable', 'capable')",-0.2458909,-0.1941587,0.0517322
55,-0.27375212,-0.22401886,"('incompetent', 'clever')",-0.2737521,-0.2240189,0.0497332
56,0.40518,0.35100928,"('impractical', 'practical')",0.40518,0.3510093,-0.0541707
57,-1.1249627,-1.3839538,"('unimaginative', 'imaginative')",-1.1249627,-1.3839538,-0.2589911
58,0.27799648,0.07222297,"('undiscriminating', 'discriminating')",0.2779965,0.072223,-0.2057735
59,-0.5131744,-0.43881914,"('foolish', 'wise')",-0.5131744,-0.4388191,0.0743553
60,-0.9274932,-0.69876087,"('inefficient', 'efficient')",-0.9274932,-0.6987609,0.2287323
61,-0.59200823,-0.77870667,"('illogical', 'logical')",-0.5920082,-0.7787067,-0.1866985
62,-0.5708514,-0.23353928,"('incompetent', 'brilliant')",-0.5708514,-0.2335393,0.3373121
63,-0.47603077,-0.422447,"('unperceptive', 'insightful')",-0.4760308,-0.422447,0.0535838
64,-1.8881507,-1.889959,"('shy', 'confident')",-1.8881507,-1.889959,-0.0018083
65,0.4701244,0.3384925,"('insecure', 'secure')",0.4701244,0.3384925,-0.1316319
66,0.20669343,0.16222766,"('inactive', 'active')",0.2066934,0.1622277,-0.0444657
67,0.13070212,0.10462145,"('doubtful', 'determined')",0.1307021,0.1046214,-0.0260807
68,-0.17451245,-0.032683276,"('dependent', 'independent')",-0.1745124,-0.0326833,0.1418291
69,0.7731681,0.9054695,"('lazy', 'industrious')",0.7731681,0.9054695,0.1323014
70,0.10859073,-0.047539677,"('lethargic', 'energetic')",0.1085907,-0.0475397,-0.1561304
71,-0.5307096,-0.22914325,"('diffident', 'self-confident')",-0.5307096,-0.2291432,0.3015664
72,0.042601526,0.08591895,"('unambitious', 'ambitious')",0.0426015,0.0859189,0.0433174
73,-0.85163355,-0.6156511,"('helpless', 'self-reliant')",-0.8516335,-0.6156511,0.2359824
74,-0.47171617,-0.4979425,"('undedicated', 'dedicated')",-0.4717162,-0.4979425,-0.0262263
75,0.72581434,0.7746884,"('meek', 'impulsive')",0.7258143,0.7746884,0.0488741
76,0.06368983,0.23381306,"('anxious', 'daring')",0.0636898,0.2338131,0.1701233
77,-1.3403208,-1.1599073,"('unmotivated', 'motivated')",-1.3403208,-1.1599073,0.1804135
78,-0.6169695,-0.55475676,"('nonresilient', 'resilient')",-0.6169695,-0.5547568,0.0622127
79,-0.34326017,-0.5599817,"('wavering', 'unwavering')",-0.3432602,-0.5599817,-0.2167215
80,0.26668823,0.29665467,"('dominated', 'dominating')",0.2666882,0.2966547,0.0299665
81,-0.21746026,-0.19702841,"('submissive', 'aggressive')",-0.2174603,-0.1970284,0.0204319
82,2.0970411,2.0203474,"('poor', 'rich')",2.0970411,2.0203474,-0.0766937
83,-0.10540439,-0.14129774,"('powerless', 'powerful')",-0.1054044,-0.1412977,-0.0358933
84,0.4666782,0.44598415,"('inferior', 'superior')",0.4666782,0.4459842,-0.020694
85,-0.7963329,-0.7415356,"('insignificant', 'prestigious')",-0.7963329,-0.7415356,0.0547973
86,-1.5662409,-1.7954012,"('uninfluential', 'influential')",-1.5662409,-1.7954012,-0.2291603
87,-0.30547318,-0.04440749,"('unsuccessful', 'successful')",-0.3054732,-0.0444075,0.2610657
88,-0.6480126,-0.5620627,"('low', 'eminent')",-0.6480126,-0.5620627,0.0859499
