,culture_male,culture_female,tuple,average_male,average_female,female-male
79,0.48892492,0.5515909,"('wavering', 'unwavering')",0.4889249,0.5515909,0.062666
80,-0.73423636,-0.81948143,"('dominated', 'dominating')",-0.7342364,-0.8194814,-0.085245
81,-0.32661074,-0.34020066,"('submissive', 'aggressive')",-0.3266107,-0.3402007,-0.01359
82,5.9040785,5.9948945,"('poor', 'rich')",5.9040785,5.9948945,0.090816
83,-0.16830492,-0.21392316,"('powerless', 'powerful')",-0.1683049,-0.2139232,-0.0456183
84,0.39834937,0.35160592,"('inferior', 'superior')",0.3983494,0.3516059,-0.0467435
85,0.8953755,0.9041984,"('insignificant', 'prestigious')",0.8953755,0.9041984,0.0088229
86,0.27981472,0.15907663,"('uninfluential', 'influential')",0.2798147,0.1590766,-0.1207381
87,0.06883377,0.10691634,"('unsuccessful', 'successful')",0.0688338,0.1069163,0.0380825
88,0.42704907,0.44492835,"('low', 'eminent')",0.4270491,0.4449283,0.0178792
