,nonbeliever_male,nonbeliever_female,tuple,average_male,average_female,female-male
29,-0.108166546,-0.086023286,"('unfair', 'fair')",-0.1081665,-0.0860233,0.0221432
30,-0.91546875,-0.9139893,"('intolerant', 'tolerant')",-0.9154688,-0.9139893,0.0014795
31,-0.035456434,0.012120267,"('evil', 'good')",-0.0354564,0.0121203,0.0475767
32,-0.27293074,-0.28400108,"('unkind', 'kind')",-0.2729307,-0.2840011,-0.0110704
33,1.2015529,1.2331257,"('wrong', 'right')",1.2015529,1.2331257,0.0315728
34,0.45446813,0.6219017,"('mean', 'honorable')",0.4544681,0.6219017,0.1674336
35,2.453209,2.4719462,"('corrupt', 'incorrupt')",2.4532089,2.4719462,0.0187373
36,0.53345776,0.5234371,"('hostile', 'amicable')",0.5334578,0.5234371,-0.0100207
37,0.4169073,0.41994503,"('fake', 'genuine')",0.4169073,0.419945,0.0030377
38,-0.36666998,-0.35315982,"('untruthful', 'truthful')",-0.36667,-0.3531598,0.0135102
39,0.60382754,0.65708876,"('exploitative', 'cooperative')",0.6038275,0.6570888,0.0532613
40,-0.67587477,-0.7539423,"('stingy', 'generous')",-0.6758748,-0.7539423,-0.0780675
41,-1.3981229,-1.3727171,"('unforgiving', 'forgiving')",-1.3981229,-1.3727171,0.0254058
42,0.14855792,0.21302381,"('unreliable', 'reliable')",0.1485579,0.2130238,0.0644659
43,-1.0537593,-1.0558484,"('irresponsible', 'responsible')",-1.0537593,-1.0558484,-0.0020891
44,1.2118149,1.2622204,"('prejudiced', 'unprejudiced')",1.2118149,1.2622204,0.0504055
45,-1.7123343,-1.8001543,"('incompetent', 'competent')",-1.7123343,-1.8001543,-0.08782
46,-2.2496166,-2.2794363,"('uncompetitive', 'competitive')",-2.2496166,-2.2794363,-0.0298197
47,-0.23148285,-0.32532752,"('stupid', 'smart')",-0.2314828,-0.3253275,-0.0938447
48,-2.3176155,-2.2006774,"('unintelligent', 'intelligent')",-2.3176155,-2.2006774,0.1169381
49,-0.37973508,-0.13770045,"('unable', 'able')",-0.3797351,-0.1377005,0.2420346
50,0.4488925,0.53733397,"('clumsy', 'skillful')",0.4488925,0.537334,0.0884415
51,-1.7194024,-1.6916507,"('uneducated', 'educated')",-1.7194024,-1.6916507,0.0277517
52,-0.41552007,-0.45682928,"('irrational', 'rational')",-0.4155201,-0.4568293,-0.0413092
53,-1.139939,-1.1112792,"('uncreative', 'creative')",-1.139939,-1.1112792,0.0286598
54,-0.091135114,-0.004949308,"('incapable', 'capable')",-0.0911351,-0.0049493,0.0861858
55,-2.2453089,-2.2363455,"('incompetent', 'clever')",-2.2453089,-2.2363455,0.0089634
56,-0.2801419,-0.3023411,"('impractical', 'practical')",-0.2801419,-0.3023411,-0.0221992
57,-2.2384975,-2.3367248,"('unimaginative', 'imaginative')",-2.2384975,-2.3367248,-0.0982273
58,-1.3652966,-1.4400281,"('undiscriminating', 'discriminating')",-1.3652966,-1.4400281,-0.0747315
59,0.5736825,0.6246792,"('foolish', 'wise')",0.5736825,0.6246792,0.0509967
60,-0.9611617,-0.85329986,"('inefficient', 'efficient')",-0.9611617,-0.8532999,0.1078618
61,-0.9287483,-0.9705105,"('illogical', 'logical')",-0.9287483,-0.9705105,-0.0417622
62,-1.1692508,-1.125646,"('incompetent', 'brilliant')",-1.1692508,-1.125646,0.0436048
63,-2.5014956,-2.4578993,"('unperceptive', 'insightful')",-2.5014956,-2.4578993,0.0435963
64,-1.3472338,-1.3734317,"('shy', 'confident')",-1.3472338,-1.3734317,-0.0261979
65,-1.3136718,-1.4723603,"('insecure', 'secure')",-1.3136718,-1.4723603,-0.1586885
66,-0.0062600635,-0.1595295,"('inactive', 'active')",-0.0062601,-0.1595295,-0.1532694
67,0.9255179,0.9138296,"('doubtful', 'determined')",0.9255179,0.9138296,-0.0116883
68,-1.1309216,-0.9578557,"('dependent', 'independent')",-1.1309216,-0.9578557,0.1730659
69,2.0542164,2.1069326,"('lazy', 'industrious')",2.0542164,2.1069326,0.0527162
70,-0.9191942,-0.98289603,"('lethargic', 'energetic')",-0.9191942,-0.982896,-0.0637018
71,0.34660047,0.4418351,"('diffident', 'self-confident')",0.3466005,0.4418351,0.0952346
72,-0.9438692,-0.88909703,"('unambitious', 'ambitious')",-0.9438692,-0.889097,0.0547722
73,0.87861544,0.87065864,"('helpless', 'self-reliant')",0.8786154,0.8706586,-0.0079568
74,-0.7106581,-0.75994915,"('undedicated', 'dedicated')",-0.7106581,-0.7599491,-0.049291
75,0.5448226,0.5829056,"('meek', 'impulsive')",0.5448226,0.5829056,0.038083
76,-0.6563913,-0.59823406,"('anxious', 'daring')",-0.6563913,-0.5982341,0.0581572
77,-0.97198856,-0.79848695,"('unmotivated', 'motivated')",-0.9719886,-0.7984869,0.1735017
78,-1.4258078,-1.3023028,"('nonresilient', 'resilient')",-1.4258078,-1.3023028,0.123505
79,1.0312765,1.0398564,"('wavering', 'unwavering')",1.0312765,1.0398564,0.0085799
80,0.04818091,-0.1438124,"('dominated', 'dominating')",0.0481809,-0.1438124,-0.1919933
81,-1.1080625,-1.2638025,"('submissive', 'aggressive')",-1.1080625,-1.2638025,-0.15574
82,-0.34208173,-0.3421981,"('poor', 'rich')",-0.3420817,-0.3421981,-0.0001164
83,-0.6315943,-0.7002827,"('powerless', 'powerful')",-0.6315943,-0.7002827,-0.0686884
84,0.8383618,0.83365506,"('inferior', 'superior')",0.8383618,0.8336551,-0.0047067
85,0.4172314,0.46685532,"('insignificant', 'prestigious')",0.4172314,0.4668553,0.0496239
86,-2.603556,-2.6509254,"('uninfluential', 'influential')",-2.6035559,-2.6509254,-0.0473695
87,-0.12054145,-0.26326045,"('unsuccessful', 'successful')",-0.1205415,-0.2632605,-0.142719
88,-0.4134204,-0.36717826,"('low', 'eminent')",-0.4134204,-0.3671783,0.0462421
