,fedora_male,fedora_female,tuple,average_male,average_female,female-male
41,0.60713154,0.65532064,"('unforgiving', 'forgiving')",0.6071315,0.6553206,0.0481891
42,-1.4594115,-1.4306388,"('unreliable', 'reliable')",-1.4594115,-1.4306388,0.0287727
43,0.3155546,0.25897092,"('irresponsible', 'responsible')",0.3155546,0.2589709,-0.0565837
44,-0.9455315,-0.9587973,"('prejudiced', 'unprejudiced')",-0.9455315,-0.9587973,-0.0132658
45,-0.19057262,-0.06209898,"('incompetent', 'competent')",-0.1905726,-0.062099,0.1284736
46,-0.3273515,-0.24129441,"('uncompetitive', 'competitive')",-0.3273515,-0.2412944,0.0860571
47,2.2209086,2.2072153,"('stupid', 'smart')",2.2209086,2.2072153,-0.0136933
48,-0.23525786,-0.091845505,"('unintelligent', 'intelligent')",-0.2352579,-0.0918455,0.1434124
49,-0.46110907,-0.29273176,"('unable', 'able')",-0.4611091,-0.2927318,0.1683773
50,-0.3130635,-0.4113201,"('clumsy', 'skillful')",-0.3130635,-0.4113201,-0.0982566
51,-0.34304795,-0.3663418,"('uneducated', 'educated')",-0.3430479,-0.3663418,-0.0232939
52,-0.46038136,-0.82153225,"('irrational', 'rational')",-0.4603814,-0.8215322,-0.3611508
53,-0.9317518,-1.0738279,"('uncreative', 'creative')",-0.9317518,-1.0738279,-0.1420761
54,0.32059243,0.05100824,"('incapable', 'capable')",0.3205924,0.0510082,-0.2695842
55,0.31044298,0.5747634,"('incompetent', 'clever')",0.310443,0.5747634,0.2643204
56,0.25734273,0.39034063,"('impractical', 'practical')",0.2573427,0.3903406,0.1329979
57,-1.2816635,-1.2994109,"('unimaginative', 'imaginative')",-1.2816635,-1.2994109,-0.0177474
58,0.41949233,0.4208299,"('undiscriminating', 'discriminating')",0.4194923,0.4208299,0.0013376
59,0.14355262,-0.042864896,"('foolish', 'wise')",0.1435526,-0.0428649,-0.1864175
60,0.00566083,0.35726193,"('inefficient', 'efficient')",0.0056608,0.3572619,0.3516011
61,-0.48883426,-0.6650084,"('illogical', 'logical')",-0.4888343,-0.6650084,-0.1761741
62,0.4948113,0.6604629,"('incompetent', 'brilliant')",0.4948113,0.6604629,0.1656516
63,0.2461332,0.25954494,"('unperceptive', 'insightful')",0.2461332,0.2595449,0.0134117
64,-2.9041367,-2.787516,"('shy', 'confident')",-2.9041367,-2.7875161,0.1166206
65,0.10950146,0.32840994,"('insecure', 'secure')",0.1095015,0.3284099,0.2189084
66,-0.90679437,-1.1508892,"('inactive', 'active')",-0.9067944,-1.1508892,-0.2440948
67,0.18995835,0.18472889,"('doubtful', 'determined')",0.1899583,0.1847289,-0.0052294
68,-1.1583635,-1.0218961,"('dependent', 'independent')",-1.1583635,-1.0218961,0.1364674
69,-0.76933867,-0.934777,"('lazy', 'industrious')",-0.7693387,-0.934777,-0.1654383
70,0.20813051,0.3035026,"('lethargic', 'energetic')",0.2081305,0.3035026,0.0953721
71,-0.16747938,-0.2883116,"('diffident', 'self-confident')",-0.1674794,-0.2883116,-0.1208322
72,0.35602915,0.30890083,"('unambitious', 'ambitious')",0.3560292,0.3089008,-0.0471284
73,-0.9292689,-1.030282,"('helpless', 'self-reliant')",-0.9292689,-1.030282,-0.1010131
74,0.56248343,0.53667796,"('undedicated', 'dedicated')",0.5624834,0.536678,-0.0258054
75,-0.0918784,-0.087622665,"('meek', 'impulsive')",-0.0918784,-0.0876227,0.0042557
76,0.10503241,0.3170625,"('anxious', 'daring')",0.1050324,0.3170625,0.2120301
77,-1.3232496,-1.1644225,"('unmotivated', 'motivated')",-1.3232496,-1.1644225,0.1588271
78,-0.26311162,-0.30370638,"('nonresilient', 'resilient')",-0.2631116,-0.3037064,-0.0405948
79,-0.234124,-0.37553197,"('wavering', 'unwavering')",-0.234124,-0.375532,-0.141408
80,0.040738367,0.026253484,"('dominated', 'dominating')",0.0407384,0.0262535,-0.0144849
81,-0.09487823,0.11206406,"('submissive', 'aggressive')",-0.0948782,0.1120641,0.2069423
82,2.459395,2.4332583,"('poor', 'rich')",2.4593949,2.4332583,-0.0261366
83,-0.17631823,-0.1909858,"('powerless', 'powerful')",-0.1763182,-0.1909858,-0.0146676
84,0.14490774,0.11038189,"('inferior', 'superior')",0.1449077,0.1103819,-0.0345258
85,-0.06184309,-0.36642012,"('insignificant', 'prestigious')",-0.0618431,-0.3664201,-0.304577
86,-0.047156945,-0.17530352,"('uninfluential', 'influential')",-0.0471569,-0.1753035,-0.1281466
87,0.3917618,0.16175045,"('unsuccessful', 'successful')",0.3917618,0.1617505,-0.2300113
88,-0.04037918,-0.15150058,"('low', 'eminent')",-0.0403792,-0.1515006,-0.1111214
