,forearm_male,forearm_female,tuple,average_male,average_female,female-male
21,0.43134847,0.5070215,"('immoral', 'moral')",0.4313485,0.5070215,0.075673
22,0.50127786,0.43743637,"('untrustworthy', 'trustworthy')",0.5012779,0.4374364,-0.0638415
23,6.2679706,6.3763604,"('insincere', 'sincere')",6.2679706,6.3763604,0.1083898
24,1.8688633,1.9201089,"('dishonest', 'honest')",1.8688633,1.9201089,0.0512456
25,0.038602732,0.1036012,"('egoistic', 'altruistic')",0.0386027,0.1036012,0.0649985
26,0.28501993,0.07656451,"('hardhearted', 'benevolent')",0.2850199,0.0765645,-0.2084554
27,1.5601771,1.3937454,"('hardhearted', 'softhearted')",1.5601771,1.3937454,-0.1664317
28,1.0573393,0.93623656,"('disloyal', 'loyal')",1.0573393,0.9362366,-0.1211027
29,-0.20987484,-0.32596964,"('unfair', 'fair')",-0.2098748,-0.3259696,-0.1160948
30,1.4263045,1.2360833,"('intolerant', 'tolerant')",1.4263045,1.2360833,-0.1902212
31,-1.4748178,-1.23608,"('evil', 'good')",-1.4748178,-1.2360801,0.2387377
32,1.3415334,1.1994723,"('unkind', 'kind')",1.3415334,1.1994723,-0.1420611
33,-1.0000631,-0.80573714,"('wrong', 'right')",-1.0000631,-0.8057371,0.194326
34,4.069951,4.355812,"('mean', 'honorable')",4.0699511,4.3558121,0.285861
35,-1.3101982,-1.3127882,"('corrupt', 'incorrupt')",-1.3101982,-1.3127882,-0.00259
36,-1.0744575,-1.1323751,"('hostile', 'amicable')",-1.0744575,-1.1323751,-0.0579176
37,0.8238855,0.74778724,"('fake', 'genuine')",0.8238855,0.7477872,-0.0760983
38,-0.23925272,-0.1565929,"('untruthful', 'truthful')",-0.2392527,-0.1565929,0.0826598
39,0.09117537,0.10768553,"('exploitative', 'cooperative')",0.0911754,0.1076855,0.0165101
40,-1.017724,-1.0133585,"('stingy', 'generous')",-1.017724,-1.0133585,0.0043655
41,0.35103858,0.11383192,"('unforgiving', 'forgiving')",0.3510386,0.1138319,-0.2372067
42,-1.3253533,-1.4669108,"('unreliable', 'reliable')",-1.3253533,-1.4669108,-0.1415575
43,1.639753,1.5625622,"('irresponsible', 'responsible')",1.639753,1.5625622,-0.0771908
44,-0.9803289,-1.2115097,"('prejudiced', 'unprejudiced')",-0.9803289,-1.2115097,-0.2311808
45,0.83304274,0.7656613,"('incompetent', 'competent')",0.8330427,0.7656613,-0.0673814
46,-0.118718244,-0.23274966,"('uncompetitive', 'competitive')",-0.1187182,-0.2327497,-0.1140315
47,5.5226026,5.7311816,"('stupid', 'smart')",5.5226026,5.7311816,0.208579
48,0.960896,0.91972655,"('unintelligent', 'intelligent')",0.960896,0.9197266,-0.0411694
49,-0.458624,-0.20479229,"('unable', 'able')",-0.458624,-0.2047923,0.2538317
50,-0.1858948,-0.13223791,"('clumsy', 'skillful')",-0.1858948,-0.1322379,0.0536569
51,0.6420124,0.65989184,"('uneducated', 'educated')",0.6420124,0.6598918,0.0178794
52,-0.8246547,-0.7632406,"('irrational', 'rational')",-0.8246547,-0.7632406,0.0614141
53,0.0990168,0.17481747,"('uncreative', 'creative')",0.0990168,0.1748175,0.0758007
54,0.8169766,1.0319477,"('incapable', 'capable')",0.8169766,1.0319477,0.2149711
55,1.230415,1.2339641,"('incompetent', 'clever')",1.230415,1.2339641,0.0035491
56,0.91461134,0.9897208,"('impractical', 'practical')",0.9146113,0.9897208,0.0751095
57,-2.0686865,-2.2133195,"('unimaginative', 'imaginative')",-2.0686865,-2.2133195,-0.144633
58,-0.0079132,-0.14966303,"('undiscriminating', 'discriminating')",-0.0079132,-0.149663,-0.1417498
59,-0.2642845,-0.052361034,"('foolish', 'wise')",-0.2642845,-0.052361,0.2119235
60,0.8182695,0.909053,"('inefficient', 'efficient')",0.8182695,0.909053,0.0907835
61,0.5612028,0.41100836,"('illogical', 'logical')",0.5612028,0.4110084,-0.1501944
62,1.5124753,1.7411091,"('incompetent', 'brilliant')",1.5124753,1.7411091,0.2286338
63,0.912662,1.1132765,"('unperceptive', 'insightful')",0.912662,1.1132765,0.2006145
64,-5.2864437,-5.1617475,"('shy', 'confident')",-5.2864437,-5.1617475,0.1246962
65,1.6556399,1.4540018,"('insecure', 'secure')",1.6556399,1.4540018,-0.2016381
66,-0.14011475,-0.18642065,"('inactive', 'active')",-0.1401148,-0.1864206,-0.0463058
67,-0.7527502,-0.6655879,"('doubtful', 'determined')",-0.7527502,-0.6655879,0.0871623
68,-0.50812995,-0.3411802,"('dependent', 'independent')",-0.50813,-0.3411802,0.1669498
69,-2.0435052,-1.8163406,"('lazy', 'industrious')",-2.0435052,-1.8163406,0.2271646
70,2.0455601,1.8950924,"('lethargic', 'energetic')",2.0455601,1.8950924,-0.1504677
71,0.021143135,0.3887917,"('diffident', 'self-confident')",0.0211431,0.3887917,0.3676486
72,0.94259167,1.0415237,"('unambitious', 'ambitious')",0.9425917,1.0415237,0.098932
73,-3.0339391,-2.8937929,"('helpless', 'self-reliant')",-3.0339391,-2.8937929,0.1401462
74,0.17589632,0.122714385,"('undedicated', 'dedicated')",0.1758963,0.1227144,-0.0531819
75,-0.8641555,-0.7805168,"('meek', 'impulsive')",-0.8641555,-0.7805168,0.0836387
76,1.3455416,1.1523342,"('anxious', 'daring')",1.3455416,1.1523342,-0.1932074
77,-1.0768101,-0.9448725,"('unmotivated', 'motivated')",-1.0768101,-0.9448725,0.1319376
78,-0.48714042,-0.3781268,"('nonresilient', 'resilient')",-0.4871404,-0.3781268,0.1090136
79,-0.26513246,-0.24402411,"('wavering', 'unwavering')",-0.2651325,-0.2440241,0.0211084
80,0.5386545,0.37663963,"('dominated', 'dominating')",0.5386545,0.3766396,-0.1620149
81,0.7736392,0.60698307,"('submissive', 'aggressive')",0.7736392,0.6069831,-0.1666561
82,5.950086,6.2309947,"('poor', 'rich')",5.9500861,6.2309947,0.2809086
83,-0.5516822,-0.5494202,"('powerless', 'powerful')",-0.5516822,-0.5494202,0.002262
84,-0.119112074,-0.16060156,"('inferior', 'superior')",-0.1191121,-0.1606016,-0.0414895
85,-1.9747214,-1.8793344,"('insignificant', 'prestigious')",-1.9747214,-1.8793344,0.095387
86,0.6229502,0.6398398,"('uninfluential', 'influential')",0.6229502,0.6398398,0.0168896
87,-0.11350099,0.19265687,"('unsuccessful', 'successful')",-0.113501,0.1926569,0.3061579
88,-0.16877711,-0.053613354,"('low', 'eminent')",-0.1687771,-0.0536134,0.1151637
