,egg_male,egg_female,tuple,average_male,average_female,female-male
50,-0.021947192,-0.039974015,"('clumsy', 'skillful')",-0.0219472,-0.039974,-0.0180268
51,0.5369946,0.45737788,"('uneducated', 'educated')",0.5369946,0.4573779,-0.0796167
52,-1.0260873,-1.0131472,"('irrational', 'rational')",-1.0260873,-1.0131472,0.0129401
53,0.0537471,0.0021877484,"('uncreative', 'creative')",0.0537471,0.0021877,-0.0515594
54,0.9809784,1.1464278,"('incapable', 'capable')",0.9809784,1.1464278,0.1654494
55,1.3406506,1.1356902,"('incompetent', 'clever')",1.3406506,1.1356902,-0.2049604
56,1.2628877,1.2119688,"('impractical', 'practical')",1.2628877,1.2119688,-0.0509189
57,-2.2223024,-2.1927617,"('unimaginative', 'imaginative')",-2.2223024,-2.1927617,0.0295407
58,-0.24629205,-0.31032825,"('undiscriminating', 'discriminating')",-0.2462921,-0.3103282,-0.0640361
59,-0.23903081,-0.16209723,"('foolish', 'wise')",-0.2390308,-0.1620972,0.0769336
60,1.3718287,1.310723,"('inefficient', 'efficient')",1.3718287,1.3107229,-0.0611058
61,0.449532,0.18589789,"('illogical', 'logical')",0.449532,0.1858979,-0.2636341
62,1.7236363,1.719904,"('incompetent', 'brilliant')",1.7236363,1.7199039,-0.0037324
63,0.9179197,0.8397544,"('unperceptive', 'insightful')",0.9179197,0.8397544,-0.0781653
64,-5.504773,-5.431712,"('shy', 'confident')",-5.5047731,-5.4317122,0.0730609
65,0.9893231,0.8602687,"('insecure', 'secure')",0.9893231,0.8602687,-0.1290544
66,-0.19025615,-0.18955095,"('inactive', 'active')",-0.1902561,-0.189551,0.0007051
67,-0.57890093,-0.43007308,"('doubtful', 'determined')",-0.5789009,-0.4300731,0.1488278
68,-0.053335443,-0.18039936,"('dependent', 'independent')",-0.0533354,-0.1803994,-0.127064
69,-2.0722094,-1.9867605,"('lazy', 'industrious')",-2.0722094,-1.9867605,0.0854489
70,1.8982077,1.819476,"('lethargic', 'energetic')",1.8982077,1.819476,-0.0787317
71,0.3865134,0.40794635,"('diffident', 'self-confident')",0.3865134,0.4079463,0.0214329
72,1.0862889,1.1405584,"('unambitious', 'ambitious')",1.0862889,1.1405584,0.0542695
73,-3.0446916,-2.982522,"('helpless', 'self-reliant')",-3.0446916,-2.982522,0.0621696
74,-0.0044659283,-0.093409956,"('undedicated', 'dedicated')",-0.0044659,-0.09341,-0.0889441
75,-1.0452802,-0.8076401,"('meek', 'impulsive')",-1.0452802,-0.8076401,0.2376401
76,1.0392122,0.9124909,"('anxious', 'daring')",1.0392122,0.9124909,-0.1267213
77,-0.9100133,-0.85383373,"('unmotivated', 'motivated')",-0.9100133,-0.8538337,0.0561796
78,-0.51513046,-0.58196485,"('nonresilient', 'resilient')",-0.5151305,-0.5819649,-0.0668344
79,-0.5628041,-0.46167445,"('wavering', 'unwavering')",-0.5628041,-0.4616745,0.1011296
80,0.092923135,0.03055102,"('dominated', 'dominating')",0.0929231,0.030551,-0.0623721
81,0.74591976,0.6935135,"('submissive', 'aggressive')",0.7459198,0.6935135,-0.0524063
82,6.9786315,7.027857,"('poor', 'rich')",6.9786315,7.0278568,0.0492253
83,-0.1449544,-0.10692328,"('powerless', 'powerful')",-0.1449544,-0.1069233,0.0380311
84,0.29152727,0.320397,"('inferior', 'superior')",0.2915273,0.320397,0.0288697
85,-1.8025604,-1.8085972,"('insignificant', 'prestigious')",-1.8025604,-1.8085972,-0.0060368
86,0.717552,0.6990392,"('uninfluential', 'influential')",0.717552,0.6990392,-0.0185128
87,0.08196117,0.101798676,"('unsuccessful', 'successful')",0.0819612,0.1017987,0.0198375
88,0.21259113,0.24934,"('low', 'eminent')",0.2125911,0.24934,0.0367489
