,oversight_male,oversight_female,tuple,average_male,average_female,female-male
76,0.5281842,0.5756687,"('anxious', 'daring')",0.5281842,0.5756687,0.0474845
77,-1.3068583,-1.1407907,"('unmotivated', 'motivated')",-1.3068583,-1.1407907,0.1660676
78,-0.42706588,-0.44358867,"('nonresilient', 'resilient')",-0.4270659,-0.4435887,-0.0165228
79,-0.700838,-0.69775814,"('wavering', 'unwavering')",-0.700838,-0.6977581,0.0030799
80,0.14841686,0.14027861,"('dominated', 'dominating')",0.1484169,0.1402786,-0.0081383
81,0.102600254,0.23746125,"('submissive', 'aggressive')",0.1026003,0.2374613,0.134861
82,6.273544,6.3999085,"('poor', 'rich')",6.2735438,6.3999085,0.1263647
83,-0.20010269,-0.09767923,"('powerless', 'powerful')",-0.2001027,-0.0976792,0.1024235
84,0.27713436,0.3070675,"('inferior', 'superior')",0.2771344,0.3070675,0.0299331
85,-1.1600385,-1.2895536,"('insignificant', 'prestigious')",-1.1600385,-1.2895536,-0.1295151
86,0.66503674,0.637105,"('uninfluential', 'influential')",0.6650367,0.637105,-0.0279317
87,-0.31415975,-0.26050097,"('unsuccessful', 'successful')",-0.3141598,-0.260501,0.0536588
88,0.25184175,0.2934539,"('low', 'eminent')",0.2518418,0.2934539,0.0416121
