,canteen_male,canteen_female,tuple,average_male,average_female,female-male
21,-0.021895088,0.028019266,"('immoral', 'moral')",-0.0218951,0.0280193,0.0499144
22,-0.65755886,-0.6016563,"('untrustworthy', 'trustworthy')",-0.6575589,-0.6016563,0.0559026
23,6.3870163,6.4317417,"('insincere', 'sincere')",6.3870163,6.4317417,0.0447254
24,1.3613483,1.3370723,"('dishonest', 'honest')",1.3613483,1.3370723,-0.024276
25,0.44972938,0.38777393,"('egoistic', 'altruistic')",0.4497294,0.3877739,-0.0619555
26,1.6914703,1.6180806,"('hardhearted', 'benevolent')",1.6914703,1.6180806,-0.0733897
27,1.2747194,1.0857782,"('hardhearted', 'softhearted')",1.2747194,1.0857782,-0.1889412
28,1.1246405,1.0530766,"('disloyal', 'loyal')",1.1246405,1.0530766,-0.0715639
29,-0.91242397,-0.9861408,"('unfair', 'fair')",-0.912424,-0.9861408,-0.0737168
30,1.028818,1.0356538,"('intolerant', 'tolerant')",1.028818,1.0356538,0.0068358
31,-1.9330595,-1.925783,"('evil', 'good')",-1.9330595,-1.925783,0.0072765
32,1.4686968,1.3183353,"('unkind', 'kind')",1.4686968,1.3183353,-0.1503615
33,-0.60940075,-0.61302084,"('wrong', 'right')",-0.6094007,-0.6130208,-0.0036201
34,4.3838086,4.5128655,"('mean', 'honorable')",4.3838086,4.5128655,0.1290569
35,-1.0252751,-1.1952153,"('corrupt', 'incorrupt')",-1.0252751,-1.1952153,-0.1699402
36,-1.0203669,-1.1759259,"('hostile', 'amicable')",-1.0203669,-1.1759259,-0.155559
37,0.5703755,0.5562113,"('fake', 'genuine')",0.5703755,0.5562113,-0.0141642
38,-0.013591379,0.06459462,"('untruthful', 'truthful')",-0.0135914,0.0645946,0.078186
39,0.44971967,0.5359321,"('exploitative', 'cooperative')",0.4497197,0.5359321,0.0862124
40,-2.1643908,-2.3084362,"('stingy', 'generous')",-2.1643908,-2.3084362,-0.1440454
41,0.0045438707,-0.04997263,"('unforgiving', 'forgiving')",0.0045439,-0.0499726,-0.0545165
42,-2.2412736,-2.203042,"('unreliable', 'reliable')",-2.2412736,-2.203042,0.0382316
43,1.0830052,1.1737576,"('irresponsible', 'responsible')",1.0830052,1.1737576,0.0907524
44,-1.1373507,-1.0554827,"('prejudiced', 'unprejudiced')",-1.1373507,-1.0554827,0.081868
45,0.59987485,0.5649662,"('incompetent', 'competent')",0.5998749,0.5649662,-0.0349087
46,-0.21683978,-0.20828608,"('uncompetitive', 'competitive')",-0.2168398,-0.2082861,0.0085537
47,5.2427683,5.426594,"('stupid', 'smart')",5.2427683,5.4265938,0.1838255
48,0.67486155,0.65920156,"('unintelligent', 'intelligent')",0.6748616,0.6592016,-0.01566
49,-0.2838205,-0.16797826,"('unable', 'able')",-0.2838205,-0.1679783,0.1158422
50,-0.7447728,-0.754614,"('clumsy', 'skillful')",-0.7447728,-0.754614,-0.0098412
51,0.23218556,0.0935227,"('uneducated', 'educated')",0.2321856,0.0935227,-0.1386629
52,-0.55719763,-0.68911314,"('irrational', 'rational')",-0.5571976,-0.6891131,-0.1319155
53,0.33215648,0.30271164,"('uncreative', 'creative')",0.3321565,0.3027116,-0.0294449
54,1.027707,1.1101339,"('incapable', 'capable')",1.027707,1.1101339,0.0824269
55,0.98555833,1.0241482,"('incompetent', 'clever')",0.9855583,1.0241482,0.0385899
56,1.2320076,1.234377,"('impractical', 'practical')",1.2320076,1.234377,0.0023694
57,-2.5594227,-2.5883667,"('unimaginative', 'imaginative')",-2.5594227,-2.5883667,-0.028944
58,0.3168711,0.28708678,"('undiscriminating', 'discriminating')",0.3168711,0.2870868,-0.0297843
59,-0.4188614,-0.3699773,"('foolish', 'wise')",-0.4188614,-0.3699773,0.0488841
60,0.93661505,1.0911564,"('inefficient', 'efficient')",0.936615,1.0911564,0.1545414
61,0.7265902,0.59560424,"('illogical', 'logical')",0.7265902,0.5956042,-0.130986
62,0.9516496,1.118889,"('incompetent', 'brilliant')",0.9516496,1.118889,0.1672394
63,0.4444524,0.5043521,"('unperceptive', 'insightful')",0.4444524,0.5043521,0.0598997
64,-6.349563,-6.2985044,"('shy', 'confident')",-6.3495631,-6.2985044,0.0510587
65,0.13535422,0.20860054,"('insecure', 'secure')",0.1353542,0.2086005,0.0732463
66,0.01195021,-0.082390904,"('inactive', 'active')",0.0119502,-0.0823909,-0.0943411
67,-0.14500226,-0.0627611,"('doubtful', 'determined')",-0.1450023,-0.0627611,0.0822412
68,-1.2595259,-1.2718539,"('dependent', 'independent')",-1.2595259,-1.2718539,-0.012328
69,-2.1248367,-2.1192214,"('lazy', 'industrious')",-2.1248367,-2.1192214,0.0056153
70,1.3185782,1.3484691,"('lethargic', 'energetic')",1.3185782,1.3484691,0.0298909
71,0.594298,0.61645687,"('diffident', 'self-confident')",0.594298,0.6164569,0.0221589
72,0.5892426,0.65657383,"('unambitious', 'ambitious')",0.5892426,0.6565738,0.0673312
73,-3.6135209,-3.5653226,"('helpless', 'self-reliant')",-3.6135209,-3.5653226,0.0481983
74,0.53288853,0.3802739,"('undedicated', 'dedicated')",0.5328885,0.3802739,-0.1526146
75,-1.1295296,-1.0470332,"('meek', 'impulsive')",-1.1295296,-1.0470332,0.0824964
76,0.36120132,0.35849026,"('anxious', 'daring')",0.3612013,0.3584903,-0.002711
77,-0.99072653,-0.7905807,"('unmotivated', 'motivated')",-0.9907265,-0.7905807,0.2001458
78,-0.44089043,-0.4737653,"('nonresilient', 'resilient')",-0.4408904,-0.4737653,-0.0328749
79,-0.6219008,-0.6042383,"('wavering', 'unwavering')",-0.6219008,-0.6042383,0.0176625
80,0.12613912,0.122605234,"('dominated', 'dominating')",0.1261391,0.1226052,-0.0035339
81,-0.012505077,0.089281775,"('submissive', 'aggressive')",-0.0125051,0.0892818,0.1017869
82,6.7251534,6.653644,"('poor', 'rich')",6.7251534,6.6536441,-0.0715093
83,-0.563853,-0.52570117,"('powerless', 'powerful')",-0.563853,-0.5257012,0.0381518
84,-0.10188185,-0.19013909,"('inferior', 'superior')",-0.1018818,-0.1901391,-0.0882573
85,-1.0570831,-1.1312803,"('insignificant', 'prestigious')",-1.0570831,-1.1312803,-0.0741972
86,0.7553294,0.6829135,"('uninfluential', 'influential')",0.7553294,0.6829135,-0.0724159
87,0.24520442,0.27795786,"('unsuccessful', 'successful')",0.2452044,0.2779579,0.0327535
88,0.68942904,0.5776004,"('low', 'eminent')",0.689429,0.5776004,-0.1118286
