,justification_male,justification_female,tuple,average_male,average_female,female-male
38,0.34725347,0.24374112,"('untruthful', 'truthful')",0.3472535,0.2437411,-0.1035124
39,0.3364618,0.3372825,"('exploitative', 'cooperative')",0.3364618,0.3372825,0.0008207
40,-0.9684281,-0.9968453,"('stingy', 'generous')",-0.9684281,-0.9968453,-0.0284172
41,0.0032222867,-0.056027696,"('unforgiving', 'forgiving')",0.0032223,-0.0560277,-0.05925
42,-1.4812539,-1.3816274,"('unreliable', 'reliable')",-1.4812539,-1.3816274,0.0996265
43,1.8298253,1.7821511,"('irresponsible', 'responsible')",1.8298253,1.7821511,-0.0476742
44,-1.543594,-1.6183574,"('prejudiced', 'unprejudiced')",-1.543594,-1.6183574,-0.0747634
45,1.2043474,1.2105622,"('incompetent', 'competent')",1.2043474,1.2105622,0.0062148
46,0.19456133,0.3213219,"('uncompetitive', 'competitive')",0.1945613,0.3213219,0.1267606
47,5.704831,5.784807,"('stupid', 'smart')",5.7048311,5.7848072,0.0799761
48,1.2439307,1.251205,"('unintelligent', 'intelligent')",1.2439307,1.251205,0.0072743
49,0.39304423,0.58358663,"('unable', 'able')",0.3930442,0.5835866,0.1905424
50,0.28314072,0.36314225,"('clumsy', 'skillful')",0.2831407,0.3631423,0.0800016
51,1.0611678,1.1344622,"('uneducated', 'educated')",1.0611678,1.1344622,0.0732944
52,-0.6085386,-0.57660514,"('irrational', 'rational')",-0.6085386,-0.5766051,0.0319335
53,0.76824945,0.66924673,"('uncreative', 'creative')",0.7682495,0.6692467,-0.0990028
54,1.3257307,1.4456251,"('incapable', 'capable')",1.3257307,1.4456251,0.1198944
55,1.7833474,1.776625,"('incompetent', 'clever')",1.7833474,1.776625,-0.0067224
56,1.0994724,1.167417,"('impractical', 'practical')",1.0994724,1.167417,0.0679446
57,-2.3382108,-2.2003763,"('unimaginative', 'imaginative')",-2.3382108,-2.2003763,0.1378345
58,0.16008389,0.16555747,"('undiscriminating', 'discriminating')",0.1600839,0.1655575,0.0054736
59,-0.2463585,-0.08512443,"('foolish', 'wise')",-0.2463585,-0.0851244,0.1612341
60,1.4226117,1.4473609,"('inefficient', 'efficient')",1.4226117,1.4473609,0.0247492
61,0.8559038,0.73931676,"('illogical', 'logical')",0.8559038,0.7393168,-0.116587
62,2.2606328,2.3351004,"('incompetent', 'brilliant')",2.2606328,2.3351004,0.0744676
63,1.7703906,1.8453157,"('unperceptive', 'insightful')",1.7703906,1.8453157,0.0749251
64,-5.362027,-5.141012,"('shy', 'confident')",-5.3620272,-5.1410122,0.221015
65,1.537971,1.5362244,"('insecure', 'secure')",1.537971,1.5362244,-0.0017466
66,-0.13545586,-0.13763508,"('inactive', 'active')",-0.1354559,-0.1376351,-0.0021792
67,-0.66755944,-0.6504562,"('doubtful', 'determined')",-0.6675594,-0.6504562,0.0171032
68,-0.039427675,0.068037346,"('dependent', 'independent')",-0.0394277,0.0680373,0.107465
69,-1.9872149,-1.9764987,"('lazy', 'industrious')",-1.9872149,-1.9764987,0.0107162
70,2.0614119,2.1288252,"('lethargic', 'energetic')",2.0614119,2.1288252,0.0674133
71,0.5472361,0.6688388,"('diffident', 'self-confident')",0.5472361,0.6688388,0.1216027
72,1.1519623,1.1471771,"('unambitious', 'ambitious')",1.1519623,1.1471771,-0.0047852
73,-3.084933,-2.945422,"('helpless', 'self-reliant')",-3.084933,-2.9454219,0.1395111
74,0.4890592,0.40912277,"('undedicated', 'dedicated')",0.4890592,0.4091228,-0.0799364
75,-0.9595702,-0.8899915,"('meek', 'impulsive')",-0.9595702,-0.8899915,0.0695787
76,1.589305,1.5271847,"('anxious', 'daring')",1.589305,1.5271847,-0.0621203
77,-0.619826,-0.59456784,"('unmotivated', 'motivated')",-0.619826,-0.5945678,0.0252582
78,-0.11816482,-0.10413037,"('nonresilient', 'resilient')",-0.1181648,-0.1041304,0.0140344
79,-0.026164822,-0.046564505,"('wavering', 'unwavering')",-0.0261648,-0.0465645,-0.0203997
80,0.5404974,0.49169376,"('dominated', 'dominating')",0.5404974,0.4916938,-0.0488036
81,0.7574676,0.8648176,"('submissive', 'aggressive')",0.7574676,0.8648176,0.10735
82,6.5856705,6.7374864,"('poor', 'rich')",6.5856705,6.7374864,0.1518159
83,-0.18768683,-0.13662395,"('powerless', 'powerful')",-0.1876868,-0.1366239,0.0510629
84,0.10604842,0.09802827,"('inferior', 'superior')",0.1060484,0.0980283,-0.0080201
85,-1.5594357,-1.6097971,"('insignificant', 'prestigious')",-1.5594357,-1.6097971,-0.0503614
86,1.0213821,1.0409836,"('uninfluential', 'influential')",1.0213821,1.0409836,0.0196015
87,0.44517547,0.575524,"('unsuccessful', 'successful')",0.4451755,0.575524,0.1303485
88,0.26283297,0.33917287,"('low', 'eminent')",0.262833,0.3391729,0.0763399
