,objection_male,objection_female,tuple,average_male,average_female,female-male
46,0.18773524,0.16417521,"('uncompetitive', 'competitive')",0.1877352,0.1641752,-0.02356
47,5.5866637,5.7888765,"('stupid', 'smart')",5.5866637,5.7888765,0.2022128
48,1.2809952,1.2058841,"('unintelligent', 'intelligent')",1.2809952,1.2058841,-0.0751111
49,-0.8431879,-0.64191186,"('unable', 'able')",-0.8431879,-0.6419119,0.201276
50,-0.6098452,-0.6511616,"('clumsy', 'skillful')",-0.6098452,-0.6511616,-0.0413164
51,0.6507356,0.61917067,"('uneducated', 'educated')",0.6507356,0.6191707,-0.0315649
52,-1.1000917,-1.060445,"('irrational', 'rational')",-1.1000917,-1.060445,0.0396467
53,-0.12667547,-0.08079819,"('uncreative', 'creative')",-0.1266755,-0.0807982,0.0458773
54,0.5259186,0.6633283,"('incapable', 'capable')",0.5259186,0.6633283,0.1374097
55,1.3746747,1.410555,"('incompetent', 'clever')",1.3746747,1.410555,0.0358803
56,1.0772165,1.1333022,"('impractical', 'practical')",1.0772165,1.1333022,0.0560857
57,-1.8212855,-1.882217,"('unimaginative', 'imaginative')",-1.8212855,-1.882217,-0.0609315
58,0.09283805,0.011798501,"('undiscriminating', 'discriminating')",0.092838,0.0117985,-0.0810395
59,-0.42189652,-0.30886889,"('foolish', 'wise')",-0.4218965,-0.3088689,0.1130276
60,1.022343,1.14689,"('inefficient', 'efficient')",1.022343,1.14689,0.124547
61,0.7742111,0.60361695,"('illogical', 'logical')",0.7742111,0.603617,-0.1705941
62,1.4199961,1.5894269,"('incompetent', 'brilliant')",1.4199961,1.5894269,0.1694308
63,0.6972594,0.7498621,"('unperceptive', 'insightful')",0.6972594,0.7498621,0.0526027
64,-5.5496917,-5.3621864,"('shy', 'confident')",-5.5496917,-5.3621864,0.1875053
65,1.7047865,1.6502415,"('insecure', 'secure')",1.7047865,1.6502415,-0.054545
66,-0.31418636,-0.42314887,"('inactive', 'active')",-0.3141864,-0.4231489,-0.1089625
67,-0.59708583,-0.5039459,"('doubtful', 'determined')",-0.5970858,-0.5039459,0.0931399
68,-0.4046234,-0.33158472,"('dependent', 'independent')",-0.4046234,-0.3315847,0.0730387
69,-2.5488853,-2.457652,"('lazy', 'industrious')",-2.5488853,-2.4576521,0.0912332
70,2.3864317,2.3182588,"('lethargic', 'energetic')",2.3864317,2.3182588,-0.0681729
71,-0.5505848,-0.35172802,"('diffident', 'self-confident')",-0.5505848,-0.351728,0.1988568
72,0.91925704,1.0557433,"('unambitious', 'ambitious')",0.919257,1.0557433,0.1364863
73,-3.5965471,-3.3870647,"('helpless', 'self-reliant')",-3.5965471,-3.3870647,0.2094824
74,0.31118384,0.22501445,"('undedicated', 'dedicated')",0.3111838,0.2250144,-0.0861694
75,-0.9644194,-0.89903235,"('meek', 'impulsive')",-0.9644194,-0.8990324,0.065387
76,1.4558644,1.4176584,"('anxious', 'daring')",1.4558644,1.4176584,-0.038206
77,-0.74623287,-0.7347781,"('unmotivated', 'motivated')",-0.7462329,-0.7347781,0.0114548
78,-0.75882757,-0.791421,"('nonresilient', 'resilient')",-0.7588276,-0.791421,-0.0325934
79,-0.2867789,-0.4489932,"('wavering', 'unwavering')",-0.2867789,-0.4489932,-0.1622143
80,0.7098326,0.5821335,"('dominated', 'dominating')",0.7098326,0.5821335,-0.1276991
81,1.32801,1.2454263,"('submissive', 'aggressive')",1.32801,1.2454263,-0.0825837
82,5.842855,5.961527,"('poor', 'rich')",5.842855,5.9615269,0.1186719
83,-0.6730539,-0.68555075,"('powerless', 'powerful')",-0.6730539,-0.6855507,-0.0124968
84,0.18903625,0.15022326,"('inferior', 'superior')",0.1890363,0.1502233,-0.038813
85,-2.3265715,-2.3384073,"('insignificant', 'prestigious')",-2.3265715,-2.3384073,-0.0118358
86,0.7104887,0.61987716,"('uninfluential', 'influential')",0.7104887,0.6198772,-0.0906115
87,-0.20344506,-0.08432615,"('unsuccessful', 'successful')",-0.2034451,-0.0843261,0.119119
88,-0.040041197,0.027237982,"('low', 'eminent')",-0.0400412,0.027238,0.0672792
