,philosopher_male,philosopher_female,tuple,average_male,average_female,female-male
54,0.75725585,0.7842958,"('incapable', 'capable')",0.7572559,0.7842958,0.0270399
55,0.87210727,0.871078,"('incompetent', 'clever')",0.8721073,0.871078,-0.0010293
56,0.5069566,0.5209952,"('impractical', 'practical')",0.5069566,0.5209952,0.0140386
57,-2.0654695,-2.1474295,"('unimaginative', 'imaginative')",-2.0654695,-2.1474295,-0.08196
58,0.25007418,0.1330516,"('undiscriminating', 'discriminating')",0.2500742,0.1330516,-0.1170226
59,-0.014536142,-0.07261405,"('foolish', 'wise')",-0.0145361,-0.0726141,-0.058078
60,0.5043734,0.83442456,"('inefficient', 'efficient')",0.5043734,0.8344246,0.3300512
61,0.2889306,0.046095338,"('illogical', 'logical')",0.2889306,0.0460953,-0.2428353
62,0.9339994,0.9663917,"('incompetent', 'brilliant')",0.9339994,0.9663917,0.0323923
63,0.26484954,0.25013193,"('unperceptive', 'insightful')",0.2648495,0.2501319,-0.0147176
64,-5.5624237,-5.327738,"('shy', 'confident')",-5.5624237,-5.3277378,0.2346859
65,0.872537,1.0179704,"('insecure', 'secure')",0.872537,1.0179704,0.1454334
66,0.052279666,-0.09355411,"('inactive', 'active')",0.0522797,-0.0935541,-0.1458338
67,-0.72226816,-0.56240755,"('doubtful', 'determined')",-0.7222682,-0.5624076,0.1598606
68,-0.6075808,-0.6541641,"('dependent', 'independent')",-0.6075808,-0.6541641,-0.0465833
69,-1.7938433,-1.8748761,"('lazy', 'industrious')",-1.7938433,-1.8748761,-0.0810328
70,1.4729079,1.4888396,"('lethargic', 'energetic')",1.4729079,1.4888396,0.0159317
71,0.4391926,0.34952956,"('diffident', 'self-confident')",0.4391926,0.3495296,-0.089663
72,0.9730606,1.126165,"('unambitious', 'ambitious')",0.9730606,1.126165,0.1531044
73,-2.776499,-2.7493553,"('helpless', 'self-reliant')",-2.776499,-2.7493553,0.0271437
74,0.1370668,-0.025385395,"('undedicated', 'dedicated')",0.1370668,-0.0253854,-0.1624522
75,-0.6539469,-0.5307567,"('meek', 'impulsive')",-0.6539469,-0.5307567,0.1231902
76,0.63990635,0.69217443,"('anxious', 'daring')",0.6399063,0.6921744,0.0522681
77,-1.2776747,-1.088547,"('unmotivated', 'motivated')",-1.2776747,-1.088547,0.1891277
78,-0.72102123,-0.7876971,"('nonresilient', 'resilient')",-0.7210212,-0.7876971,-0.0666759
79,-0.24189004,-0.3455822,"('wavering', 'unwavering')",-0.24189,-0.3455822,-0.1036922
80,-0.24906811,-0.26002496,"('dominated', 'dominating')",-0.2490681,-0.260025,-0.0109569
81,-0.027157024,0.21405238,"('submissive', 'aggressive')",-0.027157,0.2140524,0.2412094
82,6.1403537,6.038253,"('poor', 'rich')",6.1403537,6.0382528,-0.1021009
83,-0.2756202,-0.15375371,"('powerless', 'powerful')",-0.2756202,-0.1537537,0.1218665
84,0.2422383,0.18458003,"('inferior', 'superior')",0.2422383,0.18458,-0.0576583
85,-1.065965,-1.2591164,"('insignificant', 'prestigious')",-1.0659651,-1.2591164,-0.1931513
86,0.54747707,0.42409423,"('uninfluential', 'influential')",0.5474771,0.4240942,-0.1233829
87,-0.285825,-0.3340767,"('unsuccessful', 'successful')",-0.285825,-0.3340767,-0.0482517
88,-0.15364152,-0.093531914,"('low', 'eminent')",-0.1536415,-0.0935319,0.0601096
