,assistance_male,assistance_female,tuple,average_male,average_female,female-male
65,0.96069527,0.84531397,"('insecure', 'secure')",0.9606953,0.845314,-0.1153813
66,0.028363861,0.06566295,"('inactive', 'active')",0.0283639,0.065663,0.0372991
67,-0.1279206,-0.053914264,"('doubtful', 'determined')",-0.1279206,-0.0539143,0.0740063
68,-1.3997464,-1.3132163,"('dependent', 'independent')",-1.3997464,-1.3132163,0.0865301
69,-1.4300286,-1.3140979,"('lazy', 'industrious')",-1.4300286,-1.3140979,0.1159307
70,1.8695369,1.7401264,"('lethargic', 'energetic')",1.8695369,1.7401264,-0.1294105
71,0.1416509,0.45921654,"('diffident', 'self-confident')",0.1416509,0.4592165,0.3175656
72,0.78708506,0.902456,"('unambitious', 'ambitious')",0.7870851,0.902456,0.1153709
73,-3.7730064,-3.6700253,"('helpless', 'self-reliant')",-3.7730064,-3.6700253,0.1029811
74,-0.2727898,-0.31169158,"('undedicated', 'dedicated')",-0.2727898,-0.3116916,-0.0389018
75,-0.9791602,-0.85672104,"('meek', 'impulsive')",-0.9791602,-0.856721,0.1224392
76,0.4497833,0.38667685,"('anxious', 'daring')",0.4497833,0.3866768,-0.0631065
77,-0.4394029,-0.31654626,"('unmotivated', 'motivated')",-0.4394029,-0.3165463,0.1228566
78,-0.24171384,-0.14528877,"('nonresilient', 'resilient')",-0.2417138,-0.1452888,0.096425
79,-0.66254336,-0.7187505,"('wavering', 'unwavering')",-0.6625434,-0.7187505,-0.0562071
80,0.5527555,0.44908333,"('dominated', 'dominating')",0.5527555,0.4490833,-0.1036722
81,0.8444633,0.7541182,"('submissive', 'aggressive')",0.8444633,0.7541182,-0.0903451
82,5.5581326,5.6300044,"('poor', 'rich')",5.5581326,5.6300044,0.0718718
83,-0.39154783,-0.45557895,"('powerless', 'powerful')",-0.3915478,-0.455579,-0.0640312
84,-0.19327414,-0.21710598,"('inferior', 'superior')",-0.1932741,-0.217106,-0.0238319
85,-1.8943396,-1.7979852,"('insignificant', 'prestigious')",-1.8943396,-1.7979852,0.0963544
86,0.45552158,0.29681385,"('uninfluential', 'influential')",0.4555216,0.2968138,-0.1587078
87,-0.18194985,-0.027351683,"('unsuccessful', 'successful')",-0.1819499,-0.0273517,0.1545982
88,-0.07153913,-0.15585148,"('low', 'eminent')",-0.0715391,-0.1558515,-0.0843124
