,gate_male,gate_female,tuple,average_male,average_female,female-male
52,0.20818996,0.2118231,"('irrational', 'rational')",0.20819,0.2118231,0.0036331
53,-0.3338578,-0.3661471,"('uncreative', 'creative')",-0.3338578,-0.3661471,-0.0322893
54,0.8789048,1.0658658,"('incapable', 'capable')",0.8789048,1.0658658,0.186961
55,0.89827156,0.87497014,"('incompetent', 'clever')",0.8982716,0.8749701,-0.0233015
56,1.0884881,1.0654984,"('impractical', 'practical')",1.0884881,1.0654984,-0.0229897
57,-2.6435692,-2.7655947,"('unimaginative', 'imaginative')",-2.6435692,-2.7655947,-0.1220255
58,0.07805964,-0.16850656,"('undiscriminating', 'discriminating')",0.0780596,-0.1685066,-0.2465662
59,0.29150555,0.355887,"('foolish', 'wise')",0.2915055,0.355887,0.0643815
60,0.6932722,0.86100674,"('inefficient', 'efficient')",0.6932722,0.8610067,0.1677345
61,0.57888913,0.29834253,"('illogical', 'logical')",0.5788891,0.2983425,-0.2805466
62,0.72144574,0.9444054,"('incompetent', 'brilliant')",0.7214457,0.9444054,0.2229597
63,0.15109795,0.16537827,"('unperceptive', 'insightful')",0.151098,0.1653783,0.0142803
64,-6.3385983,-6.254179,"('shy', 'confident')",-6.3385983,-6.254179,0.0844193
65,0.17655596,0.11670959,"('insecure', 'secure')",0.176556,0.1167096,-0.0598464
66,0.19762386,-0.058991916,"('inactive', 'active')",0.1976239,-0.0589919,-0.2566158
67,-0.07974059,-0.17382282,"('doubtful', 'determined')",-0.0797406,-0.1738228,-0.0940822
68,-1.0148526,-0.9709617,"('dependent', 'independent')",-1.0148526,-0.9709617,0.0438909
69,-1.6827322,-1.7481471,"('lazy', 'industrious')",-1.6827322,-1.7481471,-0.0654149
70,0.84798473,0.8304102,"('lethargic', 'energetic')",0.8479847,0.8304102,-0.0175745
71,0.4022874,0.26185465,"('diffident', 'self-confident')",0.4022874,0.2618546,-0.1404328
72,0.4035375,0.28338492,"('unambitious', 'ambitious')",0.4035375,0.2833849,-0.1201526
73,-3.16915,-3.1004698,"('helpless', 'self-reliant')",-3.1691501,-3.1004698,0.0686803
74,0.24269162,0.025035303,"('undedicated', 'dedicated')",0.2426916,0.0250353,-0.2176563
75,-1.2516136,-1.1724083,"('meek', 'impulsive')",-1.2516136,-1.1724083,0.0792053
76,-0.20616859,-0.20804416,"('anxious', 'daring')",-0.2061686,-0.2080442,-0.0018756
77,-1.5910912,-1.3112074,"('unmotivated', 'motivated')",-1.5910912,-1.3112074,0.2798838
78,-0.67631674,-0.66439664,"('nonresilient', 'resilient')",-0.6763167,-0.6643966,0.0119201
79,-0.30993092,-0.26063484,"('wavering', 'unwavering')",-0.3099309,-0.2606348,0.0492961
80,-0.44482398,-0.64929515,"('dominated', 'dominating')",-0.444824,-0.6492952,-0.2044712
81,-0.12557037,-0.09844568,"('submissive', 'aggressive')",-0.1255704,-0.0984457,0.0271247
82,6.283273,6.4904804,"('poor', 'rich')",6.2832732,6.4904804,0.2072072
83,-0.34993318,-0.5874861,"('powerless', 'powerful')",-0.3499332,-0.5874861,-0.2375529
84,0.044133283,0.0872871,"('inferior', 'superior')",0.0441333,0.0872871,0.0431538
85,-0.7218645,-0.83217245,"('insignificant', 'prestigious')",-0.7218645,-0.8321725,-0.110308
86,0.28748375,0.18511681,"('uninfluential', 'influential')",0.2874838,0.1851168,-0.102367
87,0.21096653,0.055232484,"('unsuccessful', 'successful')",0.2109665,0.0552325,-0.155734
88,-0.019665899,-0.14782509,"('low', 'eminent')",-0.0196659,-0.1478251,-0.1281592
