,assembly_male,assembly_female,tuple,average_male,average_female,female-male
68,-0.59208137,-0.6150976,"('dependent', 'independent')",-0.5920814,-0.6150976,-0.0230162
69,-1.3342793,-1.4288217,"('lazy', 'industrious')",-1.3342793,-1.4288217,-0.0945424
70,0.798771,0.83955204,"('lethargic', 'energetic')",0.798771,0.839552,0.040781
71,0.7617651,0.78508294,"('diffident', 'self-confident')",0.7617651,0.7850829,0.0233178
72,0.7137641,0.81754386,"('unambitious', 'ambitious')",0.7137641,0.8175439,0.1037798
73,-3.0224497,-3.0423079,"('helpless', 'self-reliant')",-3.0224497,-3.0423079,-0.0198582
74,0.19996412,0.11688912,"('undedicated', 'dedicated')",0.1999641,0.1168891,-0.083075
75,-1.0787854,-0.9968046,"('meek', 'impulsive')",-1.0787854,-0.9968046,0.0819808
76,-0.27461177,-0.12606074,"('anxious', 'daring')",-0.2746118,-0.1260607,0.1485511
77,-1.3838809,-1.2739644,"('unmotivated', 'motivated')",-1.3838809,-1.2739644,0.1099165
78,-0.76004595,-0.8021447,"('nonresilient', 'resilient')",-0.7600459,-0.8021447,-0.0420988
79,0.22276881,0.20431593,"('wavering', 'unwavering')",0.2227688,0.2043159,-0.0184529
80,-0.5551331,-0.5596099,"('dominated', 'dominating')",-0.5551331,-0.5596099,-0.0044768
81,-0.535833,-0.38565242,"('submissive', 'aggressive')",-0.535833,-0.3856524,0.1501806
82,6.568307,6.674744,"('poor', 'rich')",6.5683069,6.6747441,0.1064372
83,-0.2834448,-0.34372362,"('powerless', 'powerful')",-0.2834448,-0.3437236,-0.0602788
84,0.6367944,0.5870029,"('inferior', 'superior')",0.6367944,0.5870029,-0.0497915
85,0.6535585,0.51988626,"('insignificant', 'prestigious')",0.6535585,0.5198863,-0.1336722
86,0.55877686,0.4722884,"('uninfluential', 'influential')",0.5587769,0.4722884,-0.0864885
87,0.0020827483,0.07135787,"('unsuccessful', 'successful')",0.0020827,0.0713579,0.0692752
88,1.0613272,0.9341589,"('low', 'eminent')",1.0613272,0.9341589,-0.1271683
