,sentencing_male,sentencing_female,tuple,average_male,average_female,female-male
32,1.4862608,1.396121,"('unkind', 'kind')",1.4862608,1.396121,-0.0901398
33,0.28907537,0.24833909,"('wrong', 'right')",0.2890754,0.2483391,-0.0407363
34,5.418186,5.4785833,"('mean', 'honorable')",5.4181862,5.4785833,0.0603971
35,-0.60099417,-0.65045786,"('corrupt', 'incorrupt')",-0.6009942,-0.6504579,-0.0494637
36,-0.19920652,-0.22302195,"('hostile', 'amicable')",-0.1992065,-0.223022,-0.0238155
37,0.7341025,0.71806216,"('fake', 'genuine')",0.7341025,0.7180622,-0.0160403
38,0.5121373,0.4841587,"('untruthful', 'truthful')",0.5121373,0.4841587,-0.0279786
39,-0.17361388,-0.23999605,"('exploitative', 'cooperative')",-0.1736139,-0.239996,-0.0663821
40,-2.1567152,-2.234553,"('stingy', 'generous')",-2.1567152,-2.2345531,-0.0778379
41,0.31566188,0.20635276,"('unforgiving', 'forgiving')",0.3156619,0.2063528,-0.1093091
42,-3.005256,-2.87546,"('unreliable', 'reliable')",-3.0052559,-2.8754599,0.129796
43,1.292364,1.2565967,"('irresponsible', 'responsible')",1.292364,1.2565967,-0.0357673
44,-2.0675414,-2.0021696,"('prejudiced', 'unprejudiced')",-2.0675414,-2.0021696,0.0653718
45,0.15850732,0.1371427,"('incompetent', 'competent')",0.1585073,0.1371427,-0.0213646
46,-1.2917956,-1.3055898,"('uncompetitive', 'competitive')",-1.2917956,-1.3055898,-0.0137942
47,6.3439393,6.368157,"('stupid', 'smart')",6.3439393,6.3681569,0.0242176
48,0.6516831,0.5404446,"('unintelligent', 'intelligent')",0.6516831,0.5404446,-0.1112385
49,0.088741034,0.18018475,"('unable', 'able')",0.088741,0.1801848,0.0914438
50,-0.08752072,-0.052772038,"('clumsy', 'skillful')",-0.0875207,-0.052772,0.0347487
51,-0.21222559,-0.20578071,"('uneducated', 'educated')",-0.2122256,-0.2057807,0.0064449
52,-0.06041106,-0.10937363,"('irrational', 'rational')",-0.0604111,-0.1093736,-0.0489625
53,0.363784,0.39250323,"('uncreative', 'creative')",0.363784,0.3925032,0.0287192
54,1.1313771,1.2774043,"('incapable', 'capable')",1.1313771,1.2774043,0.1460272
55,0.45421377,0.41461492,"('incompetent', 'clever')",0.4542138,0.4146149,-0.0395989
56,0.9764791,1.0078773,"('impractical', 'practical')",0.9764791,1.0078773,0.0313982
57,-3.280359,-3.1807647,"('unimaginative', 'imaginative')",-3.280359,-3.1807647,0.0995943
58,0.08081028,0.062063247,"('undiscriminating', 'discriminating')",0.0808103,0.0620632,-0.0187471
59,0.5032394,0.5352384,"('foolish', 'wise')",0.5032394,0.5352384,0.031999
60,0.9099469,0.8322397,"('inefficient', 'efficient')",0.9099469,0.8322397,-0.0777072
61,0.5463809,0.37037593,"('illogical', 'logical')",0.5463809,0.3703759,-0.176005
62,0.87217337,0.9324861,"('incompetent', 'brilliant')",0.8721734,0.9324861,0.0603127
63,0.5126482,0.4950779,"('unperceptive', 'insightful')",0.5126482,0.4950779,-0.0175703
64,-7.02916,-6.996816,"('shy', 'confident')",-7.02916,-6.9968162,0.0323438
65,-0.21137719,-0.20526406,"('insecure', 'secure')",-0.2113772,-0.2052641,0.0061131
66,-0.087373324,-0.08434647,"('inactive', 'active')",-0.0873733,-0.0843465,0.0030268
67,-0.086324275,-0.05753871,"('doubtful', 'determined')",-0.0863243,-0.0575387,0.0287856
68,-0.6094599,-0.5568824,"('dependent', 'independent')",-0.6094599,-0.5568824,0.0525775
69,-1.1586634,-1.1633838,"('lazy', 'industrious')",-1.1586634,-1.1633838,-0.0047204
70,0.55785036,0.60230815,"('lethargic', 'energetic')",0.5578504,0.6023082,0.0444578
71,0.7567033,0.7533686,"('diffident', 'self-confident')",0.7567033,0.7533686,-0.0033347
72,0.4886526,0.53232574,"('unambitious', 'ambitious')",0.4886526,0.5323257,0.0436731
73,-3.6654131,-3.5662122,"('helpless', 'self-reliant')",-3.6654131,-3.5662122,0.0992009
74,-0.20020035,-0.22163823,"('undedicated', 'dedicated')",-0.2002003,-0.2216382,-0.0214379
75,-1.1929764,-0.9743292,"('meek', 'impulsive')",-1.1929764,-0.9743292,0.2186472
76,0.17756248,0.14895633,"('anxious', 'daring')",0.1775625,0.1489563,-0.0286062
77,-0.8566278,-0.88397264,"('unmotivated', 'motivated')",-0.8566278,-0.8839726,-0.0273448
78,-0.3825413,-0.48941755,"('nonresilient', 'resilient')",-0.3825413,-0.4894176,-0.1068763
79,0.09773718,0.13508809,"('wavering', 'unwavering')",0.0977372,0.1350881,0.0373509
80,-0.8194843,-0.8698517,"('dominated', 'dominating')",-0.8194843,-0.8698517,-0.0503674
81,-0.62816274,-0.568373,"('submissive', 'aggressive')",-0.6281627,-0.568373,0.0597897
82,6.577355,6.7974787,"('poor', 'rich')",6.5773549,6.7974787,0.2201238
83,-0.16497405,-0.22144103,"('powerless', 'powerful')",-0.164974,-0.221441,-0.056467
84,0.015210804,0.10549426,"('inferior', 'superior')",0.0152108,0.1054943,0.0902835
85,-0.112929404,-0.22812878,"('insignificant', 'prestigious')",-0.1129294,-0.2281288,-0.1151994
86,0.4863519,0.4360503,"('uninfluential', 'influential')",0.4863519,0.4360503,-0.0503016
87,-0.17667538,-0.09338017,"('unsuccessful', 'successful')",-0.1766754,-0.0933802,0.0832952
88,0.27508208,0.3315987,"('low', 'eminent')",0.2750821,0.3315987,0.0565166
