,accelerant_male,accelerant_female,tuple,average_male,average_female,female-male
73,-0.20571359,-0.22239132,"('helpless', 'self-reliant')",-0.2057136,-0.2223913,-0.0166777
74,-0.23047313,-0.24290703,"('undedicated', 'dedicated')",-0.2304731,-0.242907,-0.0124339
75,0.12360289,0.19005474,"('meek', 'impulsive')",0.1236029,0.1900547,0.0664518
76,-0.42139792,-0.43817466,"('anxious', 'daring')",-0.4213979,-0.4381747,-0.0167768
77,-0.5570487,-0.4577698,"('unmotivated', 'motivated')",-0.5570487,-0.4577698,0.0992789
78,0.39185375,0.5206831,"('nonresilient', 'resilient')",0.3918537,0.5206831,0.1288294
79,-0.28738573,-0.19037883,"('wavering', 'unwavering')",-0.2873857,-0.1903788,0.0970069
80,-0.40016827,-0.4979399,"('dominated', 'dominating')",-0.4001683,-0.4979399,-0.0977716
81,-0.6386092,-0.7390387,"('submissive', 'aggressive')",-0.6386092,-0.7390387,-0.1004295
82,1.1375284,1.153219,"('poor', 'rich')",1.1375284,1.153219,0.0156906
83,0.11050469,0.11632044,"('powerless', 'powerful')",0.1105047,0.1163204,0.0058157
84,0.22071502,0.15528941,"('inferior', 'superior')",0.220715,0.1552894,-0.0654256
85,0.7269386,0.8083957,"('insignificant', 'prestigious')",0.7269386,0.8083957,0.0814571
86,-1.1441021,-1.2067944,"('uninfluential', 'influential')",-1.1441021,-1.2067944,-0.0626923
87,0.25071675,0.20416588,"('unsuccessful', 'successful')",0.2507167,0.2041659,-0.0465508
88,0.11739131,0.076209,"('low', 'eminent')",0.1173913,0.076209,-0.0411823
