,jabil_male,jabil_female,tuple,inc_male,inc_female,average_male,average_female,female-male
47,3.675185e-05,0.13808423,"('stupid', 'smart')",5.359648,5.3369365,2.6798425,2.7375104,0.0576679
48,-0.47827592,-0.36446303,"('unintelligent', 'intelligent')",0.9830151,0.9314843,0.2523696,0.2835106,0.031141
49,-0.29414538,0.06395113,"('unable', 'able')",0.076926164,0.3675592,-0.1086096,0.2157552,0.3243648
50,0.65866166,0.9984867,"('clumsy', 'skillful')",0.14822914,0.316579,0.4034454,0.6575329,0.2540875
51,0.2289496,-0.046892468,"('uneducated', 'educated')",0.67013824,0.4551378,0.4495439,0.2041227,-0.2454212
52,0.4527089,0.23540479,"('irrational', 'rational')",-0.1532858,-0.45692956,0.1497115,-0.1107624,-0.2604739
53,-0.48925382,-0.66635865,"('uncreative', 'creative')",0.72877306,0.6355297,0.1197596,-0.0154145,-0.1351741
54,0.5528764,0.27973348,"('incapable', 'capable')",1.4566242,1.2604504,1.0047503,0.7700919,-0.2346584
55,-0.45446494,0.06337781,"('incompetent', 'clever')",0.37126404,0.4709007,-0.0416005,0.2671393,0.3087398
56,0.08372028,0.24188294,"('impractical', 'practical')",0.7995269,0.70166606,0.4416236,0.4717745,0.0301509
57,-0.1253061,-0.090904124,"('unimaginative', 'imaginative')",-1.9024266,-2.0437472,-1.0138663,-1.0673257,-0.0534594
58,1.2545857,1.2011194,"('undiscriminating', 'discriminating')",0.22271174,0.12589625,0.7386488,0.6635078,-0.075141
59,1.2463218,1.1748517,"('foolish', 'wise')",0.4527949,0.45947975,0.8495584,0.8171657,-0.0323927
60,-0.62188625,-0.17948137,"('inefficient', 'efficient')",0.29636365,0.5627174,-0.1627613,0.191618,0.3543793
61,-0.06999889,-0.12411429,"('illogical', 'logical')",0.3433568,0.06518395,0.1366789,-0.0294652,-0.1661441
62,0.43721437,0.7038876,"('incompetent', 'brilliant')",1.030655,1.2092845,0.7339347,0.9565861,0.2226514
63,-0.24370411,-0.2294914,"('unperceptive', 'insightful')",1.1654462,1.3514148,0.460871,0.5609617,0.1000907
64,-0.51978236,-0.39228398,"('shy', 'confident')",-6.1974607,-6.012608,-3.3586216,-3.202446,0.1561756
65,-0.5630716,-0.16300756,"('insecure', 'secure')",-0.425845,-0.19872305,-0.4944583,-0.1808653,0.313593
66,-0.91721714,-1.0325068,"('inactive', 'active')",0.5331992,0.40126494,-0.192009,-0.315621,-0.123612
67,-1.0096697,-0.9924564,"('doubtful', 'determined')",0.18392818,0.10335966,-0.4128707,-0.4445484,-0.0316777
68,-0.23450744,-0.21787207,"('dependent', 'independent')",-0.56651956,-0.5373209,-0.4005135,-0.3775965,0.022917
69,0.46471348,0.14030349,"('lazy', 'industrious')",-0.29573512,-0.50820094,0.0844892,-0.1839487,-0.2684379
70,0.61897385,0.70568186,"('lethargic', 'energetic')",1.1238713,1.3081036,0.8714226,1.0068927,0.1354701
71,-0.28255263,-0.5574024,"('diffident', 'self-confident')",0.5403334,0.44355133,0.1288904,-0.0569255,-0.1858159
72,-0.6092814,-0.5241485,"('unambitious', 'ambitious')",-0.64425904,-0.5713472,-0.6267703,-0.5477479,0.0790224
73,0.7568369,0.8883218,"('helpless', 'self-reliant')",-2.7277489,-2.572177,-0.985456,-0.8419275,0.1435285
74,0.006134879,0.13100515,"('undedicated', 'dedicated')",0.2522582,0.09796756,0.1291965,0.1144864,-0.0147101
75,0.091731966,-0.30265442,"('meek', 'impulsive')",-0.43182445,-0.6257146,-0.1700462,-0.4641845,-0.2941383
76,-0.080022044,0.26804522,"('anxious', 'daring')",0.6507898,0.99520904,0.2853839,0.6316271,0.3462432
77,-1.0306348,-0.82073903,"('unmotivated', 'motivated')",-0.61862344,-0.4258384,-0.8246291,-0.6232888,0.2013403
78,-0.21761091,0.005961854,"('nonresilient', 'resilient')",0.3673043,0.784032,0.0748467,0.3949969,0.3201502
79,0.39876494,-0.22866094,"('wavering', 'unwavering')",0.19281456,-0.15054111,0.2957897,-0.189601,-0.4853907
80,0.33468956,0.35859212,"('dominated', 'dominating')",-0.80758077,-0.68509156,-0.2364456,-0.1632497,0.0731959
81,-0.78249794,-0.63499075,"('submissive', 'aggressive')",-0.034565262,0.12520002,-0.4085316,-0.2548954,0.1536362
82,0.074240506,-0.18270916,"('poor', 'rich')",5.977485,5.8590217,3.0258629,2.8381562,-0.1877067
83,-0.08804791,-0.20873007,"('powerless', 'powerful')",-0.7763653,-0.75606185,-0.4322066,-0.4823959,-0.0501893
84,0.15183851,0.27100366,"('inferior', 'superior')",0.88012224,1.0094784,0.5159804,0.640241,0.1242606
85,1.1804309,0.45809275,"('insignificant', 'prestigious')",0.18402347,-0.28995338,0.6822272,0.0840697,-0.5981575
86,-0.5956366,-0.905536,"('uninfluential', 'influential')",0.08020558,-0.002376072,-0.2577155,-0.453956,-0.1962405
87,0.7153268,0.58131206,"('unsuccessful', 'successful')",1.2021399,1.3107939,0.9587333,0.946053,-0.0126803
88,0.90389377,0.2687587,"('low', 'eminent')",1.3065721,0.84557194,1.105233,0.5571653,-0.5480677
