,action_male,action_female,tuple,average_male,average_female,female-male
36,-0.8691024,-0.94530624,"('hostile', 'amicable')",-0.8691024,-0.9453062,-0.0762038
37,1.0835046,1.0270783,"('fake', 'genuine')",1.0835046,1.0270783,-0.0564263
38,0.07635608,0.15378755,"('untruthful', 'truthful')",0.0763561,0.1537876,0.0774315
39,-0.14886615,-0.17494981,"('exploitative', 'cooperative')",-0.1488661,-0.1749498,-0.0260837
40,-2.6851192,-2.8742244,"('stingy', 'generous')",-2.6851192,-2.8742244,-0.1891052
41,-0.0086307,-0.074817814,"('unforgiving', 'forgiving')",-0.0086307,-0.0748178,-0.0661871
42,-2.5064528,-2.4762967,"('unreliable', 'reliable')",-2.5064528,-2.4762967,0.0301561
43,1.631747,1.6963689,"('irresponsible', 'responsible')",1.631747,1.6963689,0.0646219
44,-1.4322095,-1.430314,"('prejudiced', 'unprejudiced')",-1.4322095,-1.4303139,0.0018956
45,0.5622474,0.5050452,"('incompetent', 'competent')",0.5622474,0.5050452,-0.0572022
46,-0.3363172,-0.3142533,"('uncompetitive', 'competitive')",-0.3363172,-0.3142533,0.0220639
47,5.6626453,5.767575,"('stupid', 'smart')",5.6626453,5.7675748,0.1049295
48,0.5183256,0.49423102,"('unintelligent', 'intelligent')",0.5183256,0.494231,-0.0240946
49,0.19382232,0.26791593,"('unable', 'able')",0.1938223,0.2679159,0.0740936
50,-0.5332387,-0.5352044,"('clumsy', 'skillful')",-0.5332387,-0.5352044,-0.0019657
51,0.0779014,0.03161024,"('uneducated', 'educated')",0.0779014,0.0316102,-0.0462912
52,-0.98152894,-1.1352187,"('irrational', 'rational')",-0.9815289,-1.1352187,-0.1536898
53,-0.31183794,-0.35139388,"('uncreative', 'creative')",-0.3118379,-0.3513939,-0.039556
54,1.1417363,1.1975125,"('incapable', 'capable')",1.1417363,1.1975125,0.0557762
55,0.66116387,0.6412629,"('incompetent', 'clever')",0.6611639,0.6412629,-0.019901
56,1.1910038,1.2753361,"('impractical', 'practical')",1.1910038,1.2753361,0.0843323
57,-2.49156,-2.507684,"('unimaginative', 'imaginative')",-2.49156,-2.507684,-0.016124
58,0.032690905,-0.016019985,"('undiscriminating', 'discriminating')",0.0326909,-0.01602,-0.0487109
59,0.02306399,0.0012197038,"('foolish', 'wise')",0.023064,0.0012197,-0.0218443
60,0.9840776,1.0652238,"('inefficient', 'efficient')",0.9840776,1.0652238,0.0811462
61,0.49331653,0.34096134,"('illogical', 'logical')",0.4933165,0.3409613,-0.1523552
62,1.0000273,1.0870105,"('incompetent', 'brilliant')",1.0000273,1.0870105,0.0869832
63,0.60559356,0.6704332,"('unperceptive', 'insightful')",0.6055936,0.6704332,0.0648396
64,-6.194691,-6.2092505,"('shy', 'confident')",-6.1946912,-6.2092505,-0.0145593
65,0.25779957,0.27766857,"('insecure', 'secure')",0.2577996,0.2776686,0.019869
66,0.03171094,-0.0029557087,"('inactive', 'active')",0.0317109,-0.0029557,-0.0346666
67,-0.031342562,0.054898586,"('doubtful', 'determined')",-0.0313426,0.0548986,0.0862412
68,-0.7658662,-0.7770852,"('dependent', 'independent')",-0.7658662,-0.7770852,-0.011219
69,-1.9798491,-1.9995053,"('lazy', 'industrious')",-1.9798491,-1.9995053,-0.0196562
70,1.5059441,1.523738,"('lethargic', 'energetic')",1.5059441,1.523738,0.0177939
71,0.19765323,0.19535016,"('diffident', 'self-confident')",0.1976532,0.1953502,-0.002303
72,0.63790184,0.67076594,"('unambitious', 'ambitious')",0.6379018,0.6707659,0.0328641
73,-3.3149662,-3.3222134,"('helpless', 'self-reliant')",-3.3149662,-3.3222134,-0.0072472
74,0.13337934,0.116139695,"('undedicated', 'dedicated')",0.1333793,0.1161397,-0.0172396
75,-0.6902359,-0.6276549,"('meek', 'impulsive')",-0.6902359,-0.6276549,0.062581
76,0.59607613,0.639367,"('anxious', 'daring')",0.5960761,0.639367,0.0432909
77,-0.6808036,-0.5752486,"('unmotivated', 'motivated')",-0.6808036,-0.5752486,0.105555
78,-0.57435995,-0.6134881,"('nonresilient', 'resilient')",-0.57436,-0.6134881,-0.0391281
79,-0.12743793,-0.05726768,"('wavering', 'unwavering')",-0.1274379,-0.0572677,0.0701702
80,-0.21867067,-0.21970367,"('dominated', 'dominating')",-0.2186707,-0.2197037,-0.001033
81,0.28681314,0.4037524,"('submissive', 'aggressive')",0.2868131,0.4037524,0.1169393
82,6.1212907,6.2010455,"('poor', 'rich')",6.1212907,6.2010455,0.0797548
83,-0.19956294,-0.19040105,"('powerless', 'powerful')",-0.1995629,-0.190401,0.0091619
84,0.11157956,0.13446113,"('inferior', 'superior')",0.1115796,0.1344611,0.0228815
85,-1.0560685,-1.1061606,"('insignificant', 'prestigious')",-1.0560685,-1.1061606,-0.0500921
86,0.64763945,0.5562718,"('uninfluential', 'influential')",0.6476395,0.5562718,-0.0913677
87,-0.05801056,-0.02754014,"('unsuccessful', 'successful')",-0.0580106,-0.0275401,0.0304705
88,0.18439223,0.27017534,"('low', 'eminent')",0.1843922,0.2701753,0.0857831
