,image_male,image_female,tuple,average_male,average_female,female-male
54,1.395108,1.561727,"('incapable', 'capable')",1.395108,1.561727,0.166619
55,0.93224746,0.9648572,"('incompetent', 'clever')",0.9322475,0.9648572,0.0326097
56,0.821102,0.9468831,"('impractical', 'practical')",0.821102,0.9468831,0.1257811
57,-2.3409286,-2.1729376,"('unimaginative', 'imaginative')",-2.3409286,-2.1729376,0.167991
58,-0.09782187,-0.12614927,"('undiscriminating', 'discriminating')",-0.0978219,-0.1261493,-0.0283274
59,0.30521238,0.4223427,"('foolish', 'wise')",0.3052124,0.4223427,0.1171303
60,0.8507603,0.91515994,"('inefficient', 'efficient')",0.8507603,0.9151599,0.0643996
61,0.3052818,0.22451526,"('illogical', 'logical')",0.3052818,0.2245153,-0.0807665
62,1.5824118,1.8056101,"('incompetent', 'brilliant')",1.5824118,1.8056101,0.2231983
63,0.97453177,1.1248982,"('unperceptive', 'insightful')",0.9745318,1.1248982,0.1503664
64,-5.519738,-5.3766947,"('shy', 'confident')",-5.5197382,-5.3766947,0.1430435
65,0.82745564,0.8846378,"('insecure', 'secure')",0.8274556,0.8846378,0.0571822
66,-0.0632762,-0.077281244,"('inactive', 'active')",-0.0632762,-0.0772812,-0.014005
67,-0.59003574,-0.5725514,"('doubtful', 'determined')",-0.5900357,-0.5725514,0.0174843
68,-0.24432443,-0.1911368,"('dependent', 'independent')",-0.2443244,-0.1911368,0.0531876
69,-1.6117716,-1.6092267,"('lazy', 'industrious')",-1.6117716,-1.6092267,0.0025449
70,1.6429832,1.775107,"('lethargic', 'energetic')",1.6429832,1.775107,0.1321238
71,0.630625,0.81532407,"('diffident', 'self-confident')",0.630625,0.8153241,0.1846991
72,1.0382237,1.139602,"('unambitious', 'ambitious')",1.0382237,1.1396019,0.1013782
73,-2.809601,-2.666781,"('helpless', 'self-reliant')",-2.8096011,-2.6667809,0.1428202
74,0.154636,0.15668714,"('undedicated', 'dedicated')",0.154636,0.1566871,0.0020511
75,-0.7183482,-0.60256815,"('meek', 'impulsive')",-0.7183482,-0.6025681,0.1157801
76,1.0407755,0.9412372,"('anxious', 'daring')",1.0407755,0.9412372,-0.0995383
77,-1.0602978,-0.98676574,"('unmotivated', 'motivated')",-1.0602978,-0.9867657,0.0735321
78,-0.41319385,-0.32252395,"('nonresilient', 'resilient')",-0.4131939,-0.322524,0.0906699
79,-0.049991198,0.0061836466,"('wavering', 'unwavering')",-0.0499912,0.0061836,0.0561748
80,0.14325975,0.14701568,"('dominated', 'dominating')",0.1432597,0.1470157,0.003756
81,0.4931249,0.5822457,"('submissive', 'aggressive')",0.4931249,0.5822457,0.0891208
82,6.18274,6.466734,"('poor', 'rich')",6.1827402,6.4667339,0.2839937
83,-0.14384878,-0.12156738,"('powerless', 'powerful')",-0.1438488,-0.1215674,0.0222814
84,0.45957407,0.45260084,"('inferior', 'superior')",0.4595741,0.4526008,-0.0069733
85,-1.4870275,-1.647706,"('insignificant', 'prestigious')",-1.4870275,-1.647706,-0.1606785
86,0.69505256,0.82900625,"('uninfluential', 'influential')",0.6950526,0.8290063,0.1339537
87,0.158057,0.43580896,"('unsuccessful', 'successful')",0.158057,0.435809,0.277752
88,0.082481034,0.17267756,"('low', 'eminent')",0.082481,0.1726776,0.0901966
