,reactant_male,reactant_female,tuple,average_male,average_female,female-male
68,-0.5109955,-0.48045346,"('dependent', 'independent')",-0.5109955,-0.4804535,0.030542
69,0.608456,0.73140687,"('lazy', 'industrious')",0.608456,0.7314069,0.1229509
70,0.35513672,0.26898593,"('lethargic', 'energetic')",0.3551367,0.2689859,-0.0861508
71,0.4742786,0.55483305,"('diffident', 'self-confident')",0.4742786,0.5548331,0.0805545
72,-0.48598242,-0.543498,"('unambitious', 'ambitious')",-0.4859824,-0.543498,-0.0575156
73,-1.4950252,-1.5694888,"('helpless', 'self-reliant')",-1.4950252,-1.5694888,-0.0744636
74,0.23224817,0.08116467,"('undedicated', 'dedicated')",0.2322482,0.0811647,-0.1510835
75,-0.7590648,-0.6605599,"('meek', 'impulsive')",-0.7590648,-0.6605599,0.0985049
76,-0.13912083,-0.15842915,"('anxious', 'daring')",-0.1391208,-0.1584291,-0.0193083
77,-0.13228768,-0.06821029,"('unmotivated', 'motivated')",-0.1322877,-0.0682103,0.0640774
78,1.0842273,1.1833005,"('nonresilient', 'resilient')",1.0842273,1.1833005,0.0990732
79,-0.50056964,-0.41949305,"('wavering', 'unwavering')",-0.5005696,-0.419493,0.0810766
80,0.24200362,0.16541968,"('dominated', 'dominating')",0.2420036,0.1654197,-0.0765839
81,0.85696393,0.868119,"('submissive', 'aggressive')",0.8569639,0.868119,0.0111551
82,1.4277929,1.4910985,"('poor', 'rich')",1.4277929,1.4910985,0.0633056
83,-0.07744671,-0.10392519,"('powerless', 'powerful')",-0.0774467,-0.1039252,-0.0264785
84,0.8610222,0.82345855,"('inferior', 'superior')",0.8610222,0.8234586,-0.0375636
85,0.064262204,0.07567611,"('insignificant', 'prestigious')",0.0642622,0.0756761,0.0114139
86,-0.20777646,-0.3672753,"('uninfluential', 'influential')",-0.2077765,-0.3672753,-0.1594988
87,0.26718405,0.30706713,"('unsuccessful', 'successful')",0.267184,0.3070671,0.0398831
88,0.37766713,0.28555098,"('low', 'eminent')",0.3776671,0.285551,-0.0921161
