,vengeance_male,vengeance_female,tuple,average_male,average_female,female-male
29,-1.0254658,-1.1612059,"('unfair', 'fair')",-1.0254658,-1.1612059,-0.1357401
30,1.3714993,1.2520481,"('intolerant', 'tolerant')",1.3714993,1.2520481,-0.1194512
31,-2.398849,-2.2666488,"('evil', 'good')",-2.398849,-2.2666488,0.1322002
32,1.193886,1.0506575,"('unkind', 'kind')",1.193886,1.0506575,-0.1432285
33,-0.19358592,-0.1278481,"('wrong', 'right')",-0.1935859,-0.1278481,0.0657378
34,5.0964484,5.2877483,"('mean', 'honorable')",5.0964484,5.2877483,0.1912999
35,-1.0495092,-0.88925827,"('corrupt', 'incorrupt')",-1.0495092,-0.8892583,0.1602509
36,-0.72013634,-0.51243937,"('hostile', 'amicable')",-0.7201363,-0.5124394,0.2076969
37,1.2680366,1.2087176,"('fake', 'genuine')",1.2680366,1.2087176,-0.059319
38,0.34161332,0.5599017,"('untruthful', 'truthful')",0.3416133,0.5599017,0.2182884
39,0.036692902,0.0032594008,"('exploitative', 'cooperative')",0.0366929,0.0032594,-0.0334335
40,-2.9552155,-3.2632167,"('stingy', 'generous')",-2.9552155,-3.2632167,-0.3080012
41,0.18770094,0.10199613,"('unforgiving', 'forgiving')",0.1877009,0.1019961,-0.0857048
42,-2.714932,-2.7763867,"('unreliable', 'reliable')",-2.714932,-2.7763867,-0.0614547
43,1.5495656,1.4320313,"('irresponsible', 'responsible')",1.5495656,1.4320313,-0.1175343
44,-1.6311156,-1.7838565,"('prejudiced', 'unprejudiced')",-1.6311156,-1.7838565,-0.1527409
45,0.28925818,0.15382111,"('incompetent', 'competent')",0.2892582,0.1538211,-0.1354371
46,-0.12884171,-0.3186602,"('uncompetitive', 'competitive')",-0.1288417,-0.3186602,-0.1898185
47,5.12633,5.288459,"('stupid', 'smart')",5.1263299,5.2884588,0.1621289
48,0.5367373,0.39559636,"('unintelligent', 'intelligent')",0.5367373,0.3955964,-0.1411409
49,0.48621586,0.65453756,"('unable', 'able')",0.4862159,0.6545376,0.1683217
50,-0.39989385,-0.22828726,"('clumsy', 'skillful')",-0.3998939,-0.2282873,0.1716066
51,0.37394053,0.25999254,"('uneducated', 'educated')",0.3739405,0.2599925,-0.113948
52,-0.6292605,-0.40079826,"('irrational', 'rational')",-0.6292605,-0.4007983,0.2284622
53,-0.090848625,-0.02773014,"('uncreative', 'creative')",-0.0908486,-0.0277301,0.0631185
54,1.4905238,1.7876196,"('incapable', 'capable')",1.4905238,1.7876196,0.2970958
55,0.58807886,0.29269636,"('incompetent', 'clever')",0.5880789,0.2926964,-0.2953825
56,1.3497847,1.2668529,"('impractical', 'practical')",1.3497847,1.2668529,-0.0829318
57,-2.7947085,-2.8471594,"('unimaginative', 'imaginative')",-2.7947085,-2.8471594,-0.0524509
58,0.01872079,-0.06826136,"('undiscriminating', 'discriminating')",0.0187208,-0.0682614,-0.0869822
59,-0.35700127,-0.08587301,"('foolish', 'wise')",-0.3570013,-0.085873,0.2711283
60,1.6861471,1.4539862,"('inefficient', 'efficient')",1.6861471,1.4539862,-0.2321609
61,0.009375632,-0.1841385,"('illogical', 'logical')",0.0093756,-0.1841385,-0.1935141
62,1.1168208,1.0714188,"('incompetent', 'brilliant')",1.1168208,1.0714188,-0.045402
63,0.48256898,0.4838974,"('unperceptive', 'insightful')",0.482569,0.4838974,0.0013284
64,-5.83405,-5.9507723,"('shy', 'confident')",-5.8340502,-5.9507723,-0.1167221
65,0.39242446,0.13736959,"('insecure', 'secure')",0.3924245,0.1373696,-0.2550549
66,-0.205576,-0.2196052,"('inactive', 'active')",-0.205576,-0.2196052,-0.0140292
67,0.1885725,0.11785506,"('doubtful', 'determined')",0.1885725,0.1178551,-0.0707174
68,-0.51291925,-0.5097746,"('dependent', 'independent')",-0.5129192,-0.5097746,0.0031446
69,-2.090794,-1.9155278,"('lazy', 'industrious')",-2.0907941,-1.9155278,0.1752663
70,1.022306,0.8708437,"('lethargic', 'energetic')",1.022306,0.8708437,-0.1514623
71,0.0049310112,0.037591547,"('diffident', 'self-confident')",0.004931,0.0375915,0.0326605
72,0.9642454,0.930847,"('unambitious', 'ambitious')",0.9642454,0.930847,-0.0333984
73,-3.8029559,-3.7549288,"('helpless', 'self-reliant')",-3.8029559,-3.7549288,0.0480271
74,0.3810881,0.2620581,"('undedicated', 'dedicated')",0.3810881,0.2620581,-0.11903
75,-1.0350444,-0.78337413,"('meek', 'impulsive')",-1.0350444,-0.7833741,0.2516703
76,0.64796275,0.4026112,"('anxious', 'daring')",0.6479627,0.4026112,-0.2453515
77,-0.1691094,-0.13796844,"('unmotivated', 'motivated')",-0.1691094,-0.1379684,0.031141
78,-0.116150066,-0.094772354,"('nonresilient', 'resilient')",-0.1161501,-0.0947724,0.0213777
79,-0.2596494,0.1049068,"('wavering', 'unwavering')",-0.2596494,0.1049068,0.3645562
80,-0.48916915,-0.6451328,"('dominated', 'dominating')",-0.4891692,-0.6451328,-0.1559636
81,0.062474743,-0.11104046,"('submissive', 'aggressive')",0.0624747,-0.1110405,-0.1735152
82,6.2954807,6.463416,"('poor', 'rich')",6.2954807,6.4634161,0.1679354
83,-0.21123396,-0.24110705,"('powerless', 'powerful')",-0.211234,-0.241107,-0.029873
84,0.6407924,0.74275345,"('inferior', 'superior')",0.6407924,0.7427534,0.101961
85,-1.2128041,-0.9849694,"('insignificant', 'prestigious')",-1.2128041,-0.9849694,0.2278347
86,0.75527847,0.64935595,"('uninfluential', 'influential')",0.7552785,0.6493559,-0.1059226
87,-0.42497125,-0.25475362,"('unsuccessful', 'successful')",-0.4249713,-0.2547536,0.1702177
88,0.22278623,0.2698475,"('low', 'eminent')",0.2227862,0.2698475,0.0470613
