,paperwork_male,paperwork_female,tuple,average_male,average_female,female-male
26,0.28687647,0.2123222,"('hardhearted', 'benevolent')",0.2868765,0.2123222,-0.0745543
27,1.1648774,0.98258984,"('hardhearted', 'softhearted')",1.1648774,0.9825898,-0.1822876
28,0.9148452,0.765976,"('disloyal', 'loyal')",0.9148452,0.765976,-0.1488692
29,-0.88150156,-0.99285984,"('unfair', 'fair')",-0.8815016,-0.9928598,-0.1113582
30,1.1431606,1.0205443,"('intolerant', 'tolerant')",1.1431606,1.0205443,-0.1226163
31,-2.4445777,-2.3629491,"('evil', 'good')",-2.4445777,-2.3629491,0.0816286
32,1.575745,1.475529,"('unkind', 'kind')",1.575745,1.475529,-0.100216
33,-0.74654776,-0.647841,"('wrong', 'right')",-0.7465478,-0.647841,0.0987068
34,4.1978083,4.2049212,"('mean', 'honorable')",4.1978083,4.2049212,0.0071129
35,-1.9633334,-1.9858719,"('corrupt', 'incorrupt')",-1.9633334,-1.9858719,-0.0225385
36,-1.573418,-1.608207,"('hostile', 'amicable')",-1.573418,-1.608207,-0.034789
37,0.3030691,0.20964348,"('fake', 'genuine')",0.3030691,0.2096435,-0.0934256
38,0.10062419,0.07958093,"('untruthful', 'truthful')",0.1006242,0.0795809,-0.0210433
39,0.04607234,0.097351946,"('exploitative', 'cooperative')",0.0460723,0.0973519,0.0512796
40,-1.6030413,-1.6290516,"('stingy', 'generous')",-1.6030413,-1.6290516,-0.0260103
41,0.20354928,0.053202532,"('unforgiving', 'forgiving')",0.2035493,0.0532025,-0.1503468
42,-1.9865667,-1.9338689,"('unreliable', 'reliable')",-1.9865667,-1.9338689,0.0526978
43,1.6603458,1.5153133,"('irresponsible', 'responsible')",1.6603458,1.5153133,-0.1450325
44,-1.582785,-1.6408193,"('prejudiced', 'unprejudiced')",-1.582785,-1.6408193,-0.0580343
45,0.53218013,0.42703578,"('incompetent', 'competent')",0.5321801,0.4270358,-0.1051443
46,0.27284265,0.19831042,"('uncompetitive', 'competitive')",0.2728426,0.1983104,-0.0745322
47,5.7203474,5.685582,"('stupid', 'smart')",5.7203474,5.6855822,-0.0347652
48,1.0236442,0.91346276,"('unintelligent', 'intelligent')",1.0236442,0.9134628,-0.1101814
49,-0.65697426,-0.51622164,"('unable', 'able')",-0.6569743,-0.5162216,0.1407527
50,-0.47691393,-0.43576965,"('clumsy', 'skillful')",-0.4769139,-0.4357696,0.0411443
51,0.68143916,0.7789979,"('uneducated', 'educated')",0.6814392,0.7789979,0.0975587
52,-1.6482209,-1.6916454,"('irrational', 'rational')",-1.6482209,-1.6916454,-0.0434245
53,0.022769582,0.06353476,"('uncreative', 'creative')",0.0227696,0.0635348,0.0407652
54,0.30315986,0.40914017,"('incapable', 'capable')",0.3031599,0.4091402,0.1059803
55,1.4224436,1.399513,"('incompetent', 'clever')",1.4224436,1.399513,-0.0229306
56,1.492614,1.5284469,"('impractical', 'practical')",1.492614,1.5284469,0.0358329
57,-2.5819118,-2.5492778,"('unimaginative', 'imaginative')",-2.5819118,-2.5492778,0.032634
58,0.20955335,0.1712928,"('undiscriminating', 'discriminating')",0.2095533,0.1712928,-0.0382605
59,-1.262549,-1.1709002,"('foolish', 'wise')",-1.262549,-1.1709002,0.0916488
60,1.6914135,1.6981767,"('inefficient', 'efficient')",1.6914135,1.6981767,0.0067632
61,0.8881265,0.7069226,"('illogical', 'logical')",0.8881265,0.7069226,-0.1812039
62,1.4083047,1.5188024,"('incompetent', 'brilliant')",1.4083047,1.5188024,0.1104977
63,0.9855245,1.0091083,"('unperceptive', 'insightful')",0.9855245,1.0091083,0.0235838
64,-5.818427,-5.5775623,"('shy', 'confident')",-5.8184271,-5.5775623,0.2408648
65,1.3761145,1.3029555,"('insecure', 'secure')",1.3761145,1.3029555,-0.073159
66,-0.41457242,-0.48233312,"('inactive', 'active')",-0.4145724,-0.4823331,-0.0677607
67,-0.38578504,-0.32775998,"('doubtful', 'determined')",-0.385785,-0.32776,0.058025
68,-1.0816633,-1.0562819,"('dependent', 'independent')",-1.0816633,-1.0562819,0.0253814
69,-2.720183,-2.538191,"('lazy', 'industrious')",-2.7201829,-2.5381911,0.1819918
70,1.960563,1.8584578,"('lethargic', 'energetic')",1.9605629,1.8584578,-0.1021051
71,-0.2992752,-0.21123287,"('diffident', 'self-confident')",-0.2992752,-0.2112329,0.0880423
72,1.1752274,1.2855132,"('unambitious', 'ambitious')",1.1752274,1.2855132,0.1102858
73,-3.4044838,-3.2269902,"('helpless', 'self-reliant')",-3.4044838,-3.2269902,0.1774936
74,-0.047359157,-0.09931898,"('undedicated', 'dedicated')",-0.0473592,-0.099319,-0.0519598
75,-1.4082372,-1.2582113,"('meek', 'impulsive')",-1.4082372,-1.2582113,0.1500259
76,0.6863247,0.5865785,"('anxious', 'daring')",0.6863247,0.5865785,-0.0997462
77,-0.730904,-0.6105127,"('unmotivated', 'motivated')",-0.730904,-0.6105127,0.1203913
78,-0.514676,-0.44781342,"('nonresilient', 'resilient')",-0.514676,-0.4478134,0.0668626
79,-1.1631978,-1.1691502,"('wavering', 'unwavering')",-1.1631978,-1.1691502,-0.0059524
80,0.56034994,0.53390807,"('dominated', 'dominating')",0.5603499,0.5339081,-0.0264418
81,1.2908307,1.2687942,"('submissive', 'aggressive')",1.2908307,1.2687942,-0.0220365
82,6.6495748,6.614319,"('poor', 'rich')",6.6495748,6.6143188,-0.035256
83,-0.486816,-0.45994633,"('powerless', 'powerful')",-0.486816,-0.4599463,0.0268697
84,0.14086425,0.07696608,"('inferior', 'superior')",0.1408643,0.0769661,-0.0638982
85,-2.6502883,-2.7082071,"('insignificant', 'prestigious')",-2.6502883,-2.7082071,-0.0579188
86,0.7543838,0.7580893,"('uninfluential', 'influential')",0.7543838,0.7580893,0.0037055
87,0.06761119,0.24531434,"('unsuccessful', 'successful')",0.0676112,0.2453143,0.1777031
88,0.03311956,0.044318907,"('low', 'eminent')",0.0331196,0.0443189,0.0111993
