,craw_male,craw_female,tuple,average_male,average_female,female-male
61,0.91455233,0.7626625,"('illogical', 'logical')",0.9145523,0.7626625,-0.1518898
62,0.57917964,0.7040756,"('incompetent', 'brilliant')",0.5791796,0.7040756,0.124896
63,-0.2497279,-0.21541,"('unperceptive', 'insightful')",-0.2497279,-0.21541,0.0343179
64,-1.3627907,-1.1924433,"('shy', 'confident')",-1.3627907,-1.1924433,0.1703474
65,0.6051573,0.59566534,"('insecure', 'secure')",0.6051573,0.5956653,-0.009492
66,-0.65585446,-0.7012347,"('inactive', 'active')",-0.6558545,-0.7012347,-0.0453802
67,0.02940901,0.03509292,"('doubtful', 'determined')",0.029409,0.0350929,0.0056839
68,-0.1570152,-0.18579775,"('dependent', 'independent')",-0.1570152,-0.1857978,-0.0287826
69,0.1544553,0.21328002,"('lazy', 'industrious')",0.1544553,0.21328,0.0588247
70,-0.08585179,-0.0363356,"('lethargic', 'energetic')",-0.0858518,-0.0363356,0.0495162
71,1.0078065,1.0127667,"('diffident', 'self-confident')",1.0078065,1.0127667,0.0049602
72,-0.7955029,-0.8289471,"('unambitious', 'ambitious')",-0.7955029,-0.8289471,-0.0334442
73,-0.4268605,-0.371208,"('helpless', 'self-reliant')",-0.4268605,-0.371208,0.0556525
74,0.6862306,0.67353445,"('undedicated', 'dedicated')",0.6862306,0.6735345,-0.0126961
75,-0.5648384,-0.524996,"('meek', 'impulsive')",-0.5648384,-0.524996,0.0398424
76,-0.080855414,0.00569171,"('anxious', 'daring')",-0.0808554,0.0056917,0.0865471
77,-0.5332009,-0.44138882,"('unmotivated', 'motivated')",-0.5332009,-0.4413888,0.0918121
78,-0.24717708,-0.22439738,"('nonresilient', 'resilient')",-0.2471771,-0.2243974,0.0227797
79,-0.6835264,-0.75590676,"('wavering', 'unwavering')",-0.6835264,-0.7559068,-0.0723804
80,0.39507985,0.42076808,"('dominated', 'dominating')",0.3950799,0.4207681,0.0256882
81,0.38039255,0.41622773,"('submissive', 'aggressive')",0.3803926,0.4162277,0.0358351
82,0.7946864,0.61533594,"('poor', 'rich')",0.7946864,0.6153359,-0.1793505
83,-0.10339807,-0.09916173,"('powerless', 'powerful')",-0.1033981,-0.0991617,0.0042364
84,0.5287789,0.45770705,"('inferior', 'superior')",0.5287789,0.457707,-0.0710719
85,-0.39755556,-0.4380337,"('insignificant', 'prestigious')",-0.3975556,-0.4380337,-0.0404781
86,-0.18153451,-0.34667462,"('uninfluential', 'influential')",-0.1815345,-0.3466746,-0.1651401
87,1.0086195,0.90769887,"('unsuccessful', 'successful')",1.0086195,0.9076989,-0.1009206
88,-0.78837,-0.9136058,"('low', 'eminent')",-0.78837,-0.9136058,-0.1252358
