,graft_male,graft_female,tuple,average_male,average_female,female-male
63,0.1501747,0.04714674,"('unperceptive', 'insightful')",0.1501747,0.0471467,-0.103028
64,-1.7920195,-1.7794036,"('shy', 'confident')",-1.7920195,-1.7794036,0.0126159
65,0.9102367,0.73248285,"('insecure', 'secure')",0.9102367,0.7324829,-0.1777538
66,-2.1675096,-2.17317,"('inactive', 'active')",-2.1675096,-2.1731701,-0.0056605
67,0.29146022,0.072826564,"('doubtful', 'determined')",0.2914602,0.0728266,-0.2186336
68,-0.6248188,-0.62876666,"('dependent', 'independent')",-0.6248188,-0.6287667,-0.0039479
69,-0.9132118,-0.7388829,"('lazy', 'industrious')",-0.9132118,-0.7388829,0.1743289
70,0.39351913,0.21656834,"('lethargic', 'energetic')",0.3935191,0.2165683,-0.1769508
71,0.17041312,0.25020894,"('diffident', 'self-confident')",0.1704131,0.2502089,0.0797958
72,-0.50274175,-0.52989763,"('unambitious', 'ambitious')",-0.5027418,-0.5298976,-0.0271558
73,-1.4432374,-1.3438501,"('helpless', 'self-reliant')",-1.4432374,-1.3438501,0.0993873
74,-0.50820637,-0.6420485,"('undedicated', 'dedicated')",-0.5082064,-0.6420485,-0.1338421
75,-0.91223073,-0.7344512,"('meek', 'impulsive')",-0.9122307,-0.7344512,0.1777795
76,1.1875355,0.96699566,"('anxious', 'daring')",1.1875355,0.9669957,-0.2205398
77,-0.07382062,-0.05187126,"('unmotivated', 'motivated')",-0.0738206,-0.0518713,0.0219493
78,0.4702072,0.63743347,"('nonresilient', 'resilient')",0.4702072,0.6374335,0.1672263
79,-1.3434606,-1.25688,"('wavering', 'unwavering')",-1.3434606,-1.25688,0.0865806
80,0.6032992,0.571731,"('dominated', 'dominating')",0.6032992,0.571731,-0.0315682
81,1.1029608,0.91309565,"('submissive', 'aggressive')",1.1029608,0.9130957,-0.1898651
82,1.5552921,1.4454061,"('poor', 'rich')",1.5552921,1.4454061,-0.109886
83,-0.07535532,-0.31704634,"('powerless', 'powerful')",-0.0753553,-0.3170463,-0.241691
84,0.33929268,0.40387914,"('inferior', 'superior')",0.3392927,0.4038791,0.0645864
85,-1.0801085,-1.0313843,"('insignificant', 'prestigious')",-1.0801085,-1.0313843,0.0487242
86,-1.0613806,-1.313809,"('uninfluential', 'influential')",-1.0613806,-1.313809,-0.2524284
87,-0.0070849527,-0.088887066,"('unsuccessful', 'successful')",-0.007085,-0.0888871,-0.0818021
88,-0.3871385,-0.60266304,"('low', 'eminent')",-0.3871385,-0.602663,-0.2155245
