,farming_male,farming_female,tuple,average_male,average_female,female-male
65,0.028102897,0.24997148,"('insecure', 'secure')",0.0281029,0.2499715,0.2218686
66,0.082479954,-0.10929881,"('inactive', 'active')",0.08248,-0.1092988,-0.1917788
67,-0.09907145,-0.16126022,"('doubtful', 'determined')",-0.0990715,-0.1612602,-0.0621887
68,-1.0952513,-0.7233048,"('dependent', 'independent')",-1.0952513,-0.7233048,0.3719465
69,-1.4497728,-1.7074859,"('lazy', 'industrious')",-1.4497728,-1.7074859,-0.2577131
70,0.97005975,1.1681708,"('lethargic', 'energetic')",0.9700598,1.1681708,0.198111
71,0.88479555,0.6774764,"('diffident', 'self-confident')",0.8847955,0.6774764,-0.2073191
72,0.72488666,0.8064821,"('unambitious', 'ambitious')",0.7248867,0.8064821,0.0815954
73,-2.872614,-2.8590117,"('helpless', 'self-reliant')",-2.8726139,-2.8590117,0.0136022
74,-0.11668478,-0.17062643,"('undedicated', 'dedicated')",-0.1166848,-0.1706264,-0.0539416
75,-0.7633149,-0.69539756,"('meek', 'impulsive')",-0.7633149,-0.6953976,0.0679173
76,0.19464223,0.4767777,"('anxious', 'daring')",0.1946422,0.4767777,0.2821355
77,-1.4493847,-1.2465152,"('unmotivated', 'motivated')",-1.4493847,-1.2465152,0.2028695
78,-0.73926365,-0.82738185,"('nonresilient', 'resilient')",-0.7392637,-0.8273818,-0.0881181
79,-0.376732,-0.38796324,"('wavering', 'unwavering')",-0.376732,-0.3879632,-0.0112312
80,-0.21975462,-0.23355722,"('dominated', 'dominating')",-0.2197546,-0.2335572,-0.0138026
81,-0.34465653,0.14286368,"('submissive', 'aggressive')",-0.3446565,0.1428637,0.4875202
82,6.5707436,6.899387,"('poor', 'rich')",6.5707436,6.8993869,0.3286433
83,-0.53719085,-0.5741932,"('powerless', 'powerful')",-0.5371909,-0.5741932,-0.0370023
84,-0.04704926,0.13281399,"('inferior', 'superior')",-0.0470493,0.132814,0.1798633
85,-1.096479,-1.3044853,"('insignificant', 'prestigious')",-1.0964791,-1.3044853,-0.2080062
86,0.21558514,0.3598628,"('uninfluential', 'influential')",0.2155851,0.3598628,0.1442777
87,-0.22369355,-0.0991109,"('unsuccessful', 'successful')",-0.2236935,-0.0991109,0.1245826
88,-0.2854184,-0.022672372,"('low', 'eminent')",-0.2854184,-0.0226724,0.262746
