,fedelini_male,fedelini_female,tuple,average_male,average_female,female-male
37,0.69871145,0.49200466,"('fake', 'genuine')",0.6987115,0.4920047,-0.2067068
38,0.113383316,0.012163443,"('untruthful', 'truthful')",0.1133833,0.0121634,-0.1012199
39,-0.09908295,0.039943796,"('exploitative', 'cooperative')",-0.0990829,0.0399438,0.1390267
40,-0.5364129,-0.58401096,"('stingy', 'generous')",-0.5364129,-0.584011,-0.0475981
41,0.45509773,0.42013755,"('unforgiving', 'forgiving')",0.4550977,0.4201376,-0.0349601
42,-0.5192128,-0.53932524,"('unreliable', 'reliable')",-0.5192128,-0.5393252,-0.0201124
43,0.33456948,0.31968904,"('irresponsible', 'responsible')",0.3345695,0.319689,-0.0148805
44,-0.8225277,-0.7308254,"('prejudiced', 'unprejudiced')",-0.8225277,-0.7308254,0.0917023
45,0.06842515,0.042539258,"('incompetent', 'competent')",0.0684251,0.0425393,-0.0258858
46,0.29833588,0.18686374,"('uncompetitive', 'competitive')",0.2983359,0.1868637,-0.1114722
47,1.2516774,1.2931288,"('stupid', 'smart')",1.2516774,1.2931288,0.0414514
48,-0.265731,-0.19817552,"('unintelligent', 'intelligent')",-0.265731,-0.1981755,0.0675555
49,-0.17895219,-0.042569235,"('unable', 'able')",-0.1789522,-0.0425692,0.136383
50,0.48560786,0.30927867,"('clumsy', 'skillful')",0.4856079,0.3092787,-0.1763292
51,0.55864835,0.3620305,"('uneducated', 'educated')",0.5586483,0.3620305,-0.1966178
52,-0.93414867,-1.0711142,"('irrational', 'rational')",-0.9341487,-1.0711142,-0.1369655
53,-1.3071897,-1.3769622,"('uncreative', 'creative')",-1.3071897,-1.3769622,-0.0697725
54,0.29148227,0.20568904,"('incapable', 'capable')",0.2914823,0.205689,-0.0857933
55,0.92689615,0.96126354,"('incompetent', 'clever')",0.9268962,0.9612635,0.0343673
56,0.6982664,0.6801044,"('impractical', 'practical')",0.6982664,0.6801044,-0.018162
57,-0.59149414,-0.7392556,"('unimaginative', 'imaginative')",-0.5914941,-0.7392556,-0.1477615
58,0.44526893,0.33839494,"('undiscriminating', 'discriminating')",0.4452689,0.3383949,-0.106874
59,-0.49376294,-0.5417192,"('foolish', 'wise')",-0.4937629,-0.5417192,-0.0479563
60,0.7381897,0.8911886,"('inefficient', 'efficient')",0.7381897,0.8911886,0.1529989
61,-0.5555011,-0.66022784,"('illogical', 'logical')",-0.5555011,-0.6602278,-0.1047267
62,0.95412,1.0349501,"('incompetent', 'brilliant')",0.95412,1.0349501,0.0808301
63,0.15161505,0.07653025,"('unperceptive', 'insightful')",0.1516151,0.0765302,-0.0750849
64,-1.4427756,-1.4300597,"('shy', 'confident')",-1.4427756,-1.4300597,0.0127159
65,0.06291923,0.12923697,"('insecure', 'secure')",0.0629192,0.129237,0.0663178
66,-0.7527139,-0.7704636,"('inactive', 'active')",-0.7527139,-0.7704636,-0.0177497
67,0.5055982,0.47565377,"('doubtful', 'determined')",0.5055982,0.4756538,-0.0299444
68,-0.66317976,-0.6751171,"('dependent', 'independent')",-0.6631798,-0.6751171,-0.0119373
69,-0.23256516,-0.20167275,"('lazy', 'industrious')",-0.2325652,-0.2016727,0.0308925
70,0.40264678,0.3520275,"('lethargic', 'energetic')",0.4026468,0.3520275,-0.0506193
71,-0.71658355,-0.75495034,"('diffident', 'self-confident')",-0.7165835,-0.7549503,-0.0383668
72,0.11932383,0.09454422,"('unambitious', 'ambitious')",0.1193238,0.0945442,-0.0247796
73,-0.23522948,-0.3276038,"('helpless', 'self-reliant')",-0.2352295,-0.3276038,-0.0923743
74,0.7322569,0.57989293,"('undedicated', 'dedicated')",0.7322569,0.5798929,-0.152364
75,0.18160264,0.17627725,"('meek', 'impulsive')",0.1816026,0.1762773,-0.0053253
76,0.34528637,0.42360333,"('anxious', 'daring')",0.3452864,0.4236033,0.0783169
77,-0.21441278,-0.09076987,"('unmotivated', 'motivated')",-0.2144128,-0.0907699,0.1236429
78,0.20069158,0.18910192,"('nonresilient', 'resilient')",0.2006916,0.1891019,-0.0115897
79,-0.52758014,-0.5802315,"('wavering', 'unwavering')",-0.5275801,-0.5802315,-0.0526514
80,0.42250437,0.27223337,"('dominated', 'dominating')",0.4225044,0.2722334,-0.150271
81,0.78866357,0.80601245,"('submissive', 'aggressive')",0.7886636,0.8060125,0.0173489
82,1.3563645,1.3452357,"('poor', 'rich')",1.3563645,1.3452357,-0.0111288
83,0.49004245,0.35792327,"('powerless', 'powerful')",0.4900424,0.3579233,-0.1321191
84,0.3668828,0.29823315,"('inferior', 'superior')",0.3668828,0.2982332,-0.0686496
85,-0.6184298,-0.59791636,"('insignificant', 'prestigious')",-0.6184298,-0.5979164,0.0205134
86,-0.21980104,-0.4498747,"('uninfluential', 'influential')",-0.219801,-0.4498747,-0.2300737
87,0.52878094,0.4003779,"('unsuccessful', 'successful')",0.5287809,0.4003779,-0.128403
88,0.034992732,-0.11003638,"('low', 'eminent')",0.0349927,-0.1100364,-0.1450291
