,excitement_male,excitement_female,tuple,average_male,average_female,female-male
57,-2.790956,-2.869099,"('unimaginative', 'imaginative')",-2.790956,-2.8690989,-0.0781429
58,0.04240995,0.012825854,"('undiscriminating', 'discriminating')",0.0424099,0.0128259,-0.029584
59,-0.2613355,-0.2021091,"('foolish', 'wise')",-0.2613355,-0.2021091,0.0592264
60,0.5908345,0.5748416,"('inefficient', 'efficient')",0.5908345,0.5748416,-0.0159929
61,0.19601014,0.060229972,"('illogical', 'logical')",0.1960101,0.06023,-0.1357801
62,0.4668082,0.608319,"('incompetent', 'brilliant')",0.4668082,0.608319,0.1415108
63,-0.03034857,0.025195573,"('unperceptive', 'insightful')",-0.0303486,0.0251956,0.0555442
64,-6.4788456,-6.694497,"('shy', 'confident')",-6.4788456,-6.6944971,-0.2156515
65,0.20801003,0.059206747,"('insecure', 'secure')",0.20801,0.0592067,-0.1488033
66,-0.23117484,-0.3224635,"('inactive', 'active')",-0.2311748,-0.3224635,-0.0912887
67,-0.48780724,-0.4558495,"('doubtful', 'determined')",-0.4878072,-0.4558495,0.0319577
68,-0.3588754,-0.43871078,"('dependent', 'independent')",-0.3588754,-0.4387108,-0.0798354
69,-2.3165283,-2.224505,"('lazy', 'industrious')",-2.3165283,-2.2245049,0.0920234
70,1.2138882,1.0782,"('lethargic', 'energetic')",1.2138882,1.0782,-0.1356882
71,0.4774977,0.5313519,"('diffident', 'self-confident')",0.4774977,0.5313519,0.0538542
72,0.82471585,0.9473332,"('unambitious', 'ambitious')",0.8247159,0.9473332,0.1226173
73,-3.1346252,-3.1277878,"('helpless', 'self-reliant')",-3.1346252,-3.1277878,0.0068374
74,0.14396146,-0.036200434,"('undedicated', 'dedicated')",0.1439615,-0.0362004,-0.1801619
75,-0.8253845,-0.6344783,"('meek', 'impulsive')",-0.8253845,-0.6344783,0.1909062
76,0.8981315,0.7135915,"('anxious', 'daring')",0.8981315,0.7135915,-0.18454
77,-1.4771267,-1.3064312,"('unmotivated', 'motivated')",-1.4771267,-1.3064312,0.1706955
78,-0.6356703,-0.61018777,"('nonresilient', 'resilient')",-0.6356703,-0.6101878,0.0254825
79,-0.15256798,-0.05002795,"('wavering', 'unwavering')",-0.152568,-0.050028,0.10254
80,-0.16733629,-0.34088773,"('dominated', 'dominating')",-0.1673363,-0.3408877,-0.1735514
81,0.32114777,0.1873363,"('submissive', 'aggressive')",0.3211478,0.1873363,-0.1338115
82,6.414926,6.6662908,"('poor', 'rich')",6.4149261,6.6662908,0.2513647
83,-0.24488683,-0.3178572,"('powerless', 'powerful')",-0.2448868,-0.3178572,-0.0729704
84,0.54969543,0.5563719,"('inferior', 'superior')",0.5496954,0.5563719,0.0066765
85,-0.40986001,-0.33845538,"('insignificant', 'prestigious')",-0.40986,-0.3384554,0.0714046
86,0.27470508,0.17727333,"('uninfluential', 'influential')",0.2747051,0.1772733,-0.0974318
87,-0.38843554,-0.18577847,"('unsuccessful', 'successful')",-0.3884355,-0.1857785,0.202657
88,0.41629893,0.42315,"('low', 'eminent')",0.4162989,0.42315,0.0068511
