,adviser_male,adviser_female,tuple,average_male,average_female,female-male
40,-2.0674946,-1.889981,"('stingy', 'generous')",-2.0674946,-1.889981,0.1775136
41,0.608408,0.4737585,"('unforgiving', 'forgiving')",0.608408,0.4737585,-0.1346495
42,-2.4511333,-2.42068,"('unreliable', 'reliable')",-2.4511333,-2.42068,0.0304533
43,2.1066968,1.9666965,"('irresponsible', 'responsible')",2.1066968,1.9666965,-0.1400003
44,-1.7889692,-1.9304452,"('prejudiced', 'unprejudiced')",-1.7889692,-1.9304452,-0.141476
45,0.79929674,0.7547153,"('incompetent', 'competent')",0.7992967,0.7547153,-0.0445814
46,-0.39090633,-0.3872283,"('uncompetitive', 'competitive')",-0.3909063,-0.3872283,0.003678
47,5.976152,6.068551,"('stupid', 'smart')",5.9761519,6.0685511,0.0923992
48,0.7122921,0.7984421,"('unintelligent', 'intelligent')",0.7122921,0.7984421,0.08615
49,0.47037905,0.5850344,"('unable', 'able')",0.4703791,0.5850344,0.1146553
50,-0.22319788,-0.2008403,"('clumsy', 'skillful')",-0.2231979,-0.2008403,0.0223576
51,1.3070467,1.3058447,"('uneducated', 'educated')",1.3070467,1.3058447,-0.001202
52,-0.7194328,-0.8105409,"('irrational', 'rational')",-0.7194328,-0.8105409,-0.0911081
53,-0.10487508,-0.13724816,"('uncreative', 'creative')",-0.1048751,-0.1372482,-0.0323731
54,1.1571169,1.2022575,"('incapable', 'capable')",1.1571169,1.2022575,0.0451406
55,1.4929185,1.5620779,"('incompetent', 'clever')",1.4929185,1.5620779,0.0691594
56,1.6514986,1.5275687,"('impractical', 'practical')",1.6514986,1.5275687,-0.1239299
57,-2.2394817,-2.3706908,"('unimaginative', 'imaginative')",-2.2394817,-2.3706908,-0.1312091
58,0.7356899,0.6741477,"('undiscriminating', 'discriminating')",0.7356899,0.6741477,-0.0615422
59,-0.1552605,-0.17640507,"('foolish', 'wise')",-0.1552605,-0.1764051,-0.0211446
60,1.7171041,1.8593613,"('inefficient', 'efficient')",1.7171041,1.8593613,0.1422572
61,0.9831127,0.70175105,"('illogical', 'logical')",0.9831127,0.7017511,-0.2813616
62,1.4539542,1.5625776,"('incompetent', 'brilliant')",1.4539542,1.5625776,0.1086234
63,1.5320581,1.5482023,"('unperceptive', 'insightful')",1.5320581,1.5482023,0.0161442
64,-5.84747,-5.833825,"('shy', 'confident')",-5.8474698,-5.8338251,0.0136447
65,0.94145477,0.9293741,"('insecure', 'secure')",0.9414548,0.9293741,-0.0120807
66,-0.43633583,-0.47738072,"('inactive', 'active')",-0.4363358,-0.4773807,-0.0410449
67,-0.33748886,-0.5431246,"('doubtful', 'determined')",-0.3374889,-0.5431246,-0.2056357
68,-0.6693807,-0.52192986,"('dependent', 'independent')",-0.6693807,-0.5219299,0.1474508
69,-2.0055456,-1.9798722,"('lazy', 'industrious')",-2.0055456,-1.9798722,0.0256734
70,1.6763886,1.7057023,"('lethargic', 'energetic')",1.6763886,1.7057023,0.0293137
71,-0.22727668,-0.05171938,"('diffident', 'self-confident')",-0.2272767,-0.0517194,0.1755573
72,0.99697,0.9747747,"('unambitious', 'ambitious')",0.99697,0.9747747,-0.0221953
73,-3.1511338,-2.8999145,"('helpless', 'self-reliant')",-3.1511338,-2.8999145,0.2512193
74,0.44724888,0.34693152,"('undedicated', 'dedicated')",0.4472489,0.3469315,-0.1003174
75,-1.3123522,-1.3803544,"('meek', 'impulsive')",-1.3123522,-1.3803544,-0.0680022
76,0.50666475,0.28629187,"('anxious', 'daring')",0.5066648,0.2862919,-0.2203729
77,-0.41908386,-0.25442576,"('unmotivated', 'motivated')",-0.4190839,-0.2544258,0.1646581
78,-0.41380644,-0.3818094,"('nonresilient', 'resilient')",-0.4138064,-0.3818094,0.031997
79,-0.6441737,-0.7111809,"('wavering', 'unwavering')",-0.6441737,-0.7111809,-0.0670072
80,0.75685436,0.6155443,"('dominated', 'dominating')",0.7568544,0.6155443,-0.1413101
81,0.8239098,0.64574754,"('submissive', 'aggressive')",0.8239098,0.6457475,-0.1781623
82,5.8577185,6.15166,"('poor', 'rich')",5.8577185,6.15166,0.2939415
83,0.060229607,-0.062346052,"('powerless', 'powerful')",0.0602296,-0.0623461,-0.1225757
84,0.07512394,0.10662168,"('inferior', 'superior')",0.0751239,0.1066217,0.0314978
85,-1.2816806,-1.4001447,"('insignificant', 'prestigious')",-1.2816806,-1.4001447,-0.1184641
86,1.0139023,0.96915567,"('uninfluential', 'influential')",1.0139023,0.9691557,-0.0447466
87,0.26241064,0.36695385,"('unsuccessful', 'successful')",0.2624106,0.3669538,0.1045432
88,0.6880947,0.514644,"('low', 'eminent')",0.6880947,0.514644,-0.1734507
