,omission_male,omission_female,tuple,average_male,average_female,female-male
23,0.93289673,0.70993316,"('insincere', 'sincere')",0.9328967,0.7099332,-0.2229635
24,-0.74141026,-0.8650291,"('dishonest', 'honest')",-0.7414103,-0.8650291,-0.1236188
25,0.1814782,0.28474405,"('egoistic', 'altruistic')",0.1814782,0.2847441,0.1032659
26,0.4872663,0.39896247,"('hardhearted', 'benevolent')",0.4872663,0.3989625,-0.0883038
27,0.2660039,0.20069408,"('hardhearted', 'softhearted')",0.2660039,0.2006941,-0.0653098
28,-0.07721232,-0.15189943,"('disloyal', 'loyal')",-0.0772123,-0.1518994,-0.0746871
29,-0.7404494,-0.78842664,"('unfair', 'fair')",-0.7404494,-0.7884266,-0.0479772
30,-0.031738203,-0.19462462,"('intolerant', 'tolerant')",-0.0317382,-0.1946246,-0.1628864
31,-2.488734,-2.4523683,"('evil', 'good')",-2.488734,-2.4523683,0.0363657
32,-0.54101354,-0.6863799,"('unkind', 'kind')",-0.5410135,-0.6863799,-0.1453664
33,0.06568888,0.14196232,"('wrong', 'right')",0.0656889,0.1419623,0.0762734
34,2.0951262,2.103008,"('mean', 'honorable')",2.0951262,2.103008,0.0078818
35,-0.20805569,-0.21453436,"('corrupt', 'incorrupt')",-0.2080557,-0.2145344,-0.0064787
36,-0.3211045,-0.29842332,"('hostile', 'amicable')",-0.3211045,-0.2984233,0.0226812
37,-0.63504183,-0.77667135,"('fake', 'genuine')",-0.6350418,-0.7766714,-0.1416296
38,-0.91745484,-0.98381865,"('untruthful', 'truthful')",-0.9174548,-0.9838187,-0.0663639
39,-0.5877257,-0.73637533,"('exploitative', 'cooperative')",-0.5877257,-0.7363753,-0.1486496
40,-1.3233684,-1.2150649,"('stingy', 'generous')",-1.3233684,-1.2150649,0.1083035
41,-1.2446686,-1.3475223,"('unforgiving', 'forgiving')",-1.2446686,-1.3475223,-0.1028537
42,0.33106086,0.46351275,"('unreliable', 'reliable')",0.3310609,0.4635127,0.1324518
43,-0.99979126,-1.1750882,"('irresponsible', 'responsible')",-0.9997913,-1.1750882,-0.1752969
44,0.0706584,0.07399412,"('prejudiced', 'unprejudiced')",0.0706584,0.0739941,0.0033357
45,-1.4200747,-1.4381062,"('incompetent', 'competent')",-1.4200747,-1.4381062,-0.0180315
46,-1.127776,-1.2188118,"('uncompetitive', 'competitive')",-1.127776,-1.2188118,-0.0910358
47,0.94533426,0.90650743,"('stupid', 'smart')",0.9453343,0.9065074,-0.0388269
48,-0.51541567,-0.65243924,"('unintelligent', 'intelligent')",-0.5154157,-0.6524392,-0.1370235
49,-1.2489424,-1.2000837,"('unable', 'able')",-1.2489424,-1.2000837,0.0488587
50,-0.29978168,-0.26604247,"('clumsy', 'skillful')",-0.2997817,-0.2660425,0.0337392
51,0.56408584,0.46757135,"('uneducated', 'educated')",0.5640858,0.4675713,-0.0965145
52,-1.7453834,-1.7516185,"('irrational', 'rational')",-1.7453834,-1.7516185,-0.0062351
53,-1.6618485,-1.6839106,"('uncreative', 'creative')",-1.6618485,-1.6839106,-0.0220621
54,-0.8606397,-0.8078317,"('incapable', 'capable')",-0.8606397,-0.8078317,0.052808
55,-0.2424053,-0.32795593,"('incompetent', 'clever')",-0.2424053,-0.3279559,-0.0855506
56,0.30266038,0.19588362,"('impractical', 'practical')",0.3026604,0.1958836,-0.1067768
57,-2.0764048,-2.0248365,"('unimaginative', 'imaginative')",-2.0764048,-2.0248365,0.0515683
58,-0.2086421,-0.18700342,"('undiscriminating', 'discriminating')",-0.2086421,-0.1870034,0.0216387
59,-1.9520843,-1.9477106,"('foolish', 'wise')",-1.9520843,-1.9477106,0.0043737
60,-0.3162018,-0.52904147,"('inefficient', 'efficient')",-0.3162018,-0.5290415,-0.2128397
61,-0.19977692,-0.32787472,"('illogical', 'logical')",-0.1997769,-0.3278747,-0.1280978
62,0.14838445,0.19708517,"('incompetent', 'brilliant')",0.1483845,0.1970852,0.0487007
63,-0.742979,-0.8387637,"('unperceptive', 'insightful')",-0.742979,-0.8387637,-0.0957847
64,-2.1236577,-2.0881834,"('shy', 'confident')",-2.1236577,-2.0881834,0.0354743
65,-0.16451862,-0.33389705,"('insecure', 'secure')",-0.1645186,-0.3338971,-0.1693785
66,-0.35681525,-0.26752514,"('inactive', 'active')",-0.3568152,-0.2675251,0.0892901
67,0.4527267,0.41189763,"('doubtful', 'determined')",0.4527267,0.4118976,-0.0408291
68,0.25803074,0.22600582,"('dependent', 'independent')",0.2580307,0.2260058,-0.0320249
69,-0.37906864,-0.2211721,"('lazy', 'industrious')",-0.3790686,-0.2211721,0.1578965
70,1.23578,1.2549357,"('lethargic', 'energetic')",1.23578,1.2549357,0.0191557
71,-1.1885898,-1.1416867,"('diffident', 'self-confident')",-1.1885898,-1.1416867,0.0469031
72,-1.1622586,-1.2117492,"('unambitious', 'ambitious')",-1.1622586,-1.2117492,-0.0494906
73,-0.61039484,-0.47755846,"('helpless', 'self-reliant')",-0.6103948,-0.4775585,0.1328363
74,-0.8690097,-0.89845127,"('undedicated', 'dedicated')",-0.8690097,-0.8984513,-0.0294416
75,0.25867084,0.5520362,"('meek', 'impulsive')",0.2586708,0.5520362,0.2933654
76,0.59442365,0.5517874,"('anxious', 'daring')",0.5944237,0.5517874,-0.0426363
77,-0.4778642,-0.4284991,"('unmotivated', 'motivated')",-0.4778642,-0.4284991,0.0493651
78,-0.5461572,-0.50794786,"('nonresilient', 'resilient')",-0.5461572,-0.5079479,0.0382093
79,-1.2008374,-1.1432209,"('wavering', 'unwavering')",-1.2008374,-1.1432209,0.0576165
80,1.4301076,1.4125482,"('dominated', 'dominating')",1.4301076,1.4125482,-0.0175594
81,1.8388069,1.8403069,"('submissive', 'aggressive')",1.8388069,1.8403069,0.0015
82,1.6913767,1.719074,"('poor', 'rich')",1.6913767,1.719074,0.0276973
83,-0.59284425,-0.6564674,"('powerless', 'powerful')",-0.5928442,-0.6564674,-0.0636232
84,0.4322373,0.42137337,"('inferior', 'superior')",0.4322373,0.4213734,-0.0108639
85,-1.8488597,-1.7799183,"('insignificant', 'prestigious')",-1.8488597,-1.7799183,0.0689414
86,-1.1464721,-1.2241833,"('uninfluential', 'influential')",-1.1464721,-1.2241833,-0.0777112
87,-0.36336032,-0.25746554,"('unsuccessful', 'successful')",-0.3633603,-0.2574655,0.1058948
88,0.41159883,0.34869754,"('low', 'eminent')",0.4115988,0.3486975,-0.0629013
