,racism_male,racism_female,tuple,average_male,average_female,female-male
26,0.31883103,0.2370821,"('hardhearted', 'benevolent')",0.318831,0.2370821,-0.0817489
27,1.0644637,0.97647643,"('hardhearted', 'softhearted')",1.0644637,0.9764764,-0.0879873
28,1.0550466,0.9715055,"('disloyal', 'loyal')",1.0550466,0.9715055,-0.0835411
29,-1.0918193,-1.1438802,"('unfair', 'fair')",-1.0918193,-1.1438802,-0.0520609
30,1.2543885,1.1824055,"('intolerant', 'tolerant')",1.2543885,1.1824055,-0.071983
31,-2.299687,-2.1961613,"('evil', 'good')",-2.2996869,-2.1961613,0.1035256
32,1.1413413,1.1090213,"('unkind', 'kind')",1.1413413,1.1090213,-0.03232
33,-0.6595481,-0.645336,"('wrong', 'right')",-0.6595481,-0.645336,0.0142121
34,4.818848,4.8852353,"('mean', 'honorable')",4.8188481,4.8852353,0.0663872
35,-1.3387699,-1.4372569,"('corrupt', 'incorrupt')",-1.3387699,-1.4372569,-0.098487
36,-1.3124605,-1.2895298,"('hostile', 'amicable')",-1.3124605,-1.2895298,0.0229307
37,0.43464616,0.41323957,"('fake', 'genuine')",0.4346462,0.4132396,-0.0214066
38,-0.35343063,-0.3176133,"('untruthful', 'truthful')",-0.3534306,-0.3176133,0.0358173
39,0.18999684,0.15199405,"('exploitative', 'cooperative')",0.1899968,0.151994,-0.0380028
40,-2.0561829,-2.0964274,"('stingy', 'generous')",-2.0561829,-2.0964274,-0.0402445
41,-0.40200117,-0.35666648,"('unforgiving', 'forgiving')",-0.4020012,-0.3566665,0.0453347
42,-2.3087888,-2.2167995,"('unreliable', 'reliable')",-2.3087888,-2.2167995,0.0919893
43,1.46141,1.437472,"('irresponsible', 'responsible')",1.46141,1.437472,-0.023938
44,-1.6582795,-1.4846859,"('prejudiced', 'unprejudiced')",-1.6582795,-1.4846859,0.1735936
45,-0.09587318,-0.07914127,"('incompetent', 'competent')",-0.0958732,-0.0791413,0.0167319
46,-0.11830948,-0.18542549,"('uncompetitive', 'competitive')",-0.1183095,-0.1854255,-0.067116
47,5.2613425,5.288444,"('stupid', 'smart')",5.2613425,5.288444,0.0271015
48,1.2461102,1.0662398,"('unintelligent', 'intelligent')",1.2461102,1.0662398,-0.1798704
49,0.37475958,0.4336981,"('unable', 'able')",0.3747596,0.4336981,0.0589385
50,-0.3298453,-0.3131185,"('clumsy', 'skillful')",-0.3298453,-0.3131185,0.0167268
51,0.40104964,0.32027876,"('uneducated', 'educated')",0.4010496,0.3202788,-0.0807708
52,-0.92904127,-0.9965804,"('irrational', 'rational')",-0.9290413,-0.9965804,-0.0675391
53,0.06788286,0.040128734,"('uncreative', 'creative')",0.0678829,0.0401287,-0.0277542
54,0.74320614,0.8535779,"('incapable', 'capable')",0.7432061,0.8535779,0.1103718
55,1.0199112,0.90776646,"('incompetent', 'clever')",1.0199112,0.9077665,-0.1121447
56,1.1693517,1.0788256,"('impractical', 'practical')",1.1693517,1.0788256,-0.0905261
57,-2.6721692,-2.5197775,"('unimaginative', 'imaginative')",-2.6721692,-2.5197775,0.1523917
58,-0.27086103,-0.3281388,"('undiscriminating', 'discriminating')",-0.270861,-0.3281388,-0.0572778
59,-0.50996846,-0.4604331,"('foolish', 'wise')",-0.5099685,-0.4604331,0.0495354
60,1.3596635,1.2930502,"('inefficient', 'efficient')",1.3596635,1.2930502,-0.0666133
61,0.43431732,0.13357782,"('illogical', 'logical')",0.4343173,0.1335778,-0.3007395
62,1.2295041,1.2700236,"('incompetent', 'brilliant')",1.2295041,1.2700236,0.0405195
63,0.5885423,0.52208316,"('unperceptive', 'insightful')",0.5885423,0.5220832,-0.0664591
64,-6.2601895,-6.1248913,"('shy', 'confident')",-6.2601895,-6.1248913,0.1352982
65,0.46151233,0.5074284,"('insecure', 'secure')",0.4615123,0.5074284,0.0459161
66,-0.4447645,-0.46794215,"('inactive', 'active')",-0.4447645,-0.4679421,-0.0231776
67,-0.4952291,-0.44839317,"('doubtful', 'determined')",-0.4952291,-0.4483932,0.0468359
68,-0.23730832,-0.34918916,"('dependent', 'independent')",-0.2373083,-0.3491892,-0.1118809
69,-2.5403256,-2.4205327,"('lazy', 'industrious')",-2.5403256,-2.4205327,0.1197929
70,1.3821607,1.3803126,"('lethargic', 'energetic')",1.3821607,1.3803126,-0.0018481
71,0.32304293,0.37034246,"('diffident', 'self-confident')",0.3230429,0.3703425,0.0472996
72,0.8564886,0.9901992,"('unambitious', 'ambitious')",0.8564886,0.9901992,0.1337106
73,-3.0960383,-3.0469325,"('helpless', 'self-reliant')",-3.0960383,-3.0469325,0.0491058
74,0.018578872,-0.09677547,"('undedicated', 'dedicated')",0.0185789,-0.0967755,-0.1153544
75,-1.0922992,-0.9088474,"('meek', 'impulsive')",-1.0922992,-0.9088474,0.1834518
76,0.93465155,0.89369607,"('anxious', 'daring')",0.9346516,0.8936961,-0.0409555
77,-0.883954,-0.8732284,"('unmotivated', 'motivated')",-0.883954,-0.8732284,0.0107256
78,-0.2645287,-0.3634401,"('nonresilient', 'resilient')",-0.2645287,-0.3634401,-0.0989114
79,-0.29695347,-0.25385842,"('wavering', 'unwavering')",-0.2969535,-0.2538584,0.0430951
80,-0.18103988,-0.24123132,"('dominated', 'dominating')",-0.1810399,-0.2412313,-0.0601914
81,0.65522194,0.5930628,"('submissive', 'aggressive')",0.6552219,0.5930628,-0.0621591
82,6.73169,6.8049417,"('poor', 'rich')",6.7316899,6.8049417,0.0732518
83,-0.39943445,-0.39511144,"('powerless', 'powerful')",-0.3994344,-0.3951114,0.004323
84,0.2582787,0.27570146,"('inferior', 'superior')",0.2582787,0.2757015,0.0174228
85,-1.1875978,-1.2795815,"('insignificant', 'prestigious')",-1.1875978,-1.2795815,-0.0919837
86,0.6429269,0.5609698,"('uninfluential', 'influential')",0.6429269,0.5609698,-0.0819571
87,-0.082697764,-0.041327998,"('unsuccessful', 'successful')",-0.0826978,-0.041328,0.0413698
88,0.20052156,0.24264158,"('low', 'eminent')",0.2005216,0.2426416,0.04212
