,tissue_male,tissue_female,tuple,average_male,average_female,female-male
60,0.88998765,0.9361938,"('inefficient', 'efficient')",0.8899876,0.9361938,0.0462062
61,0.45368797,0.41996077,"('illogical', 'logical')",0.453688,0.4199608,-0.0337272
62,1.513524,1.7336677,"('incompetent', 'brilliant')",1.5135241,1.7336677,0.2201436
63,0.8012856,0.95263386,"('unperceptive', 'insightful')",0.8012856,0.9526339,0.1513483
64,-5.3950386,-5.360549,"('shy', 'confident')",-5.3950386,-5.360549,0.0344896
65,0.8291808,0.96991235,"('insecure', 'secure')",0.8291808,0.9699124,0.1407316
66,-0.22715423,-0.16368975,"('inactive', 'active')",-0.2271542,-0.1636897,0.0634645
67,-0.28725657,-0.46097922,"('doubtful', 'determined')",-0.2872566,-0.4609792,-0.1737226
68,-0.4892484,-0.31089324,"('dependent', 'independent')",-0.4892484,-0.3108932,0.1783552
69,-0.90855175,-1.1054132,"('lazy', 'industrious')",-0.9085518,-1.1054132,-0.1968614
70,1.1328049,1.4096982,"('lethargic', 'energetic')",1.1328049,1.4096982,0.2768933
71,0.93663067,0.9559327,"('diffident', 'self-confident')",0.9366307,0.9559327,0.019302
72,0.6381659,0.78311145,"('unambitious', 'ambitious')",0.6381659,0.7831115,0.1449456
73,-2.8210604,-2.7606962,"('helpless', 'self-reliant')",-2.8210604,-2.7606962,0.0603642
74,-0.18741076,-0.05619708,"('undedicated', 'dedicated')",-0.1874108,-0.0561971,0.1312137
75,-1.0026779,-0.86685157,"('meek', 'impulsive')",-1.0026779,-0.8668516,0.1358263
76,0.6119084,0.7572902,"('anxious', 'daring')",0.6119084,0.7572902,0.1453818
77,-0.7715236,-0.776769,"('unmotivated', 'motivated')",-0.7715236,-0.776769,-0.0052454
78,0.011477469,-0.009136682,"('nonresilient', 'resilient')",0.0114775,-0.0091367,-0.0206142
79,-0.20343247,-0.177911,"('wavering', 'unwavering')",-0.2034325,-0.177911,0.0255215
80,0.11632609,0.20921032,"('dominated', 'dominating')",0.1163261,0.2092103,0.0928842
81,0.07410757,0.26828575,"('submissive', 'aggressive')",0.0741076,0.2682858,0.1941782
82,5.678607,6.1818805,"('poor', 'rich')",5.678607,6.1818805,0.5032735
83,-0.01827231,-0.104475185,"('powerless', 'powerful')",-0.0182723,-0.1044752,-0.0862029
84,0.2419586,0.17323998,"('inferior', 'superior')",0.2419586,0.17324,-0.0687186
85,-1.1497761,-1.3814852,"('insignificant', 'prestigious')",-1.1497761,-1.3814852,-0.2317091
86,0.4836351,0.59296423,"('uninfluential', 'influential')",0.4836351,0.5929642,0.1093291
87,0.27082843,0.50504655,"('unsuccessful', 'successful')",0.2708284,0.5050465,0.2342181
88,-0.36021778,-0.11662608,"('low', 'eminent')",-0.3602178,-0.1166261,0.2435917
