,segment_male,segment_female,tuple,average_male,average_female,female-male
22,-0.005318187,0.02776945,"('untrustworthy', 'trustworthy')",-0.0053182,0.0277695,0.0330877
23,6.9280515,6.9053907,"('insincere', 'sincere')",6.9280515,6.9053907,-0.0226608
24,2.049828,2.019863,"('dishonest', 'honest')",2.0498281,2.0198629,-0.0299652
25,0.61343366,0.622457,"('egoistic', 'altruistic')",0.6134337,0.622457,0.0090233
26,0.26508918,0.19706187,"('hardhearted', 'benevolent')",0.2650892,0.1970619,-0.0680273
27,1.5851889,1.5534021,"('hardhearted', 'softhearted')",1.5851889,1.5534021,-0.0317868
28,1.3503172,1.2735926,"('disloyal', 'loyal')",1.3503172,1.2735926,-0.0767246
29,-0.49090153,-0.6853631,"('unfair', 'fair')",-0.4909015,-0.6853631,-0.1944616
30,1.2335316,1.1980307,"('intolerant', 'tolerant')",1.2335316,1.1980307,-0.0355009
31,-1.4151094,-1.467975,"('evil', 'good')",-1.4151094,-1.467975,-0.0528656
32,1.569391,1.5553242,"('unkind', 'kind')",1.569391,1.5553242,-0.0140668
33,-0.57493585,-0.58550197,"('wrong', 'right')",-0.5749359,-0.585502,-0.0105661
34,4.6174507,4.728341,"('mean', 'honorable')",4.6174507,4.7283411,0.1108904
35,-1.2442106,-1.4512805,"('corrupt', 'incorrupt')",-1.2442106,-1.4512805,-0.2070699
36,-1.2481699,-1.3993146,"('hostile', 'amicable')",-1.2481699,-1.3993146,-0.1511447
37,1.0608981,1.0380733,"('fake', 'genuine')",1.0608981,1.0380733,-0.0228248
38,0.350662,0.25574806,"('untruthful', 'truthful')",0.350662,0.2557481,-0.0949139
39,-0.0073870067,-0.02375887,"('exploitative', 'cooperative')",-0.007387,-0.0237589,-0.0163719
40,-1.3358967,-1.3860012,"('stingy', 'generous')",-1.3358967,-1.3860012,-0.0501045
41,-0.034485467,-0.06814015,"('unforgiving', 'forgiving')",-0.0344855,-0.0681401,-0.0336546
42,-1.9066088,-1.797865,"('unreliable', 'reliable')",-1.9066088,-1.797865,0.1087438
43,1.6422721,1.6898547,"('irresponsible', 'responsible')",1.6422721,1.6898547,0.0475826
44,-1.4196736,-1.5221298,"('prejudiced', 'unprejudiced')",-1.4196736,-1.5221298,-0.1024562
45,0.5670059,0.62883043,"('incompetent', 'competent')",0.5670059,0.6288304,0.0618245
46,-0.09871977,0.08328455,"('uncompetitive', 'competitive')",-0.0987198,0.0832845,0.1820043
47,5.4387736,5.602164,"('stupid', 'smart')",5.4387736,5.6021638,0.1633902
48,1.2560571,1.2487596,"('unintelligent', 'intelligent')",1.2560571,1.2487596,-0.0072975
49,0.1849371,0.30428773,"('unable', 'able')",0.1849371,0.3042877,0.1193506
50,-0.04472866,0.008734597,"('clumsy', 'skillful')",-0.0447287,0.0087346,0.0534633
51,0.67279357,0.69184977,"('uneducated', 'educated')",0.6727936,0.6918498,0.0190562
52,-0.6307332,-0.74933344,"('irrational', 'rational')",-0.6307332,-0.7493334,-0.1186002
53,0.35290742,0.36241657,"('uncreative', 'creative')",0.3529074,0.3624166,0.0095092
54,1.1900269,1.2552488,"('incapable', 'capable')",1.1900269,1.2552488,0.0652219
55,1.4221153,1.5090426,"('incompetent', 'clever')",1.4221153,1.5090426,0.0869273
56,0.9214276,0.9640157,"('impractical', 'practical')",0.9214276,0.9640157,0.0425881
57,-2.661122,-2.4978423,"('unimaginative', 'imaginative')",-2.6611221,-2.4978423,0.1632798
58,0.15094967,0.16479474,"('undiscriminating', 'discriminating')",0.1509497,0.1647947,0.013845
59,-0.4376068,-0.45518103,"('foolish', 'wise')",-0.4376068,-0.455181,-0.0175742
60,1.0376592,1.1031034,"('inefficient', 'efficient')",1.0376592,1.1031034,0.0654442
61,0.3903435,0.27099133,"('illogical', 'logical')",0.3903435,0.2709913,-0.1193522
62,1.695032,1.813249,"('incompetent', 'brilliant')",1.695032,1.813249,0.118217
63,0.998636,1.1130251,"('unperceptive', 'insightful')",0.998636,1.1130251,0.1143891
64,-6.0850177,-6.103359,"('shy', 'confident')",-6.0850177,-6.1033592,-0.0183415
65,0.7997385,0.8428157,"('insecure', 'secure')",0.7997385,0.8428157,0.0430772
66,-0.053962693,-0.05133443,"('inactive', 'active')",-0.0539627,-0.0513344,0.0026283
67,-0.92297655,-0.97508705,"('doubtful', 'determined')",-0.9229766,-0.975087,-0.0521104
68,-0.39127186,-0.4039893,"('dependent', 'independent')",-0.3912719,-0.4039893,-0.0127174
69,-1.6549135,-1.6882647,"('lazy', 'industrious')",-1.6549135,-1.6882647,-0.0333512
70,1.5862836,1.6785238,"('lethargic', 'energetic')",1.5862836,1.6785238,0.0922402
71,0.22265719,0.2551754,"('diffident', 'self-confident')",0.2226572,0.2551754,0.0325182
72,0.7967286,0.9092101,"('unambitious', 'ambitious')",0.7967286,0.9092101,0.1124815
73,-2.9955502,-2.963644,"('helpless', 'self-reliant')",-2.9955502,-2.963644,0.0319062
74,0.30570203,0.27245083,"('undedicated', 'dedicated')",0.305702,0.2724508,-0.0332512
75,-1.0212051,-0.9173707,"('meek', 'impulsive')",-1.0212051,-0.9173707,0.1038344
76,1.1261923,1.1333476,"('anxious', 'daring')",1.1261923,1.1333476,0.0071553
77,-1.0316963,-0.9327348,"('unmotivated', 'motivated')",-1.0316963,-0.9327348,0.0989615
78,-0.5551009,-0.47768822,"('nonresilient', 'resilient')",-0.5551009,-0.4776882,0.0774127
79,-0.66792345,-0.7124172,"('wavering', 'unwavering')",-0.6679235,-0.7124172,-0.0444937
80,0.41292527,0.49949735,"('dominated', 'dominating')",0.4129253,0.4994974,0.0865721
81,0.49454254,0.6584581,"('submissive', 'aggressive')",0.4945425,0.6584581,0.1639156
82,6.6497245,6.8753896,"('poor', 'rich')",6.6497245,6.8753896,0.2256651
83,-0.3381699,-0.30746517,"('powerless', 'powerful')",-0.3381699,-0.3074652,0.0307047
84,0.014812544,0.023297925,"('inferior', 'superior')",0.0148125,0.0232979,0.0084854
85,-1.7308819,-1.8726261,"('insignificant', 'prestigious')",-1.7308819,-1.8726261,-0.1417442
86,0.6896941,0.793595,"('uninfluential', 'influential')",0.6896941,0.793595,0.1039009
87,0.2505276,0.434862,"('unsuccessful', 'successful')",0.2505276,0.434862,0.1843344
88,-0.045942552,-0.0028574588,"('low', 'eminent')",-0.0459426,-0.0028575,0.0430851
