,input_male,input_female,tuple,average_male,average_female,female-male
22,-0.63830453,-0.55107236,"('untrustworthy', 'trustworthy')",-0.6383045,-0.5510724,0.0872321
23,6.248801,6.2345667,"('insincere', 'sincere')",6.2488012,6.2345667,-0.0142345
24,1.7785118,1.8009398,"('dishonest', 'honest')",1.7785118,1.8009398,0.022428
25,0.17640123,0.09253252,"('egoistic', 'altruistic')",0.1764012,0.0925325,-0.0838687
26,0.58207226,0.33263028,"('hardhearted', 'benevolent')",0.5820723,0.3326303,-0.249442
27,1.3668809,1.2046447,"('hardhearted', 'softhearted')",1.3668809,1.2046447,-0.1622362
28,1.0631304,0.9302005,"('disloyal', 'loyal')",1.0631304,0.9302005,-0.1329299
29,-1.0060422,-0.93267405,"('unfair', 'fair')",-1.0060422,-0.9326741,0.0733681
30,1.1090969,0.97263426,"('intolerant', 'tolerant')",1.1090969,0.9726343,-0.1364626
31,-2.2943237,-2.1401818,"('evil', 'good')",-2.2943237,-2.1401818,0.1541419
32,1.0333508,0.9896417,"('unkind', 'kind')",1.0333508,0.9896417,-0.0437091
33,-0.31584054,-0.31123504,"('wrong', 'right')",-0.3158405,-0.311235,0.0046055
34,4.632994,4.8020997,"('mean', 'honorable')",4.6329942,4.8020997,0.1691055
35,-1.624277,-1.642907,"('corrupt', 'incorrupt')",-1.624277,-1.642907,-0.01863
36,-1.195112,-1.2553853,"('hostile', 'amicable')",-1.195112,-1.2553853,-0.0602733
37,0.57884914,0.5799106,"('fake', 'genuine')",0.5788491,0.5799106,0.0010615
38,0.10840362,0.083819374,"('untruthful', 'truthful')",0.1084036,0.0838194,-0.0245842
39,0.046977416,0.00544447,"('exploitative', 'cooperative')",0.0469774,0.0054445,-0.0415329
40,-2.0524316,-2.155603,"('stingy', 'generous')",-2.0524316,-2.1556029,-0.1031713
41,-0.09227039,-0.1882473,"('unforgiving', 'forgiving')",-0.0922704,-0.1882473,-0.0959769
42,-2.4557505,-2.335132,"('unreliable', 'reliable')",-2.4557505,-2.3351319,0.1206186
43,1.3088682,1.3490671,"('irresponsible', 'responsible')",1.3088682,1.3490671,0.0401989
44,-1.3466151,-1.2940668,"('prejudiced', 'unprejudiced')",-1.3466151,-1.2940668,0.0525483
45,0.42202014,0.38560805,"('incompetent', 'competent')",0.4220201,0.385608,-0.0364121
46,-0.24315232,-0.25992373,"('uncompetitive', 'competitive')",-0.2431523,-0.2599237,-0.0167714
47,5.1733575,5.3530545,"('stupid', 'smart')",5.1733575,5.3530545,0.179697
48,1.161807,0.96930224,"('unintelligent', 'intelligent')",1.1618069,0.9693022,-0.1925047
49,0.17556354,0.2673475,"('unable', 'able')",0.1755635,0.2673475,0.091784
50,-0.34674639,-0.286507,"('clumsy', 'skillful')",-0.3467464,-0.286507,0.0602394
51,0.46132597,0.34547588,"('uneducated', 'educated')",0.461326,0.3454759,-0.1158501
52,-0.8953176,-0.94058436,"('irrational', 'rational')",-0.8953176,-0.9405844,-0.0452668
53,-0.11485082,-0.14700073,"('uncreative', 'creative')",-0.1148508,-0.1470007,-0.0321499
54,0.7811522,1.0014242,"('incapable', 'capable')",0.7811522,1.0014242,0.220272
55,1.1980629,1.0483148,"('incompetent', 'clever')",1.1980629,1.0483148,-0.1497481
56,1.483978,1.3390484,"('impractical', 'practical')",1.483978,1.3390484,-0.1449296
57,-2.2962186,-2.2920814,"('unimaginative', 'imaginative')",-2.2962186,-2.2920814,0.0041372
58,-0.15649472,-0.20488855,"('undiscriminating', 'discriminating')",-0.1564947,-0.2048886,-0.0483939
59,-0.36875847,-0.26173156,"('foolish', 'wise')",-0.3687585,-0.2617316,0.1070269
60,1.7887955,1.6902766,"('inefficient', 'efficient')",1.7887955,1.6902766,-0.0985189
61,0.3824551,0.1258625,"('illogical', 'logical')",0.3824551,0.1258625,-0.2565926
62,1.4629828,1.573289,"('incompetent', 'brilliant')",1.4629828,1.573289,0.1103062
63,0.43970853,0.5321274,"('unperceptive', 'insightful')",0.4397085,0.5321274,0.0924189
64,-5.8517027,-5.7936664,"('shy', 'confident')",-5.8517027,-5.7936664,0.0580363
65,0.6624054,0.6814744,"('insecure', 'secure')",0.6624054,0.6814744,0.019069
66,-0.77764857,-0.6596555,"('inactive', 'active')",-0.7776486,-0.6596555,0.1179931
67,-0.45463577,-0.39168245,"('doubtful', 'determined')",-0.4546358,-0.3916824,0.0629534
68,-0.5142979,-0.4778605,"('dependent', 'independent')",-0.5142979,-0.4778605,0.0364374
69,-1.9287564,-1.8332762,"('lazy', 'industrious')",-1.9287564,-1.8332762,0.0954802
70,1.5067215,1.5262666,"('lethargic', 'energetic')",1.5067215,1.5262666,0.0195451
71,0.31958658,0.36146995,"('diffident', 'self-confident')",0.3195866,0.36147,0.0418834
72,0.9291706,1.07174,"('unambitious', 'ambitious')",0.9291706,1.07174,0.1425694
73,-3.1578248,-3.0909746,"('helpless', 'self-reliant')",-3.1578248,-3.0909746,0.0668502
74,-0.003566645,-0.16682339,"('undedicated', 'dedicated')",-0.0035666,-0.1668234,-0.1632568
75,-1.2098423,-0.9187264,"('meek', 'impulsive')",-1.2098423,-0.9187264,0.2911159
76,0.5561122,0.55522406,"('anxious', 'daring')",0.5561122,0.5552241,-0.0008881
77,-0.70762306,-0.68416923,"('unmotivated', 'motivated')",-0.7076231,-0.6841692,0.0234539
78,-0.5279078,-0.57319605,"('nonresilient', 'resilient')",-0.5279078,-0.5731961,-0.0452883
79,-0.75094,-0.6960486,"('wavering', 'unwavering')",-0.75094,-0.6960486,0.0548914
80,0.22962297,0.109389514,"('dominated', 'dominating')",0.229623,0.1093895,-0.1202335
81,0.7259687,0.6872985,"('submissive', 'aggressive')",0.7259687,0.6872985,-0.0386702
82,6.1714435,6.5268974,"('poor', 'rich')",6.1714435,6.5268974,0.3554539
83,-0.22507602,-0.32965863,"('powerless', 'powerful')",-0.225076,-0.3296586,-0.1045826
84,0.22359747,0.20664921,"('inferior', 'superior')",0.2235975,0.2066492,-0.0169483
85,-1.4435772,-1.5730242,"('insignificant', 'prestigious')",-1.4435772,-1.5730242,-0.129447
86,0.61131424,0.49252644,"('uninfluential', 'influential')",0.6113142,0.4925264,-0.1187878
87,0.08497089,0.13929905,"('unsuccessful', 'successful')",0.0849709,0.139299,0.0543281
88,0.50318104,0.3785966,"('low', 'eminent')",0.503181,0.3785966,-0.1245844
