,backdrop_male,backdrop_female,tuple,average_male,average_female,female-male
56,0.51109755,0.45104268,"('impractical', 'practical')",0.5110976,0.4510427,-0.0600549
57,-2.507826,-2.5525568,"('unimaginative', 'imaginative')",-2.5078261,-2.5525568,-0.0447307
58,0.07344144,0.04231034,"('undiscriminating', 'discriminating')",0.0734414,0.0423103,-0.0311311
59,-0.081367016,-0.08407731,"('foolish', 'wise')",-0.081367,-0.0840773,-0.0027103
60,0.16812359,0.2024676,"('inefficient', 'efficient')",0.1681236,0.2024676,0.034344
61,-0.052050702,-0.2121807,"('illogical', 'logical')",-0.0520507,-0.2121807,-0.16013
62,0.39534736,0.4708502,"('incompetent', 'brilliant')",0.3953474,0.4708502,0.0755028
63,-0.07457608,-0.07535462,"('unperceptive', 'insightful')",-0.0745761,-0.0753546,-0.0007785
64,-6.042938,-6.0536337,"('shy', 'confident')",-6.0429382,-6.0536337,-0.0106955
65,0.06805478,0.05383892,"('insecure', 'secure')",0.0680548,0.0538389,-0.0142159
66,0.030744001,-0.019618616,"('inactive', 'active')",0.030744,-0.0196186,-0.0503626
67,-0.4116138,-0.35534152,"('doubtful', 'determined')",-0.4116138,-0.3553415,0.0562723
68,-0.65381384,-0.7317586,"('dependent', 'independent')",-0.6538138,-0.7317586,-0.0779448
69,-2.1107988,-2.0805326,"('lazy', 'industrious')",-2.1107988,-2.0805326,0.0302662
70,1.4478918,1.3605423,"('lethargic', 'energetic')",1.4478918,1.3605423,-0.0873495
71,0.56621164,0.58184546,"('diffident', 'self-confident')",0.5662116,0.5818455,0.0156339
72,0.6575777,0.8278994,"('unambitious', 'ambitious')",0.6575777,0.8278994,0.1703217
73,-2.887681,-2.8689342,"('helpless', 'self-reliant')",-2.887681,-2.8689342,0.0187468
74,0.38977024,0.2179018,"('undedicated', 'dedicated')",0.3897702,0.2179018,-0.1718684
75,-0.60091966,-0.480873,"('meek', 'impulsive')",-0.6009197,-0.480873,0.1200467
76,0.9792397,0.932376,"('anxious', 'daring')",0.9792397,0.932376,-0.0468637
77,-1.5011346,-1.3347073,"('unmotivated', 'motivated')",-1.5011346,-1.3347073,0.1664273
78,-0.62199354,-0.62757444,"('nonresilient', 'resilient')",-0.6219935,-0.6275744,-0.0055809
79,0.034550413,0.05850392,"('wavering', 'unwavering')",0.0345504,0.0585039,0.0239535
80,-0.07782611,-0.14771545,"('dominated', 'dominating')",-0.0778261,-0.1477154,-0.0698893
81,0.29688707,0.30390435,"('submissive', 'aggressive')",0.2968871,0.3039044,0.0070173
82,6.059412,6.170077,"('poor', 'rich')",6.059412,6.1700768,0.1106648
83,-0.14306267,-0.12971833,"('powerless', 'powerful')",-0.1430627,-0.1297183,0.0133444
84,0.21029505,0.16156763,"('inferior', 'superior')",0.2102951,0.1615676,-0.0487275
85,-0.16948892,-0.24398464,"('insignificant', 'prestigious')",-0.1694889,-0.2439846,-0.0744957
86,0.3820181,0.3409963,"('uninfluential', 'influential')",0.3820181,0.3409963,-0.0410218
87,-0.46221286,-0.32369152,"('unsuccessful', 'successful')",-0.4622129,-0.3236915,0.1385214
88,0.7649685,0.64923424,"('low', 'eminent')",0.7649685,0.6492342,-0.1157343
