,sandal_male,sandal_female,tuple,average_male,average_female,female-male
78,-0.150404,-0.064747274,"('nonresilient', 'resilient')",-0.150404,-0.0647473,0.0856567
79,-0.98895246,-1.1384699,"('wavering', 'unwavering')",-0.9889525,-1.1384699,-0.1495174
80,0.6335825,0.49248803,"('dominated', 'dominating')",0.6335825,0.492488,-0.1410945
81,1.3811954,1.231567,"('submissive', 'aggressive')",1.3811954,1.231567,-0.1496284
82,2.966775,2.9969423,"('poor', 'rich')",2.9667749,2.9969423,0.0301674
83,-0.049502987,-0.20716418,"('powerless', 'powerful')",-0.049503,-0.2071642,-0.1576612
84,0.38353223,0.30381778,"('inferior', 'superior')",0.3835322,0.3038178,-0.0797144
85,-1.2875715,-1.577793,"('insignificant', 'prestigious')",-1.2875715,-1.577793,-0.2902215
86,-0.12343636,-0.3058026,"('uninfluential', 'influential')",-0.1234364,-0.3058026,-0.1823662
87,0.18199116,0.10195272,"('unsuccessful', 'successful')",0.1819912,0.1019527,-0.0800385
88,0.505343,-0.07461345,"('low', 'eminent')",0.505343,-0.0746135,-0.5799565
