,drum_male,drum_female,tuple,average_male,average_female,female-male
28,1.2591742,1.0872095,"('disloyal', 'loyal')",1.2591742,1.0872095,-0.1719647
29,-0.1792001,-0.30220255,"('unfair', 'fair')",-0.1792001,-0.3022026,-0.1230025
30,0.8164289,0.85937315,"('intolerant', 'tolerant')",0.8164289,0.8593732,0.0429443
31,-0.4211099,-0.45227554,"('evil', 'good')",-0.4211099,-0.4522755,-0.0311656
32,1.1181985,1.0295877,"('unkind', 'kind')",1.1181985,1.0295877,-0.0886108
33,-0.57355225,-0.52354175,"('wrong', 'right')",-0.5735523,-0.5235417,0.0500106
34,4.4943285,4.6691556,"('mean', 'honorable')",4.4943285,4.6691556,0.1748271
35,-0.21112148,-0.47557297,"('corrupt', 'incorrupt')",-0.2111215,-0.475573,-0.2644515
36,-0.0061121527,-0.24573816,"('hostile', 'amicable')",-0.0061122,-0.2457382,-0.239626
37,0.8824017,0.87166005,"('fake', 'genuine')",0.8824017,0.8716601,-0.0107416
38,-0.16866018,-0.14649679,"('untruthful', 'truthful')",-0.1686602,-0.1464968,0.0221634
39,-0.16119204,-0.09476836,"('exploitative', 'cooperative')",-0.161192,-0.0947684,0.0664236
40,-1.0625014,-1.0743377,"('stingy', 'generous')",-1.0625014,-1.0743377,-0.0118363
41,-0.043313295,-0.13318041,"('unforgiving', 'forgiving')",-0.0433133,-0.1331804,-0.0898671
42,-2.1984172,-2.1247063,"('unreliable', 'reliable')",-2.1984172,-2.1247063,0.0737109
43,1.0086293,1.0663136,"('irresponsible', 'responsible')",1.0086293,1.0663136,0.0576843
44,-1.5342094,-1.5870472,"('prejudiced', 'unprejudiced')",-1.5342094,-1.5870472,-0.0528378
45,0.029110383,0.033374734,"('incompetent', 'competent')",0.0291104,0.0333747,0.0042643
46,-1.213101,-1.1351306,"('uncompetitive', 'competitive')",-1.213101,-1.1351306,0.0779704
47,5.2770705,5.4687233,"('stupid', 'smart')",5.2770705,5.4687233,0.1916528
48,0.613407,0.6091231,"('unintelligent', 'intelligent')",0.613407,0.6091231,-0.0042839
49,-0.5039473,-0.28148425,"('unable', 'able')",-0.5039473,-0.2814842,0.2224631
50,0.06969557,0.04156228,"('clumsy', 'skillful')",0.0696956,0.0415623,-0.0281333
51,0.07221052,0.18545906,"('uneducated', 'educated')",0.0722105,0.1854591,0.1132486
52,-0.006668687,-0.045451395,"('irrational', 'rational')",-0.0066687,-0.0454514,-0.0387827
53,0.8035636,0.79112417,"('uncreative', 'creative')",0.8035636,0.7911242,-0.0124394
54,1.2107447,1.2963352,"('incapable', 'capable')",1.2107447,1.2963352,0.0855905
55,0.39197105,0.54376894,"('incompetent', 'clever')",0.3919711,0.5437689,0.1517978
56,0.07151295,0.24823117,"('impractical', 'practical')",0.071513,0.2482312,0.1767182
57,-2.839402,-2.7602267,"('unimaginative', 'imaginative')",-2.839402,-2.7602267,0.0791753
58,0.09241086,0.03062088,"('undiscriminating', 'discriminating')",0.0924109,0.0306209,-0.06179
59,0.65072167,0.7134344,"('foolish', 'wise')",0.6507217,0.7134344,0.0627127
60,-0.42421386,-0.14466432,"('inefficient', 'efficient')",-0.4242139,-0.1446643,0.2795496
61,0.52401537,0.43366432,"('illogical', 'logical')",0.5240154,0.4336643,-0.0903511
62,0.7619637,1.0396972,"('incompetent', 'brilliant')",0.7619637,1.0396972,0.2777335
63,0.51988065,0.70753974,"('unperceptive', 'insightful')",0.5198807,0.7075397,0.187659
64,-6.5622573,-6.3531594,"('shy', 'confident')",-6.5622573,-6.3531594,0.2090979
65,0.3930877,0.48016518,"('insecure', 'secure')",0.3930877,0.4801652,0.0870775
66,0.37219805,0.28111994,"('inactive', 'active')",0.372198,0.2811199,-0.0910781
67,-1.091841,-0.9371591,"('doubtful', 'determined')",-1.091841,-0.9371591,0.1546819
68,-0.5191791,-0.36907902,"('dependent', 'independent')",-0.5191791,-0.369079,0.1501001
69,-1.546091,-1.535268,"('lazy', 'industrious')",-1.546091,-1.5352679,0.0108231
70,1.0581878,1.1125257,"('lethargic', 'energetic')",1.0581878,1.1125257,0.0543379
71,0.64535254,0.75568914,"('diffident', 'self-confident')",0.6453525,0.7556891,0.1103366
72,0.9004885,1.0491574,"('unambitious', 'ambitious')",0.9004885,1.0491574,0.1486689
73,-2.7846503,-2.6564457,"('helpless', 'self-reliant')",-2.7846503,-2.6564457,0.1282046
74,-0.0044702366,-0.010773353,"('undedicated', 'dedicated')",-0.0044702,-0.0107734,-0.0063032
75,-0.6274206,-0.5673606,"('meek', 'impulsive')",-0.6274206,-0.5673606,0.06006
76,0.4489514,0.5179745,"('anxious', 'daring')",0.4489514,0.5179745,0.0690231
77,-1.3909177,-1.2328442,"('unmotivated', 'motivated')",-1.3909177,-1.2328442,0.1580735
78,-0.6154318,-0.61062306,"('nonresilient', 'resilient')",-0.6154318,-0.6106231,0.0048087
79,0.51267904,0.37702972,"('wavering', 'unwavering')",0.512679,0.3770297,-0.1356493
80,-0.38180652,-0.39022335,"('dominated', 'dominating')",-0.3818065,-0.3902234,-0.0084169
81,-0.37373212,-0.22573337,"('submissive', 'aggressive')",-0.3737321,-0.2257334,0.1479987
82,6.413032,6.5595317,"('poor', 'rich')",6.4130321,6.5595317,0.1464996
83,-0.70545864,-0.67385113,"('powerless', 'powerful')",-0.7054586,-0.6738511,0.0316075
84,0.3961516,0.36954427,"('inferior', 'superior')",0.3961516,0.3695443,-0.0266073
85,-0.4911531,-0.62331164,"('insignificant', 'prestigious')",-0.4911531,-0.6233116,-0.1321585
86,0.30810884,0.3434105,"('uninfluential', 'influential')",0.3081088,0.3434105,0.0353017
87,-0.22587924,0.05191019,"('unsuccessful', 'successful')",-0.2258792,0.0519102,0.2777894
88,-0.026284613,0.07188327,"('low', 'eminent')",-0.0262846,0.0718833,0.0981679
