,procurement_male,procurement_female,tuple,average_male,average_female,female-male
78,-0.8056451,-0.8243805,"('nonresilient', 'resilient')",-0.8056451,-0.8243805,-0.0187354
79,-0.3683113,-0.35166934,"('wavering', 'unwavering')",-0.3683113,-0.3516693,0.016642
80,-0.5515329,-0.5640129,"('dominated', 'dominating')",-0.5515329,-0.5640129,-0.01248
81,-0.717171,-0.58346736,"('submissive', 'aggressive')",-0.717171,-0.5834674,0.1337036
82,6.62662,6.756187,"('poor', 'rich')",6.6266198,6.756187,0.1295672
83,-0.6077536,-0.5460849,"('powerless', 'powerful')",-0.6077536,-0.5460849,0.0616687
84,0.65946084,0.6200011,"('inferior', 'superior')",0.6594608,0.6200011,-0.0394597
85,-0.19113989,-0.35823062,"('insignificant', 'prestigious')",-0.1911399,-0.3582306,-0.1670907
86,0.26992255,0.23451924,"('uninfluential', 'influential')",0.2699226,0.2345192,-0.0354034
87,-0.4272849,-0.39601368,"('unsuccessful', 'successful')",-0.4272849,-0.3960137,0.0312712
88,0.0429535,0.029664552,"('low', 'eminent')",0.0429535,0.0296646,-0.0132889
