,fit_male,fit_female,tuple,average_male,average_female,female-male
22,-0.19242547,-0.037583876,"('untrustworthy', 'trustworthy')",-0.1924255,-0.0375839,0.1548416
23,7.067558,7.205093,"('insincere', 'sincere')",7.0675578,7.2050929,0.1375351
24,2.1520038,2.2965944,"('dishonest', 'honest')",2.1520038,2.2965944,0.1445906
25,0.8732036,0.7651692,"('egoistic', 'altruistic')",0.8732036,0.7651692,-0.1080344
26,0.54461104,0.21224111,"('hardhearted', 'benevolent')",0.544611,0.2122411,-0.3323699
27,1.8598021,1.6471516,"('hardhearted', 'softhearted')",1.8598021,1.6471516,-0.2126505
28,1.3492775,1.252181,"('disloyal', 'loyal')",1.3492775,1.2521811,-0.0970964
29,-0.5029015,-0.5118322,"('unfair', 'fair')",-0.5029015,-0.5118322,-0.0089307
30,1.1824257,1.1144303,"('intolerant', 'tolerant')",1.1824257,1.1144303,-0.0679954
31,-1.768899,-1.6423769,"('evil', 'good')",-1.768899,-1.6423769,0.1265221
32,1.6207592,1.4912271,"('unkind', 'kind')",1.6207592,1.4912271,-0.1295321
33,-0.31631902,-0.08646104,"('wrong', 'right')",-0.316319,-0.086461,0.229858
34,4.8580823,5.1683393,"('mean', 'honorable')",4.8580823,5.1683393,0.310257
35,-1.3306302,-1.2630271,"('corrupt', 'incorrupt')",-1.3306302,-1.2630271,0.0676031
36,-1.474748,-1.4630811,"('hostile', 'amicable')",-1.474748,-1.4630811,0.0116669
37,1.2415482,1.1101508,"('fake', 'genuine')",1.2415482,1.1101508,-0.1313974
38,0.36049896,0.4240568,"('untruthful', 'truthful')",0.360499,0.4240568,0.0635578
39,0.27251145,0.21623324,"('exploitative', 'cooperative')",0.2725115,0.2162332,-0.0562783
40,-0.74947125,-0.87107843,"('stingy', 'generous')",-0.7494712,-0.8710784,-0.1216072
41,0.05353137,-0.12591591,"('unforgiving', 'forgiving')",0.0535314,-0.1259159,-0.1794473
42,-2.0543547,-2.0557847,"('unreliable', 'reliable')",-2.0543547,-2.0557847,-0.00143
43,1.2548995,1.2431486,"('irresponsible', 'responsible')",1.2548995,1.2431486,-0.0117509
44,-1.6851336,-1.9079503,"('prejudiced', 'unprejudiced')",-1.6851336,-1.9079503,-0.2228167
45,0.3161245,0.37048575,"('incompetent', 'competent')",0.3161245,0.3704858,0.0543613
46,-0.47108766,-0.4882222,"('uncompetitive', 'competitive')",-0.4710877,-0.4882222,-0.0171345
47,5.09924,5.2814183,"('stupid', 'smart')",5.0992398,5.2814183,0.1821785
48,0.77605337,0.6349673,"('unintelligent', 'intelligent')",0.7760534,0.6349673,-0.1410861
49,0.122349806,0.29836094,"('unable', 'able')",0.1223498,0.2983609,0.1760111
50,-0.3064326,-0.22521603,"('clumsy', 'skillful')",-0.3064326,-0.225216,0.0812166
51,1.4533384,1.353998,"('uneducated', 'educated')",1.4533384,1.3539979,-0.0993405
52,-0.47942126,-0.40628207,"('irrational', 'rational')",-0.4794213,-0.4062821,0.0731392
53,0.07840906,0.082632035,"('uncreative', 'creative')",0.0784091,0.082632,0.0042229
54,1.2208674,1.563473,"('incapable', 'capable')",1.2208674,1.563473,0.3426056
55,1.273041,1.2619205,"('incompetent', 'clever')",1.273041,1.2619205,-0.0111205
56,0.61165404,0.76536596,"('impractical', 'practical')",0.611654,0.765366,0.153712
57,-2.4638913,-2.5469193,"('unimaginative', 'imaginative')",-2.4638913,-2.5469193,-0.083028
58,0.068551764,-0.0074565057,"('undiscriminating', 'discriminating')",0.0685518,-0.0074565,-0.0760083
59,-0.16081901,-0.026961137,"('foolish', 'wise')",-0.160819,-0.0269611,0.1338579
60,1.0483614,0.9725288,"('inefficient', 'efficient')",1.0483614,0.9725288,-0.0758326
61,0.49744615,0.3913054,"('illogical', 'logical')",0.4974461,0.3913054,-0.1061407
62,1.5694244,1.7602336,"('incompetent', 'brilliant')",1.5694244,1.7602336,0.1908092
63,0.7849021,0.9531659,"('unperceptive', 'insightful')",0.7849021,0.9531659,0.1682638
64,-6.1359124,-5.946504,"('shy', 'confident')",-6.1359124,-5.9465041,0.1894083
65,0.4711971,0.5162198,"('insecure', 'secure')",0.4711971,0.5162198,0.0450227
66,-0.5925314,-0.4738199,"('inactive', 'active')",-0.5925314,-0.4738199,0.1187115
67,-0.69159794,-0.7227451,"('doubtful', 'determined')",-0.6915979,-0.7227451,-0.0311472
68,-0.44928434,-0.32864326,"('dependent', 'independent')",-0.4492843,-0.3286433,0.120641
69,-2.3062022,-2.0960584,"('lazy', 'industrious')",-2.3062022,-2.0960584,0.2101438
70,1.7619696,1.7825284,"('lethargic', 'energetic')",1.7619696,1.7825284,0.0205588
71,0.27489543,0.5451658,"('diffident', 'self-confident')",0.2748954,0.5451658,0.2702704
72,1.0253326,1.1905231,"('unambitious', 'ambitious')",1.0253326,1.1905231,0.1651905
73,-2.6269631,-2.5274372,"('helpless', 'self-reliant')",-2.6269631,-2.5274372,0.0995259
74,0.2851212,0.17825058,"('undedicated', 'dedicated')",0.2851212,0.1782506,-0.1068706
75,-1.4086933,-1.1546733,"('meek', 'impulsive')",-1.4086933,-1.1546733,0.25402
76,0.90458775,0.6825264,"('anxious', 'daring')",0.9045877,0.6825264,-0.2220613
77,-1.2059814,-0.99436307,"('unmotivated', 'motivated')",-1.2059814,-0.9943631,0.2116183
78,-0.6980463,-0.61609393,"('nonresilient', 'resilient')",-0.6980463,-0.6160939,0.0819524
79,-0.602228,-0.49779132,"('wavering', 'unwavering')",-0.602228,-0.4977913,0.1044367
80,0.33431,0.26725408,"('dominated', 'dominating')",0.33431,0.2672541,-0.0670559
81,0.4731249,0.32964748,"('submissive', 'aggressive')",0.4731249,0.3296475,-0.1434774
82,6.34594,6.6587515,"('poor', 'rich')",6.3459401,6.6587515,0.3128114
83,-0.48843485,-0.40162945,"('powerless', 'powerful')",-0.4884349,-0.4016294,0.0868055
84,0.3179879,0.33690766,"('inferior', 'superior')",0.3179879,0.3369077,0.0189198
85,-1.2033061,-1.3706928,"('insignificant', 'prestigious')",-1.2033061,-1.3706928,-0.1673867
86,0.8543994,0.8465041,"('uninfluential', 'influential')",0.8543994,0.8465041,-0.0078953
87,0.49362776,0.71441907,"('unsuccessful', 'successful')",0.4936278,0.7144191,0.2207913
88,0.34661838,0.34863448,"('low', 'eminent')",0.3466184,0.3486345,0.0020161
