,orient_male,orient_female,tuple,average_male,average_female,female-male
52,0.116857275,0.19675168,"('irrational', 'rational')",0.1168573,0.1967517,0.0798944
53,0.48815155,0.626799,"('uncreative', 'creative')",0.4881516,0.626799,0.1386474
54,1.5907544,1.8219801,"('incapable', 'capable')",1.5907544,1.8219801,0.2312257
55,-0.11636719,-0.086208425,"('incompetent', 'clever')",-0.1163672,-0.0862084,0.0301588
56,0.14714694,0.14151949,"('impractical', 'practical')",0.1471469,0.1415195,-0.0056274
57,-3.5485406,-3.3818426,"('unimaginative', 'imaginative')",-3.5485406,-3.3818426,0.166698
58,0.07918173,0.014144447,"('undiscriminating', 'discriminating')",0.0791817,0.0141444,-0.0650373
59,0.6311848,0.79148346,"('foolish', 'wise')",0.6311848,0.7914835,0.1602987
60,-0.013787733,-0.07661894,"('inefficient', 'efficient')",-0.0137877,-0.0766189,-0.0628312
61,0.41481227,0.31968623,"('illogical', 'logical')",0.4148123,0.3196862,-0.0951261
62,0.47411737,0.6647403,"('incompetent', 'brilliant')",0.4741174,0.6647403,0.1906229
63,0.73856664,0.8308676,"('unperceptive', 'insightful')",0.7385666,0.8308676,0.092301
64,-6.9524183,-6.8537354,"('shy', 'confident')",-6.9524183,-6.8537354,0.0986829
65,0.006861422,0.06494951,"('insecure', 'secure')",0.0068614,0.0649495,0.0580881
66,0.25161016,0.28010294,"('inactive', 'active')",0.2516102,0.2801029,0.0284927
67,-0.46147493,-0.5895077,"('doubtful', 'determined')",-0.4614749,-0.5895077,-0.1280328
68,-0.22657305,-0.18558481,"('dependent', 'independent')",-0.2265731,-0.1855848,0.0409883
69,-1.1165011,-1.0887218,"('lazy', 'industrious')",-1.1165011,-1.0887218,0.0277793
70,0.6351449,0.75821596,"('lethargic', 'energetic')",0.6351449,0.758216,0.1230711
71,0.510644,0.5985073,"('diffident', 'self-confident')",0.510644,0.5985073,0.0878633
72,0.7730284,0.77706957,"('unambitious', 'ambitious')",0.7730284,0.7770696,0.0040412
73,-3.2274108,-3.0268865,"('helpless', 'self-reliant')",-3.2274108,-3.0268865,0.2005243
74,-0.2813203,-0.30266568,"('undedicated', 'dedicated')",-0.2813203,-0.3026657,-0.0213454
75,-0.48920166,-0.3230583,"('meek', 'impulsive')",-0.4892017,-0.3230583,0.1661434
76,0.35810176,0.345333,"('anxious', 'daring')",0.3581018,0.345333,-0.0127688
77,-1.4357356,-1.3460679,"('unmotivated', 'motivated')",-1.4357356,-1.3460679,0.0896677
78,-0.5387931,-0.4797734,"('nonresilient', 'resilient')",-0.5387931,-0.4797734,0.0590197
79,0.4343402,0.53435767,"('wavering', 'unwavering')",0.4343402,0.5343577,0.1000175
80,-0.58791476,-0.6337477,"('dominated', 'dominating')",-0.5879148,-0.6337477,-0.0458329
81,-0.5657866,-0.49934673,"('submissive', 'aggressive')",-0.5657866,-0.4993467,0.0664399
82,6.59611,6.8714895,"('poor', 'rich')",6.5961099,6.8714895,0.2753796
83,-0.58316725,-0.7663039,"('powerless', 'powerful')",-0.5831673,-0.7663039,-0.1831366
84,0.41139635,0.50589615,"('inferior', 'superior')",0.4113964,0.5058962,0.0944998
85,-0.010034576,-0.057757795,"('insignificant', 'prestigious')",-0.0100346,-0.0577578,-0.0477232
86,-0.23090614,-0.16775984,"('uninfluential', 'influential')",-0.2309061,-0.1677598,0.0631463
87,-0.07323791,0.13958453,"('unsuccessful', 'successful')",-0.0732379,0.1395845,0.2128224
88,0.18340465,0.18733412,"('low', 'eminent')",0.1834047,0.1873341,0.0039294
