,grain_male,grain_female,tuple,average_male,average_female,female-male
32,0.9132557,0.8791369,"('unkind', 'kind')",0.9132557,0.8791369,-0.0341188
33,-0.082236886,-0.30752885,"('wrong', 'right')",-0.0822369,-0.3075289,-0.225292
34,4.726604,4.8396945,"('mean', 'honorable')",4.726604,4.8396945,0.1130905
35,-0.4980069,-0.9126071,"('corrupt', 'incorrupt')",-0.4980069,-0.9126071,-0.4146002
36,-0.2701034,-0.6106704,"('hostile', 'amicable')",-0.2701034,-0.6106704,-0.340567
37,0.74608886,0.7281885,"('fake', 'genuine')",0.7460889,0.7281885,-0.0179004
38,-0.18309687,-0.23091657,"('untruthful', 'truthful')",-0.1830969,-0.2309166,-0.0478197
39,0.5380966,0.61202383,"('exploitative', 'cooperative')",0.5380966,0.6120238,0.0739272
40,-1.6514084,-1.7095,"('stingy', 'generous')",-1.6514084,-1.7095,-0.0580916
41,-0.033741992,-0.028212681,"('unforgiving', 'forgiving')",-0.033742,-0.0282127,0.0055293
42,-2.770455,-2.66937,"('unreliable', 'reliable')",-2.7704549,-2.6693699,0.101085
43,0.70514214,0.87970924,"('irresponsible', 'responsible')",0.7051421,0.8797092,0.1745671
44,-1.298932,-1.2259307,"('prejudiced', 'unprejudiced')",-1.298932,-1.2259307,0.0730013
45,-0.09551458,-0.022016337,"('incompetent', 'competent')",-0.0955146,-0.0220163,0.0734983
46,-1.0494652,-0.84226775,"('uncompetitive', 'competitive')",-1.0494652,-0.8422678,0.2071974
47,5.292383,5.422933,"('stupid', 'smart')",5.2923832,5.4229331,0.1305499
48,0.26206696,0.35580185,"('unintelligent', 'intelligent')",0.262067,0.3558019,0.0937349
49,-0.40248176,-0.25309277,"('unable', 'able')",-0.4024818,-0.2530928,0.149389
50,-0.7227478,-0.8140142,"('clumsy', 'skillful')",-0.7227478,-0.8140142,-0.0912664
51,-0.26161778,-0.16184059,"('uneducated', 'educated')",-0.2616178,-0.1618406,0.0997772
52,0.08920199,-0.25148186,"('irrational', 'rational')",0.089202,-0.2514819,-0.3406839
53,0.07633353,-0.0350485,"('uncreative', 'creative')",0.0763335,-0.0350485,-0.111382
54,0.9578281,0.95844394,"('incapable', 'capable')",0.9578281,0.9584439,0.0006158
55,0.30021167,0.5898251,"('incompetent', 'clever')",0.3002117,0.5898251,0.2896134
56,0.54255223,0.6752503,"('impractical', 'practical')",0.5425522,0.6752503,0.1326981
57,-2.9758787,-2.8127627,"('unimaginative', 'imaginative')",-2.9758787,-2.8127627,0.163116
58,0.17909491,0.2492738,"('undiscriminating', 'discriminating')",0.1790949,0.2492738,0.0701789
59,-0.059023574,-0.26472518,"('foolish', 'wise')",-0.0590236,-0.2647252,-0.2057016
60,-0.07124327,0.32244724,"('inefficient', 'efficient')",-0.0712433,0.3224472,0.3936905
61,0.23073205,0.17597422,"('illogical', 'logical')",0.2307321,0.1759742,-0.0547579
62,-0.017163293,0.25541914,"('incompetent', 'brilliant')",-0.0171633,0.2554191,0.2725824
63,-0.3420691,-0.18908635,"('unperceptive', 'insightful')",-0.3420691,-0.1890863,0.1529828
64,-6.9765725,-6.823204,"('shy', 'confident')",-6.9765725,-6.823204,0.1533685
65,-0.16366869,0.07117958,"('insecure', 'secure')",-0.1636687,0.0711796,0.2348483
66,0.13563122,-0.028858565,"('inactive', 'active')",0.1356312,-0.0288586,-0.1644898
67,-0.30693406,-0.25342506,"('doubtful', 'determined')",-0.3069341,-0.2534251,0.053509
68,-1.4011631,-1.314299,"('dependent', 'independent')",-1.4011631,-1.314299,0.0868641
69,-1.4375222,-1.6831181,"('lazy', 'industrious')",-1.4375222,-1.6831181,-0.2455959
70,0.60297227,0.85992485,"('lethargic', 'energetic')",0.6029723,0.8599249,0.2569526
71,1.2748401,1.1680788,"('diffident', 'self-confident')",1.2748401,1.1680788,-0.1067613
72,0.27173612,0.4297787,"('unambitious', 'ambitious')",0.2717361,0.4297787,0.1580426
73,-3.1614218,-3.092516,"('helpless', 'self-reliant')",-3.1614218,-3.0925159,0.0689059
74,0.09440124,0.046436593,"('undedicated', 'dedicated')",0.0944012,0.0464366,-0.0479646
75,-1.0774567,-1.0173249,"('meek', 'impulsive')",-1.0774567,-1.0173249,0.0601318
76,0.068699986,0.32434762,"('anxious', 'daring')",0.0687,0.3243476,0.2556476
77,-1.5915301,-1.3404396,"('unmotivated', 'motivated')",-1.5915301,-1.3404396,0.2510905
78,-0.5850302,-0.59879804,"('nonresilient', 'resilient')",-0.5850302,-0.598798,-0.0137678
79,-0.081569344,-0.2692929,"('wavering', 'unwavering')",-0.0815693,-0.2692929,-0.1877236
80,-0.46532533,-0.31625605,"('dominated', 'dominating')",-0.4653253,-0.316256,0.1490693
81,-0.51705736,-0.19238265,"('submissive', 'aggressive')",-0.5170574,-0.1923826,0.3246748
82,6.228844,6.319817,"('poor', 'rich')",6.2288442,6.3198171,0.0909729
83,-0.44570202,-0.38519722,"('powerless', 'powerful')",-0.445702,-0.3851972,0.0605048
84,0.53289944,0.515383,"('inferior', 'superior')",0.5328994,0.515383,-0.0175164
85,0.009440407,-0.29032776,"('insignificant', 'prestigious')",0.0094404,-0.2903278,-0.2997682
86,-0.016109481,0.08144362,"('uninfluential', 'influential')",-0.0161095,0.0814436,0.0975531
87,-0.36827475,-0.27813017,"('unsuccessful', 'successful')",-0.3682747,-0.2781302,0.0901445
88,-0.06459874,-0.02351566,"('low', 'eminent')",-0.0645987,-0.0235157,0.041083
