,correspondence_male,correspondence_female,tuple,average_male,average_female,female-male
34,4.3538065,4.4900956,"('mean', 'honorable')",4.3538065,4.4900956,0.1362891
35,-0.80674255,-1.06489,"('corrupt', 'incorrupt')",-0.8067425,-1.06489,-0.2581475
36,-0.7315054,-0.84261245,"('hostile', 'amicable')",-0.7315054,-0.8426124,-0.111107
37,0.90971154,0.8818887,"('fake', 'genuine')",0.9097115,0.8818887,-0.0278228
38,-0.1450775,-0.0052897483,"('untruthful', 'truthful')",-0.1450775,-0.0052897,0.1397878
39,0.87462854,0.96890527,"('exploitative', 'cooperative')",0.8746285,0.9689053,0.0942768
40,-1.6626395,-1.8070556,"('stingy', 'generous')",-1.6626395,-1.8070556,-0.1444161
41,-0.11980169,-0.11656252,"('unforgiving', 'forgiving')",-0.1198017,-0.1165625,0.0032392
42,-2.5366251,-2.4892793,"('unreliable', 'reliable')",-2.5366251,-2.4892793,0.0473458
43,1.046175,1.1792039,"('irresponsible', 'responsible')",1.046175,1.1792039,0.1330289
44,-0.99160224,-1.0239146,"('prejudiced', 'unprejudiced')",-0.9916022,-1.0239146,-0.0323124
45,0.29137787,0.31649175,"('incompetent', 'competent')",0.2913779,0.3164918,0.0251139
46,-0.65015054,-0.57864237,"('uncompetitive', 'competitive')",-0.6501505,-0.5786424,0.0715081
47,5.2850847,5.4330177,"('stupid', 'smart')",5.2850847,5.4330177,0.147933
48,0.15484163,0.1888534,"('unintelligent', 'intelligent')",0.1548416,0.1888534,0.0340118
49,-0.24339153,-0.17820005,"('unable', 'able')",-0.2433915,-0.1782001,0.0651914
50,-0.71116817,-0.7230894,"('clumsy', 'skillful')",-0.7111682,-0.7230894,-0.0119212
51,-0.1463684,-0.15559617,"('uneducated', 'educated')",-0.1463684,-0.1555962,-0.0092278
52,-0.68779093,-0.89646095,"('irrational', 'rational')",-0.6877909,-0.896461,-0.2086701
53,-0.11986543,-0.15533152,"('uncreative', 'creative')",-0.1198654,-0.1553315,-0.0354661
54,0.84657913,0.877574,"('incapable', 'capable')",0.8465791,0.877574,0.0309949
55,0.6620973,0.74784416,"('incompetent', 'clever')",0.6620973,0.7478442,0.0857469
56,0.7747854,0.95966905,"('impractical', 'practical')",0.7747854,0.9596691,0.1848837
57,-2.7192962,-2.675552,"('unimaginative', 'imaginative')",-2.7192962,-2.6755519,0.0437443
58,0.413414,0.41487628,"('undiscriminating', 'discriminating')",0.413414,0.4148763,0.0014623
59,-0.3291701,-0.34774727,"('foolish', 'wise')",-0.3291701,-0.3477473,-0.0185772
60,0.526044,0.7826976,"('inefficient', 'efficient')",0.526044,0.7826976,0.2566536
61,0.30593854,0.18844736,"('illogical', 'logical')",0.3059385,0.1884474,-0.1174911
62,0.2862469,0.4512211,"('incompetent', 'brilliant')",0.2862469,0.4512211,0.1649742
63,0.029784698,0.18181854,"('unperceptive', 'insightful')",0.0297847,0.1818185,0.1520338
64,-6.216376,-6.0964794,"('shy', 'confident')",-6.2163758,-6.0964794,0.1198964
65,0.18894154,0.32105052,"('insecure', 'secure')",0.1889415,0.3210505,0.132109
66,0.079562545,-0.006169524,"('inactive', 'active')",0.0795625,-0.0061695,-0.085732
67,-0.096029975,0.012300849,"('doubtful', 'determined')",-0.09603,0.0123008,0.1083308
68,-1.2621186,-1.3260914,"('dependent', 'independent')",-1.2621186,-1.3260914,-0.0639728
69,-2.08748,-2.0957808,"('lazy', 'industrious')",-2.0874801,-2.0957808,-0.0083007
70,1.3063384,1.3886324,"('lethargic', 'energetic')",1.3063384,1.3886324,0.082294
71,0.81733763,0.8109079,"('diffident', 'self-confident')",0.8173376,0.8109079,-0.0064297
72,0.586566,0.6909326,"('unambitious', 'ambitious')",0.586566,0.6909326,0.1043666
73,-3.1404526,-3.1344073,"('helpless', 'self-reliant')",-3.1404526,-3.1344073,0.0060453
74,0.264778,0.23262167,"('undedicated', 'dedicated')",0.264778,0.2326217,-0.0321563
75,-0.9323625,-0.9307941,"('meek', 'impulsive')",-0.9323625,-0.9307941,0.0015684
76,0.5426821,0.5542901,"('anxious', 'daring')",0.5426821,0.5542901,0.011608
77,-1.0078107,-0.7715678,"('unmotivated', 'motivated')",-1.0078107,-0.7715678,0.2362429
78,-0.61654806,-0.6154918,"('nonresilient', 'resilient')",-0.6165481,-0.6154918,0.0010563
79,-0.22768778,-0.26233286,"('wavering', 'unwavering')",-0.2276878,-0.2623329,-0.0346451
80,-0.26347634,-0.21117085,"('dominated', 'dominating')",-0.2634763,-0.2111709,0.0523054
81,-0.06572051,0.11575785,"('submissive', 'aggressive')",-0.0657205,0.1157579,0.1814784
82,6.1512666,6.0958147,"('poor', 'rich')",6.1512666,6.0958147,-0.0554519
83,-0.38176015,-0.32944822,"('powerless', 'powerful')",-0.3817602,-0.3294482,0.052312
84,0.54637945,0.4427008,"('inferior', 'superior')",0.5463794,0.4427008,-0.1036786
85,-0.5840406,-0.80049103,"('insignificant', 'prestigious')",-0.5840406,-0.800491,-0.2164504
86,0.1272722,0.19380598,"('uninfluential', 'influential')",0.1272722,0.193806,0.0665338
87,-0.6693728,-0.61430275,"('unsuccessful', 'successful')",-0.6693728,-0.6143028,0.05507
88,0.16968594,0.18626638,"('low', 'eminent')",0.1696859,0.1862664,0.0165805
