,solicitation_male,solicitation_female,tuple,average_male,average_female,female-male
30,0.45011723,0.26694298,"('intolerant', 'tolerant')",0.4501172,0.266943,-0.1831742
31,-1.9660804,-1.7886344,"('evil', 'good')",-1.9660804,-1.7886344,0.177446
32,-0.33549684,-0.58292514,"('unkind', 'kind')",-0.3354968,-0.5829251,-0.2474283
33,0.6248124,0.6884772,"('wrong', 'right')",0.6248124,0.6884772,0.0636648
34,1.4940447,1.5297518,"('mean', 'honorable')",1.4940447,1.5297518,0.0357071
35,-0.22922143,-0.24155736,"('corrupt', 'incorrupt')",-0.2292214,-0.2415574,-0.012336
36,-0.40299326,-0.40208113,"('hostile', 'amicable')",-0.4029933,-0.4020811,0.0009122
37,-1.4196653,-1.4315673,"('fake', 'genuine')",-1.4196653,-1.4315673,-0.011902
38,-0.35749388,-0.41619894,"('untruthful', 'truthful')",-0.3574939,-0.4161989,-0.058705
39,-0.2015259,-0.26184934,"('exploitative', 'cooperative')",-0.2015259,-0.2618493,-0.0603234
40,-1.0464019,-1.0770355,"('stingy', 'generous')",-1.0464019,-1.0770355,-0.0306336
41,0.4937405,0.34021387,"('unforgiving', 'forgiving')",0.4937405,0.3402139,-0.1535266
42,-0.14683026,-0.21361943,"('unreliable', 'reliable')",-0.1468303,-0.2136194,-0.0667891
43,-0.5867984,-0.73191243,"('irresponsible', 'responsible')",-0.5867984,-0.7319124,-0.145114
44,0.6094417,0.6871159,"('prejudiced', 'unprejudiced')",0.6094417,0.6871159,0.0776742
45,-0.9246995,-1.0230837,"('incompetent', 'competent')",-0.9246995,-1.0230837,-0.0983842
46,-0.65495175,-0.79317456,"('uncompetitive', 'competitive')",-0.6549518,-0.7931746,-0.1382228
47,1.7507845,1.8289167,"('stupid', 'smart')",1.7507845,1.8289167,0.0781322
48,-0.6725421,-0.84782195,"('unintelligent', 'intelligent')",-0.6725421,-0.847822,-0.1752799
49,-0.64183223,-0.59787065,"('unable', 'able')",-0.6418322,-0.5978706,0.0439616
50,0.08236585,0.08619918,"('clumsy', 'skillful')",0.0823658,0.0861992,0.0038334
51,-0.7285228,-0.8951982,"('uneducated', 'educated')",-0.7285228,-0.8951982,-0.1666754
52,-0.56397235,-0.5339442,"('irrational', 'rational')",-0.5639724,-0.5339442,0.0300282
53,-1.1130705,-1.1303679,"('uncreative', 'creative')",-1.1130705,-1.1303679,-0.0172974
54,-0.1211465,-0.063996404,"('incapable', 'capable')",-0.1211465,-0.0639964,0.0571501
55,-0.5980038,-0.73450655,"('incompetent', 'clever')",-0.5980038,-0.7345065,-0.1365027
56,0.46807915,0.28854567,"('impractical', 'practical')",0.4680791,0.2885457,-0.1795334
57,-1.3511052,-1.4694571,"('unimaginative', 'imaginative')",-1.3511052,-1.4694571,-0.1183519
58,0.47740582,0.4035061,"('undiscriminating', 'discriminating')",0.4774058,0.4035061,-0.0738997
59,-0.12383257,-0.06288161,"('foolish', 'wise')",-0.1238326,-0.0628816,0.060951
60,0.6109961,0.5002938,"('inefficient', 'efficient')",0.6109961,0.5002938,-0.1107023
61,-0.16531599,-0.32384473,"('illogical', 'logical')",-0.165316,-0.3238447,-0.1585287
62,0.04464122,0.032027707,"('incompetent', 'brilliant')",0.0446412,0.0320277,-0.0126135
63,-0.7706765,-0.8810791,"('unperceptive', 'insightful')",-0.7706765,-0.8810791,-0.1104026
64,-1.8529186,-1.8766621,"('shy', 'confident')",-1.8529186,-1.8766621,-0.0237435
65,0.06189999,-0.14284246,"('insecure', 'secure')",0.0619,-0.1428425,-0.2047425
66,-0.5407772,-0.45184335,"('inactive', 'active')",-0.5407772,-0.4518434,0.0889338
67,1.1667719,1.1445984,"('doubtful', 'determined')",1.1667719,1.1445984,-0.0221735
68,-1.0967568,-1.152827,"('dependent', 'independent')",-1.0967568,-1.152827,-0.0560702
69,0.562137,0.6663593,"('lazy', 'industrious')",0.562137,0.6663593,0.1042223
70,0.24629155,0.14122513,"('lethargic', 'energetic')",0.2462915,0.1412251,-0.1050664
71,-0.35245886,-0.30560336,"('diffident', 'self-confident')",-0.3524589,-0.3056034,0.0468555
72,-0.5449878,-0.38894776,"('unambitious', 'ambitious')",-0.5449878,-0.3889478,0.15604
73,-1.0986626,-1.010557,"('helpless', 'self-reliant')",-1.0986626,-1.0105571,0.0881055
74,-0.85409105,-0.97444654,"('undedicated', 'dedicated')",-0.854091,-0.9744465,-0.1203555
75,0.1680776,0.40688077,"('meek', 'impulsive')",0.1680776,0.4068808,0.2388032
76,0.36731434,0.25137362,"('anxious', 'daring')",0.3673143,0.2513736,-0.1159407
77,0.029217863,-0.0059352666,"('unmotivated', 'motivated')",0.0292179,-0.0059353,-0.0351532
78,-0.6283774,-0.64831585,"('nonresilient', 'resilient')",-0.6283774,-0.6483158,-0.0199384
79,-0.2923534,-0.29246566,"('wavering', 'unwavering')",-0.2923534,-0.2924657,-0.0001123
80,-0.5952247,-0.74468803,"('dominated', 'dominating')",-0.5952247,-0.744688,-0.1494633
81,1.153908,1.0293032,"('submissive', 'aggressive')",1.153908,1.0293032,-0.1246048
82,1.4424038,1.4578248,"('poor', 'rich')",1.4424038,1.4578248,0.015421
83,-0.011042377,-0.074668095,"('powerless', 'powerful')",-0.0110424,-0.0746681,-0.0636257
84,1.0617508,1.0201936,"('inferior', 'superior')",1.0617508,1.0201936,-0.0415572
85,-0.23010828,-0.21712463,"('insignificant', 'prestigious')",-0.2301083,-0.2171246,0.0129837
86,-1.7900641,-1.9707501,"('uninfluential', 'influential')",-1.7900641,-1.9707501,-0.180686
87,-0.81580484,-0.82528555,"('unsuccessful', 'successful')",-0.8158048,-0.8252856,-0.0094808
88,0.45273885,0.27179563,"('low', 'eminent')",0.4527389,0.2717956,-0.1809433
