,arch_male,arch_female,tuple,average_male,average_female,female-male
58,-0.086818084,-0.049370155,"('undiscriminating', 'discriminating')",-0.0868181,-0.0493702,0.0374479
59,0.14123651,0.3085811,"('foolish', 'wise')",0.1412365,0.3085811,0.1673446
60,0.11529541,0.3302251,"('inefficient', 'efficient')",0.1152954,0.3302251,0.2149297
61,0.38317916,0.1765319,"('illogical', 'logical')",0.3831792,0.1765319,-0.2066473
62,0.459728,0.7556181,"('incompetent', 'brilliant')",0.459728,0.7556181,0.2958901
63,0.09977162,0.22842784,"('unperceptive', 'insightful')",0.0997716,0.2284278,0.1286562
64,-6.227122,-5.993627,"('shy', 'confident')",-6.2271218,-5.9936271,0.2334947
65,0.55043346,0.6176432,"('insecure', 'secure')",0.5504335,0.6176432,0.0672097
66,0.43456796,0.22968009,"('inactive', 'active')",0.434568,0.2296801,-0.2048879
67,-0.61788434,-0.5305488,"('doubtful', 'determined')",-0.6178843,-0.5305488,0.0873355
68,-0.8938661,-0.70706916,"('dependent', 'independent')",-0.8938661,-0.7070692,0.1867969
69,-1.404519,-1.4420911,"('lazy', 'industrious')",-1.404519,-1.4420911,-0.0375721
70,1.2589458,1.2815965,"('lethargic', 'energetic')",1.2589458,1.2815965,0.0226507
71,0.33172196,0.4850668,"('diffident', 'self-confident')",0.331722,0.4850668,0.1533448
72,0.70119596,0.9268274,"('unambitious', 'ambitious')",0.701196,0.9268274,0.2256314
73,-3.0628855,-2.734871,"('helpless', 'self-reliant')",-3.0628855,-2.7348709,0.3280146
74,-0.09539867,-0.1236411,"('undedicated', 'dedicated')",-0.0953987,-0.1236411,-0.0282424
75,-0.44015384,-0.4020084,"('meek', 'impulsive')",-0.4401538,-0.4020084,0.0381454
76,0.36674127,0.5184356,"('anxious', 'daring')",0.3667413,0.5184356,0.1516943
77,-1.1806006,-1.1480892,"('unmotivated', 'motivated')",-1.1806006,-1.1480892,0.0325114
78,-0.6177395,-0.6262921,"('nonresilient', 'resilient')",-0.6177395,-0.6262921,-0.0085526
79,0.04889224,-0.099043876,"('wavering', 'unwavering')",0.0488922,-0.0990439,-0.1479361
80,-0.23390254,-0.3111362,"('dominated', 'dominating')",-0.2339025,-0.3111362,-0.0772337
81,-0.00080073625,0.13370693,"('submissive', 'aggressive')",-0.0008007,0.1337069,0.1345076
82,5.813814,6.0041914,"('poor', 'rich')",5.8138142,6.0041914,0.1903772
83,-0.79419667,-0.8238214,"('powerless', 'powerful')",-0.7941967,-0.8238214,-0.0296247
84,0.6365796,0.551856,"('inferior', 'superior')",0.6365796,0.551856,-0.0847236
85,-1.1146502,-1.1849376,"('insignificant', 'prestigious')",-1.1146502,-1.1849376,-0.0702874
86,0.36820638,0.26099312,"('uninfluential', 'influential')",0.3682064,0.2609931,-0.1072133
87,-0.21667305,-0.03047536,"('unsuccessful', 'successful')",-0.216673,-0.0304754,0.1861976
88,-0.03861928,-0.021245074,"('low', 'eminent')",-0.0386193,-0.0212451,0.0173742
